PG.ProteinAccessions	L1_000101	M1_000106	M1_000127	M1_000139	L1_000142	M1_000142	L1_000236	M1_000236	L1_000316	M1_000316	M1_000366	L2_999004	M2_999006	M2_999007	M2_999008	M2_999009	M2_999014	L2_999017	M2_999017	L2_999090	M2_999090	L2_999092	M2_999092	L2_000255	L2_999015	M2_999015
A0A075B6I0	NA	NA	NA	NA	21037.849609375	50076.625	76128.140625	23632.267578125	3053.8818359375	220718.296875	1809.78576660156	NA	754.884887695313	3374.15112304688	6926.3037109375	NA	4137.580078125	8401.5146484375	10834.7431640625	2398.21875	3328.43481445313	3011.11376953125	4920.17138671875	NA	NA	NA
A0A075B6P5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A0A075B6S5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0DP57	56428.24609375	NA	23751.951171875	4118.447265625	12422.1640625	26582.3671875	608.947998046875	NA	9857.81640625	NA	NA	20171.04296875	NA	NA	NA	9684.58984375	NA	49597.046875	16215.52734375	NA	NA	12855.2470703125	23007.12109375	17675.544921875	8721.888671875	NA
P10155	2054.93676757813	NA	9267.16796875	NA	2499.86938476563	1550.5380859375	1073.95031738281	1378.08227539063	1524.09375	8577.224609375	NA	1298.4306640625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P10163	727511.125	196148.515625	851616.625	1759000	472209.3125	950947.6875	759772	167720.53125	1619077.875	1485629.875	1331330.125	794649.25	199454.375	1753342.75	1838012.5	1233604.5	1685590.5	909505.5625	1195889.375	1846128.875	1594499.75	1040611.375	1273814.875	606722.125	1073890.375	595588.6875
P10301	19481.48046875	8157.51171875	13037.4208984375	29932.013671875	19722.49609375	50790.59765625	39303.140625	18953.59765625	21242.509765625	16688.33984375	8252.2666015625	22419.8984375	3006.14794921875	15602.46875	5195.2265625	21338.93359375	18030.279296875	34222.9609375	17304.25	16286.609375	6248.88671875	19003.8046875	4971.46826171875	18903.58203125	10672.423828125	6458.8291015625
P10314	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P10323	23560.86328125	34244.2890625	72248.7109375	8046.2587890625	27061.1328125	32794.83984375	30586.107421875	79806.1171875	40398.69921875	236461.03125	4145.2060546875	39005.41796875	19495.9609375	12931.5732421875	22230.6796875	8294.357421875	8029.154296875	29679.58984375	13149.8994140625	20205.314453125	8403.0947265625	25487.4765625	9488.990234375	12477.7900390625	17051.98046875	15352.5439453125
P10412	4100.07275390625	NA	NA	NA	9630.986328125	13130.48046875	NA	NA	NA	103396.5078125	NA	11275.296875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P10599	42924.0078125	6878.283203125	28115.283203125	10175.720703125	45936.546875	53956.1796875	30023.08984375	19749.2890625	7853.8037109375	149235.390625	NA	83588.078125	NA	NA	NA	NA	12444.9794921875	19846.6015625	NA	13711.298828125	NA	7232.84423828125	NA	NA	NA	NA
P10643	9461.61328125	8601.296875	13051.7158203125	2551.68090820313	23399.65234375	44366.8046875	55666.875	27150.158203125	NA	113254.0625	6515.40576171875	104663.5859375	NA	8506.0771484375	9832.6884765625	7422.90478515625	4707.1328125	73898.09375	141191.390625	5036.5361328125	10824.125	5675.658203125	7944.6328125	38812.6953125	8336.470703125	4671.572265625
P10768	21867.94140625	7719.455078125	58297.578125	8848.873046875	30444.75	51603.53125	40012.4921875	17059.931640625	11323.662109375	153826.9375	NA	60850.9765625	NA	NA	NA	9079.3056640625	10474.7216796875	9462.8388671875	NA	8994.6640625	NA	NA	6740.31787109375	9689.634765625	NA	6140.74365234375
P10809	4132.3349609375	NA	8713.4072265625	NA	6547.54833984375	10952.591796875	4114.99609375	1670.96130371094	2496.3740234375	61968.4296875	NA	351.11572265625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P10909	3757673.75	2576854.5	6171600.5	2144426.5	1453092.75	3654565.75	4441622.5	1231158.625	5226445.5	2481388.5	416416.6875	7768307	1932857	1016352.5625	4979691.5	1971499.75	1080588	7275961.5	3559236.75	1182014.5	2524918.25	5472016	1327145.625	2389712	1147088	454451.84375
P10915	383805.125	745221.6875	2412736	656763	159020.59375	2459101.5	4016632.25	558524.4375	190438.28125	43215.18359375	499581.28125	5164024	332520.875	215198.9375	226518.4375	512294	393557.6875	383032.5625	463122.09375	144312.015625	329787.34375	257834.765625	328612.4375	596791.625	64847.08984375	17048.6015625
P11021	37711.75390625	13705.75	53159.96875	10203.294921875	57372.37109375	65777.6875	45354.6875	31766.92578125	13796.9765625	240526.453125	4155.728515625	45734.31640625	2790.25317382813	2311.44555664063	8000.72900390625	4408.61865234375	13292.6142578125	7871.53564453125	2754.21435546875	7489.3408203125	3196.94067382813	5346.2978515625	4488.125	6198.48291015625	5646.67529296875	7966.181640625
P11047	12734.5458984375	2346.0478515625	42180.0859375	5827.56884765625	37877.69140625	25027.109375	9233.546875	9186.541015625	12142.8232421875	52634.0703125	2669.08081054688	16120.6669921875	19373.388671875	4085.865234375	7180.642578125	4408.0595703125	5478.5927734375	10619.5830078125	2113.16455078125	10895.2890625	4064.8173828125	8845.4423828125	1943.76062011719	3717.92578125	2885.84301757813	1074.36303710938
P11142	50957.7421875	23873.5546875	48511.09375	9424.6279296875	66797.0234375	72896.7265625	41021.140625	43466.36328125	29751.8125	282971.21875	9826.779296875	41197.1171875	11066.306640625	19904.919921875	12603.0556640625	7968.84912109375	25723.73046875	18943.27734375	11567.984375	24784.28515625	9754.8115234375	11928.8271484375	17324.044921875	12126.919921875	11236.7041015625	28613.48046875
P11216	7159.61376953125	NA	8204.884765625	4974.55810546875	5091.09375	5999.1005859375	9109.8095703125	4194.12890625	5484.84375	22384.822265625	NA	12494.3720703125	NA	3441.845703125	3914.05493164063	NA	2145.29150390625	8639.783203125	NA	4630.36865234375	NA	3510.6513671875	NA	377.655975341797	2139.52709960938	2461.33154296875
P11277	6095.30615234375	NA	NA	NA	NA	NA	2848.84912109375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P11279	5213.5078125	NA	17640.265625	NA	17423.1640625	27560.421875	17220.47265625	3881.9658203125	3756.64331054688	91662.3203125	NA	23981.357421875	NA	NA	NA	NA	1769.97900390625	6445.21484375	NA	3884.2060546875	NA	3015.2802734375	NA	1610.83728027344	902.147766113281	619.470703125
P11766	26115.833984375	7771.67041015625	10409.1630859375	8429.6552734375	35454.75390625	22521.0078125	25388.830078125	18767.90234375	11962.6455078125	47767.10546875	1599.08422851563	14763.25	NA	NA	7216.3896484375	5949.22900390625	10881.7568359375	19801.759765625	4601.0849609375	10013.859375	1204.30249023438	7194.41162109375	5296.39306640625	9025.625	6939.89404296875	8806.630859375
P12107	24207.748046875	60638.58984375	46683.8671875	32737.884765625	19420.580078125	37172.09375	23956.8515625	34664.4609375	42597.4375	250400.328125	126636.1015625	46648.00390625	55631.515625	34714.546875	44490.55859375	31709.833984375	33065.10546875	31053.66015625	24849.142578125	45489.15625	40525.984375	66642.40625	53402.2578125	23729.12109375	37709.80859375	45215.14453125
P12109	1201241.5	1381668.375	33658256	2416763	3837162.5	15333412	4609455	5308937.5	2269290.5	45822112	596693.125	9030166	3417257	372002.46875	1194830.375	720526.6875	482990	695432.875	274977.34375	1084267.75	516538.25	1100620.25	442427.3125	876787.625	578749.6875	614571.75
P12110	652748.625	930675.375	22332160	1992242.875	2115481.5	8871183	2542997	3295585.5	1462094.5	20323896	573632.875	2807831.75	2285915.25	299530.625	424177.875	646876	264366.65625	534652.5	195562.921875	569237.5625	372722.84375	839508.3125	295952.3125	635522	385805.90625	473833.28125
P12111	1136917.25	1630895.25	22066900	2046144	3328614.25	12248867	4271817	6033849	2307319.75	28639608	723474.25	4846991	3789512.25	564589	1956347	799620.1875	532110	1158746.25	401236.90625	1954383.625	866062.5	1528804.875	570697.8125	1002563.4375	674986.875	595931.6875
P12236	1101.37927246094	NA	NA	NA	1620.82067871094	1699.47265625	169.429504394531	599.277404785156	NA	4165.3896484375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P12277	33522.10546875	5089.71533203125	20150.7421875	10842.6015625	7390.48046875	9704.140625	9790.76171875	35844.9765625	19471.826171875	84956.859375	NA	8875.7353515625	2768.29150390625	9402.1591796875	5355.1689453125	NA	6315.35498046875	21180.97265625	5553.708984375	13719.59375	1534.0703125	11204.15625	3579.4873046875	4261.55859375	7742.373046875	9162.033203125
P12814	13647.9150390625	3742.24487304688	28130.875	2089.59545898438	33064.625	56564.89453125	17897.654296875	8264.716796875	4944.51611328125	57721.796875	NA	26997.919921875	NA	NA	1648.93273925781	NA	1902.41101074219	4813.6630859375	NA	2698.22192382813	NA	NA	NA	7638.9365234375	1698.15344238281	2595.4765625
P12830	67048.3359375	9683.689453125	77194.171875	26345.91015625	28863.373046875	98371.859375	56332.328125	17763.49609375	22625.490234375	89363.6796875	NA	127113.1875	NA	10505.353515625	5410.724609375	40266.12890625	10868.640625	46795.56640625	30453.189453125	6240.025390625	20200.01171875	26930.388671875	7526.560546875	48813.3203125	8113.81787109375	6316.56494140625
P12956	12309.0888671875	4456.01416015625	18071.107421875	5654.44140625	14499.3310546875	15940.4775390625	14040.5390625	8995.0068359375	7085.86083984375	40724.36328125	NA	20386.927734375	NA	NA	4879.9599609375	8678.6875	7846.40380859375	10323.7529296875	NA	6689.9443359375	4678.701171875	2831.833984375	4577.6474609375	10954.212890625	3713.4296875	3515.52026367188
P13010	4040.2001953125	4938.68359375	6121.2451171875	2173.88940429688	7498.896484375	5427.9970703125	3436.3896484375	4453.32275390625	7885.93359375	12315.2509765625	NA	5510.0576171875	NA	NA	5903.546875	NA	7197.03955078125	11490.2587890625	NA	8116.18212890625	NA	1594.96008300781	NA	NA	NA	7204.9775390625
P13489	20036.830078125	3477.83471679688	22759.5390625	4571.3662109375	28683.873046875	35417.12890625	19096.732421875	12994.95703125	10595.0205078125	218039.578125	NA	34149.2890625	NA	1051.32995605469	3566.15673828125	NA	6603.08984375	7117.8798828125	NA	43420.75	NA	2046.92016601563	2234.298828125	3590.125	2819.99169921875	5866.333984375
P13611	3128075	1060775.5	4204382.5	1183479.25	649450.3125	6621461	3695101.25	1632817.625	1061528.75	7390861	327015.4375	7356095.5	537121.625	289628.625	482029.5625	1177507	344628.125	1996463.875	184369.609375	757463.3125	486078.03125	956915.9375	162293.140625	854490.125	212913.78125	99973.3046875
P13639	21799.8046875	9810.580078125	62564.1875	14299.9794921875	39240.1875	84163.1171875	35806.6953125	20643.51953125	10830.9794921875	219370.5	5571.64501953125	97407.546875	2330.95947265625	4716.34375	3967.71337890625	5825.66943359375	5683.0595703125	10194.2451171875	7630.5634765625	6045.52001953125	3847.06201171875	5388.88232421875	3622.24267578125	9509.212890625	4420.20703125	8125.10400390625
P13645	19808.39453125	19074.42578125	69570.2578125	12672.146484375	73496.296875	65072.28125	103596.265625	18815.70703125	10280.1748046875	759248.75	5262.67431640625	238155.3125	12905.607421875	7064.787109375	9557.2841796875	3496.40112304688	31223.359375	29209.595703125	33259.7734375	24182.443359375	3852.77221679688	12340.5361328125	6481.90771484375	11202.5078125	8915.8359375	10043.869140625
P13667	5776.4658203125	1537.30969238281	8443.876953125	NA	10163.6337890625	13173.017578125	5282.9111328125	4236.03125	2134.23754882813	74083.390625	NA	16331.7998046875	NA	NA	NA	NA	2321.68798828125	1940.07763671875	NA	2459.60717773438	NA	NA	NA	NA	NA	1834.78198242188
P13671	9835.3828125	3539.421875	15832.8828125	3914.3662109375	24262.990234375	39369.9375	25938.20703125	15755.8896484375	3046.83618164063	54273.3046875	7967.74560546875	50894.28125	NA	5625.3740234375	3527.15283203125	10553.865234375	9755.2431640625	20347.91796875	43678.3515625	3322.146484375	6332.259765625	6114.9697265625	5752.92333984375	26514.51953125	4327.044921875	NA
P13693	5571.9853515625	1446.67980957031	3401.86279296875	NA	5602.32470703125	3347.6845703125	3553.59204101563	2708.77001953125	1648.6142578125	3974.29516601563	NA	3082.60107421875	NA	NA	NA	NA	1042.80187988281	NA	NA	NA	NA	NA	NA	NA	NA	NA
P13716	17134.986328125	NA	NA	NA	4143.00830078125	NA	722.566833496094	1403.93286132813	940.939514160156	5234.73291015625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P13796	3333.32177734375	NA	NA	NA	6814.6865234375	2522.75073242188	1159.12268066406	1701.8173828125	NA	27153.890625	NA	8381.703125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P13797	32238.828125	7142.85302734375	29313.75	9389.5517578125	72124.6875	81067.9453125	19872.61328125	17325.50390625	11923.0283203125	172095.390625	NA	61823.1875	2730.21875	2279.33813476563	6390.2333984375	5202.6865234375	5754.1123046875	14158.099609375	2350.54760742188	9202.875	4034.80517578125	6960.900390625	1853.78625488281	8459.455078125	5803.9169921875	10000.3037109375
P13804	3619.392578125	NA	1582.36535644531	NA	3965.361328125	2687.64306640625	NA	1399.08581542969	2959.20532226563	8921.154296875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P13942	37585.83984375	43529.8359375	56507.953125	31789.31640625	15928.1884765625	30192.583984375	37715.984375	29074.34375	24886.8515625	58700.890625	22536.091796875	25456.8203125	20906.970703125	22786.5078125	22658.796875	18531.740234375	20681.37109375	18967.96484375	15641.861328125	32226.44140625	37551.48046875	19927.068359375	12284.6845703125	18021.810546875	27859.501953125	54924.4375
P13987	19879.376953125	9576.4638671875	65841.109375	21931.41796875	13602.59765625	56523.9765625	40151.5703125	4910.79345703125	14007.6494140625	54426.73828125	5968.66796875	63703.53515625	NA	6180.4052734375	7079.60595703125	13420.3232421875	10753.591796875	13304.111328125	7366.52392578125	7824.12890625	5021.6328125	14970.8349609375	6286.14208984375	26434.3828125	15102.607421875	7361.01708984375
P14174	14733.130859375	16711.94140625	31261.734375	60836.65234375	14754.0048828125	41582.578125	26796.8203125	31865.92578125	20509.84375	81854.5546875	13653.7978515625	37067.703125	NA	NA	NA	NA	11081.904296875	27080.955078125	16819.95703125	2308.92993164063	12226.9345703125	20627.66796875	8095.32958984375	19663.77734375	8330.4990234375	5550.0029296875
P14314	9184.728515625	NA	11035.921875	NA	13036.30078125	26470.26171875	10577.873046875	NA	NA	80419.4296875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P14543	11281.8203125	NA	15654.0341796875	NA	13050.7646484375	5875.46484375	4952.29443359375	2983.181640625	4344.9580078125	18461.107421875	NA	2226.14819335938	6438.96923828125	NA	4528.7900390625	NA	5741.8447265625	6448.9599609375	NA	11111.9111328125	NA	4873.5380859375	NA	NA	NA	NA
P14550	12747.2353515625	2740.21630859375	17669.080078125	6819.5283203125	20668.5859375	18414.060546875	6669.1708984375	8244.3740234375	6853.181640625	47887.1796875	NA	18714.7265625	NA	NA	2797.59521484375	NA	5509.21923828125	7093.21240234375	1475.55908203125	3490.1171875	NA	1161.07153320313	4729.9345703125	6410.3994140625	1641.9609375	NA
P14555	2666001.25	1668141.125	4788214.5	3435126.25	836356.625	4040889.25	5956781.5	921216.0625	1510539.75	1174521.625	448664	1251090	39356.71875	120765.328125	112018.25	333986.3125	417077.34375	2646454.5	1575553.625	127631.9296875	159493.484375	377872.96875	72840.796875	3892002	119190.2734375	114436.921875
P14618	593584.6875	142057.609375	1160533.75	265591.8125	586113.375	1266580.875	1069929.75	503117.78125	214991.9375	4843060	82013.546875	2896571.75	52934.91796875	99379.65625	91907.5546875	123128.1484375	212784.515625	248201.6875	93260.7890625	148907.921875	94883.2734375	143567.109375	103734.0703125	194679.21875	100459.859375	125498.921875
P14625	45158.83203125	21612.0703125	97469.1328125	24745.65625	88715.640625	134367.328125	74728.0234375	54570.18359375	20436.712890625	384617.21875	10721.6318359375	127892.4921875	4909.4970703125	10850.4140625	11825.248046875	18620.544921875	26492.216796875	17220.525390625	7341.61669921875	19412.4453125	16390.701171875	13391.9833984375	10557.150390625	28315.16796875	9354.13671875	14611.2880859375
P14866	4956.15185546875	NA	14928.732421875	1242.22937011719	13630.8828125	15586.9453125	9826.576171875	4229.53515625	901.340637207031	47158.734375	NA	31941.111328125	NA	NA	NA	NA	1352.38781738281	NA	NA	599.239990234375	NA	NA	NA	NA	NA	NA
P15090	412648.9375	18956.423828125	21591.025390625	NA	130990.4140625	99235.25	46672.07421875	48034.95703125	12819.2802734375	893112.5625	NA	109394.4609375	NA	NA	2444.76489257813	NA	7028.99072265625	54774.65234375	33275.171875	22371.283203125	12217.8232421875	18128.86328125	4380.2890625	14843.91015625	10332.654296875	13309.9921875
P15169	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1251.31066894531	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P15311	14911	14483.2939453125	23439.857421875	12278.9716796875	13146	23443.03515625	21163.01171875	20139.658203125	11068.4345703125	47997.70703125	NA	15088.9833984375	2985.3330078125	12856.01953125	4952.0849609375	3447.96508789063	10126.90234375	15385.4091796875	2694.130859375	10674.6201171875	751.2197265625	6169.87158203125	5568.17431640625	NA	9785.37109375	9539.83984375
P15531	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P15692	53497.1875	67611.6328125	NA	213468.203125	38706.859375	182346.046875	111660.78125	96213.78125	NA	NA	NA	58585.22265625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P15880	7554.3564453125	3904.22314453125	22875.326171875	NA	10874.484375	22292.72265625	11972.0087890625	8701.857421875	5467.951171875	69890.8125	NA	23622.13671875	NA	NA	1973.75610351563	NA	4512.30810546875	4644.00146484375	NA	3063.38793945313	NA	NA	NA	1961.27697753906	NA	2669.25659179688
P16035	7480.4580078125	2060.05053710938	24853.099609375	6091.791015625	14344.5224609375	72433.15625	50489.94921875	6539.66259765625	2428.9052734375	51009.05859375	3637.43969726563	50438.28515625	3362.5390625	6396.72607421875	2286.39526367188	8419.896484375	5640.7783203125	5942.0380859375	11216.650390625	2516.18627929688	3965.23803710938	2991.22119140625	5251.27783203125	12232.5654296875	4336.39453125	8394.1572265625
P16070	16842.404296875	4083.10107421875	35729.2265625	10459.0947265625	19948.751953125	41020.69140625	9322.708984375	14621.0556640625	8604.91796875	115639.1171875	2861.33154296875	30254.916015625	1621.83850097656	3372.0078125	NA	3532.27221679688	3839.41821289063	5405.60107421875	4484.25830078125	2339.93774414063	1904.93420410156	6989.41015625	2700.48120117188	6786.96142578125	3789.087890625	3570.42456054688
P16112	3514287.5	1481673.375	11757360	2918354	908901.6875	5881787	14206037	1698553.125	1331022.625	421667.5	1612842.25	10177882	952233.9375	1723110	984150.1875	6064099.5	1391521.125	1706990.5	1044562.0625	844913.375	2667682.25	2188313.5	1408519	4233530	281521.625	106807.8125
P16152	39587.984375	5338.64013671875	32486.978515625	20320.34375	35617.23828125	43308.89453125	37561.02734375	28468.158203125	14164.2373046875	108704.421875	7292.80029296875	81889.8203125	4130.35400390625	7654.77197265625	5184.19287109375	17618.578125	9739.275390625	18998.54296875	18367.330078125	8059.7958984375	11931.3720703125	10756.51953125	5800.79248046875	15856.0537109375	5557.658203125	3536.34912109375
P16401	4827.0087890625	1793.12768554688	1805.30187988281	NA	7643.19775390625	34431.765625	2418.84423828125	6109.69140625	1268.19018554688	62550.96875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P17980	7683.849609375	NA	5664.08642578125	NA	6526.892578125	6803.068359375	5407.224609375	5062.02587890625	9519.9384765625	20978.271484375	NA	5637.5751953125	NA	NA	NA	NA	NA	9315.3095703125	NA	NA	NA	NA	NA	NA	NA	NA
P17987	5714.09912109375	2391.94213867188	5850.45703125	2478.1640625	5607.05224609375	4529.93701171875	3871.84375	4896.25146484375	3033.59326171875	29038.890625	NA	6537.87158203125	NA	NA	NA	NA	2968.38061523438	3703.27001953125	NA	2022.13415527344	NA	979.002380371094	NA	NA	1136.80261230469	NA
