PG.ProteinAccessions	L1_000101	M1_000106	M1_000127	M1_000139	L1_000142	M1_000142	L1_000236	M1_000236	L1_000316	M1_000316	M1_000366	L2_999004	M2_999006	M2_999007	M2_999008	M2_999009	M2_999014	L2_999017	M2_999017	L2_999090	M2_999090	L2_999092	M2_999092	L2_000255	L2_999015	M2_999015
A0A075B6I0	NA	NA	NA	NA	21037.849609375	50076.625	76128.140625	23632.267578125	3053.8818359375	220718.296875	1809.78576660156	NA	754.884887695313	3374.15112304688	6926.3037109375	NA	4137.580078125	8401.5146484375	10834.7431640625	2398.21875	3328.43481445313	3011.11376953125	4920.17138671875	NA	NA	NA
A0A075B6P5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A0A075B6S5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P05154	37291.7734375	20726.302734375	16072.5947265625	9705.6728515625	27289.2265625	32240.53515625	22478.333984375	22210.427734375	8327.4638671875	24386.158203125	17283.048828125	84091.8203125	8769.189453125	9803.67578125	7013.05322265625	10868.107421875	14089.521484375	9154.4609375	3495.6689453125	8278.5732421875	13011.4013671875	10144.4541015625	5401.490234375	19235.42578125	53253.75	2569.68041992188
P05155	75317.734375	12309.453125	20046.048828125	7509.1552734375	115681.5	84328.2109375	73835.140625	54104.25390625	21581.392578125	255936.640625	9061.998046875	214003.3125	6746.22998046875	31906.4375	17781.86328125	10957.962890625	18689.462890625	27002.57421875	35264.71484375	25728.072265625	14148.583984375	19059.974609375	12202.36328125	52654.30078125	15478.046875	21244.58984375
P05156	17293.93359375	7075.8544921875	13324.169921875	3518.86059570313	19059.94921875	30373.876953125	36455.51953125	22852.814453125	4101.29052734375	126657.796875	8850.64453125	76340.3125	3495.4267578125	12682.5615234375	6861.0849609375	5157.94287109375	15730.216796875	8437.33984375	10698.578125	9408.353515625	44661.76171875	7818.8271484375	12960.794921875	24372.298828125	13559.716796875	NA
P05204	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P05387	25256.62109375	9823.4873046875	19459.38671875	NA	32628.79296875	28765.67578125	20597.986328125	19726.197265625	12433.3603515625	80049.78125	3553.974609375	25597.986328125	1619.81774902344	946.305603027344	10441.9833984375	668.105102539063	8762.7421875	11690.32421875	NA	14316.1513671875	1766.87707519531	3980.77075195313	10335.666015625	4676.513671875	4938.32958984375	16649.46484375
P05388	29132.798828125	12193.82421875	38908.77734375	NA	12065.865234375	7724.3046875	18473.54296875	15785.515625	15043.19140625	16021.3525390625	5939.88330078125	21357.775390625	13850.345703125	7885.951171875	11634.4326171875	12367.1611328125	10330.61328125	20981.623046875	14098.04296875	12982.048828125	29906.328125	52050.6953125	11741.8837890625	13301.8525390625	6318.7578125	9926.1943359375
P05452	67101.40625	36438.609375	177189.953125	59181.671875	250004.328125	398021.34375	220723.671875	114505.140625	19823.296875	289600.875	123155.1484375	449459.46875	22486.44921875	21699.064453125	16755.7734375	51407.01953125	53330.41796875	40454.05078125	15916.7978515625	26749.69921875	18628.6640625	23038.154296875	19540.74609375	91913.375	16051.603515625	73009.09375
P05546	26560.8515625	6381.87841796875	6525.1083984375	6219.46875	79833.5078125	52179.35546875	40225.55859375	27029.59765625	4197.87353515625	109771.9453125	3780.57055664063	102555.9921875	1385.45104980469	19905.4375	6975.84033203125	3744.49780273438	5673.73974609375	13525.9326171875	28687.12109375	7179.26171875	21781.34375	10373.9619140625	7849.732421875	19878.18359375	10792.23046875	5971.11669921875
P05997	510483.78125	1205248	380691.96875	583542.625	476605.625	626897.3125	477290	547733.4375	591339.875	534908.5	1497708.25	448262.5	713112.75	826158.125	794210.75	714698.625	953047.375	695923.75	894631	1062987.375	835837.6875	778342.25	810683.25	643355	732201.0625	1421149.625
P06312	60468.76953125	16576.97265625	30175.927734375	1397.27478027344	139482.53125	174114.46875	124070.9453125	55704.71875	8877.9853515625	135304.078125	29938.3359375	263494.8125	6745.802734375	24442.7578125	22268.68359375	14263.55859375	24210.57421875	18958.375	26327.03125	10801.1669921875	10005.390625	15518.8876953125	27814.64453125	46859.41015625	20168.546875	14837.076171875
P06396	515392.5	112506.25	799518.1875	190511.625	710020.1875	1388560.125	1576056.875	453892.59375	90625.28125	2543170.75	149825.578125	3279398.75	145351.53125	178850.75	116210.53125	278595.09375	298420.96875	357040.75	220812.6875	214043.96875	183719.15625	253975.53125	160502.53125	538379.125	116902.53125	50324.8125
P06454	9166.26171875	NA	15053.265625	NA	13020.384765625	14564.8544921875	10843.6025390625	1831.27172851563	NA	108180.4375	NA	18267.46875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P06576	208377.421875	5650.6025390625	53022.11328125	6261.45849609375	241171.640625	378360.9375	585698.5	16780.052734375	26348.1953125	403793.6875	NA	250459.421875	1752.88659667969	NA	3701.98803710938	NA	5155.3369140625	12775.1953125	1747.41650390625	13619.6484375	1198.68676757813	3064.896484375	3335.45971679688	5144.3173828125	7894.54833984375	10517.4189453125
P06681	10957.4931640625	8399.57421875	5620.748046875	9738.060546875	31789.447265625	31793.013671875	20311.32421875	12620.291015625	3887.41479492188	14109.09765625	10884.4091796875	34705.76953125	2762.92993164063	9829.70703125	5202.9365234375	7009.0068359375	12063.189453125	13710.5380859375	9711.64453125	5960.82958984375	2205.3330078125	4481.9638671875	7125.32470703125	21705.939453125	3398.91088867188	NA
P06703	148979.625	NA	126286.65625	129734.40625	205117.84375	234717.5625	354045.28125	53777.02734375	NA	1721078.5	13259.822265625	294064.71875	7689.890625	29799.953125	NA	54521.375	927.885437011719	98124.90625	39253.6328125	NA	14986.10546875	50717.0625	14458.7890625	98320.046875	64981.47265625	NA
P06727	147227	98278.2421875	1854990.375	375629.3125	139983.09375	432935.28125	1276931.125	455359.75	332705.1875	3099343.25	332864.5	1745264.25	8015.70654296875	110440.96875	80370.015625	1119919.375	144822.609375	1659773.5	1663141.625	48797.63671875	476976.9375	228430.6875	275571.28125	1386449.625	96342.8984375	11713.84765625
P06733	328673.78125	214547.171875	538412.625	233454.96875	300238.9375	573329	535409.5625	437385.5625	174290.875	593591.875	189412.75	369232.5	88461.5078125	171770	143823.140625	245658.765625	252788.640625	159105.59375	119490.28125	171569.96875	165069.78125	139985.203125	195480.359375	252077.34375	155430.765625	176523.890625
P06744	49678.3125	16064.1103515625	31054.720703125	22682.564453125	32854.4375	55656.9921875	46730.52734375	23839.66015625	15123.0009765625	92543.2890625	6567.8896484375	137498.328125	2331.96508789063	8796.50390625	8551.5419921875	8488.3955078125	9019.9833984375	13476.1640625	8258.94921875	13922.5263671875	5044.26416015625	8353.1337890625	7524.0546875	14576.662109375	8399.494140625	9554.4189453125
P06748	17424.548828125	2600.189453125	29025.701171875	4329.1435546875	14877.197265625	19948.5234375	14121.89453125	8367.5068359375	2972.7568359375	117705.6484375	NA	76019.0234375	NA	NA	1630.04223632813	NA	4405.13671875	5669.7041015625	NA	2814.4482421875	NA	NA	1517.70922851563	6446.75244140625	NA	2144.68896484375
P06753	8738.4091796875	NA	10290.42578125	NA	20208.416015625	31804.1328125	27125.96484375	3377.32153320313	4091.2451171875	123133.1484375	NA	13012.2109375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P06756	16084.3583984375	4416.2236328125	43606.1796875	12055.0546875	7258.73388671875	25252.2109375	52341.8125	5640.908203125	6408.2236328125	15176.7626953125	NA	40796.09765625	221.086547851563	NA	2669.0634765625	8859.2998046875	11219.44921875	13226.0712890625	NA	9940.0087890625	680.908752441406	4856.8779296875	2903.11694335938	9586.7841796875	5389.080078125	3048.22094726563
P06899	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P07093	31547.224609375	19554.044921875	37079.83203125	15493.529296875	9155.2724609375	57202.81640625	10113.740234375	19653.00390625	21976.443359375	10140.8466796875	13425.650390625	4942.8203125	2190.82275390625	6382.126953125	3941.98828125	16199.154296875	4191.4052734375	25143.4765625	8405.58203125	8274.2001953125	9526.96875	14828.1572265625	6583.6708984375	27284.849609375	NA	2576.88330078125
P07195	38347.890625	7219.93115234375	13126.9443359375	11314.62890625	28870.1953125	29411.1171875	29380.626953125	10678.7939453125	11528.0107421875	37220.9453125	NA	20473.302734375	NA	4804.021484375	4937.46533203125	14234.2529296875	7430.92138671875	18929.9296875	8237.09765625	8263.3916015625	5650.01708984375	8264.494140625	3937.30102539063	13621.4912109375	3003.640625	3702.291015625
P07225	4452.642578125	759.456665039063	NA	NA	37986.9140625	14605.2197265625	12396.095703125	9863.736328125	886.041625976563	70506.4609375	NA	71799.078125	NA	200.171737670898	1015.43286132813	NA	NA	807.341491699219	NA	NA	NA	NA	NA	NA	532.309875488281	414.259552001953
P07237	48566.328125	27196.5625	27930.712890625	6824.67431640625	37117.91796875	40451.24609375	35222.79296875	38160.64453125	22140.6328125	125707.859375	12511.8564453125	31731.111328125	3771.75537109375	8090.91015625	11966.7158203125	5634.4912109375	27260.326171875	16784.248046875	3597.9443359375	23452.1640625	6771.01806640625	11804.806640625	14131.1025390625	9092.51171875	9845.71484375	20859.908203125
P07305	70026.296875	21813.251953125	393477.875	67150.4453125	109367.71875	145623.234375	147418.8125	49806.953125	41926.359375	1175232.375	21068.083984375	188261.15625	31179.259765625	24263.064453125	37108.671875	41351.8359375	56710.3125	33573.5546875	24980.0703125	45250.42578125	19353.0234375	29827.55859375	36575.65625	60647.60546875	40000.51171875	42365.6796875
P07339	97931.8828125	21766.486328125	221618.015625	25735.408203125	164365.25	327566.78125	112254.703125	54169.0546875	22670.12890625	247969.4375	14531.96875	251474.96875	5513.041015625	10159.548828125	23649.103515625	7016.837890625	21658.40625	25084.955078125	10372.7568359375	12798.23046875	11820.564453125	13534.9443359375	22158.828125	30608.2578125	25581.9375	19070.88671875
P07355	171473.515625	41455.25390625	414750.25	114895.859375	292923.0625	473282.84375	256209.4375	114760.328125	85095.125	2096267.375	20226.537109375	524476.5625	22306.525390625	119606.953125	23901.404296875	99028.4140625	58385.33984375	76893.6171875	104286.453125	50344.53515625	78343.7734375	38177.69921875	28463.78515625	50096.63671875	33726.3984375	47511.01953125
P07357	17983.82421875	6175.48388671875	27984.96875	6129.11669921875	54263.46875	133713.9375	76011.9765625	32205.474609375	3355.080078125	118855.96875	17165.87109375	167631.9375	5428.8310546875	6673.875	7340.2119140625	8571.3515625	23758.203125	37309.94140625	53931.98828125	9051.4404296875	12840.673828125	9373.8193359375	8817.5322265625	63508.6171875	5398.9716796875	19036.408203125
P07358	25425.849609375	6630.24609375	59682.484375	14722.7373046875	65660.296875	190499.640625	105860.90625	42926.08203125	2564.39282226563	250945.484375	11647.75	279161.625	5543.3525390625	10575.595703125	6688.07568359375	13830.306640625	21033.44921875	37598.30859375	70232.984375	3936.5869140625	17257.193359375	8094.2431640625	5916.63037109375	87943.90625	5564.75	4074.72583007813
P07360	21285.369140625	11567.3486328125	20799.16015625	13365.1513671875	42705.3671875	83294.0625	47247.84375	33234.62109375	6979.76220703125	137311.15625	22212.35546875	134765.53125	25572.1953125	13530.330078125	13249.5947265625	25335.49609375	27760.5078125	53606.38671875	81157.6171875	16230.11328125	26376.666015625	10726.69140625	12960.328125	51997.58984375	13100.716796875	22843.486328125
P07437	23931.83984375	8086.3671875	29252.328125	19678.94140625	73599.90625	81229.5234375	21251.59765625	19704.189453125	9537.61328125	210061.9375	12470.8837890625	31036.28515625	34692.84765625	6188.84033203125	6652.427734375	NA	7403.0576171875	21083.96484375	NA	6830.732421875	NA	15118.935546875	NA	11699.076171875	17226.021484375	3879.37719726563
P07477	20685.908203125	16195.2080078125	28423.458984375	11155.447265625	22762.15625	37717.96484375	71004.546875	22838.009765625	10217.2529296875	285602.8125	5926.2607421875	39129.4140625	6796.01025390625	9638.22265625	13722.728515625	10605.021484375	18822.51171875	25596.28515625	5373.58251953125	29539.11328125	4694.193359375	18699.0078125	9501.5419921875	9565.119140625	12111.7421875	10785.357421875
P07585	8852693	12011571	8849810	2247048.25	5087266	8312989	10203638	5451232.5	7818282	12314369	3887429.25	25182438	9178244	8051691	20764574	3731988.75	17207552	10115106	3967886	15703714	4608652	3718605	16941542	3376905.25	6482574.5	10766956
P07686	3174.35522460938	NA	3194.70336914063	NA	6591.75	4920.345703125	1947.68823242188	1468.88452148438	1427.84069824219	NA	NA	5914.029296875	NA	NA	NA	NA	NA	1339.7998046875	NA	NA	NA	NA	NA	NA	NA	NA
P07737	89675.484375	21810.02734375	72684.703125	29101.6875	149304.203125	184657.609375	60972.23828125	48134.4609375	29518.380859375	518843.9375	13830.994140625	179516.515625	11749.09375	25484.380859375	22728.013671875	18130.12890625	16934.568359375	73385.4140625	58748.03125	31568.427734375	26377.857421875	16663.603515625	12693.857421875	33938.01953125	17266.787109375	18200.90234375
P07858	11622.728515625	NA	24966.26953125	NA	27559.96484375	49217.5078125	18971.818359375	10919.6376953125	5175.6484375	116825.7109375	NA	59964.51171875	NA	NA	4192.31494140625	NA	NA	3857.25537109375	NA	NA	NA	4879.7470703125	NA	4767.55810546875	4335.22021484375	1651.29162597656
P07900	9210.419921875	2201.48828125	28943.47265625	1405.31848144531	19154.857421875	31036.533203125	15386.146484375	9394.0341796875	4053.76904296875	194305.96875	NA	23768.0859375	NA	NA	1900.60803222656	NA	3191.36938476563	3911.87817382813	116345.3984375	2856.96997070313	NA	NA	491.671508789063	NA	NA	646.429626464844
P07910	9591.6318359375	8661.4208984375	16889.787109375	58614.08203125	13234.3994140625	14851.078125	11185.6865234375	6760.75244140625	11818.9453125	33858.99609375	NA	13543.7255859375	NA	NA	NA	7556.04296875	12713.005859375	8249.6123046875	10313.8427734375	NA	3861.58374023438	7368.7021484375	6581.63671875	10514.341796875	10782.1669921875	7898.3876953125
P07996	5656713.5	191438.609375	5092487	685791.875	326069.25	290868.625	1664023.625	551320.6875	2061115.5	172782.3125	289140.21875	16238596	1555267.375	1446562	2597834.5	2732520.25	2315846	2655962.25	974280.75	6599172.5	3879429.5	4975486.5	1134345	2553885	2132900.25	256841.984375
P07998	107561.328125	14285.578125	198365.84375	89991.1953125	58344.91015625	200812.59375	313508.09375	63454.9140625	11989.8046875	157057.109375	32514.126953125	616018.25	41285.1171875	20683.599609375	8895.6064453125	50374.8671875	8806.6533203125	124070.640625	70553.7578125	9344.984375	36100.98828125	41965.9453125	17810.203125	75418.28125	29203.548828125	NA
P08123	35128540	29581494	26019312	21956998	23619208	25924496	28931864	30342192	39214368	14037865	27600708	15423114	26516678	36597004	31677638	25976280	30775524	40488128	39510388	36420136	28500344	46310608	39647176	37604008	40571180	38968556
P08133	112659.3671875	56196.69140625	86793.8828125	77331.9921875	102190.390625	118376.28125	152421.359375	56446.40625	88648.59375	82672.25	20740.642578125	62159.38671875	15577.4140625	58018.765625	45045.45703125	54089.8515625	96989.390625	127959.2890625	44703.9296875	97695.6484375	18464.681640625	66041.5546875	30036.62890625	74194.1875	50000.9609375	48365.125
P08134	3183.74243164063	3984.40014648438	2279.28344726563	8750.9482421875	1657.35412597656	3910.79663085938	4546.94091796875	6425.6591796875	5404.67041015625	NA	2311.07470703125	NA	NA	4700.7900390625	1184.56750488281	2533.72705078125	4249.80908203125	6311.44775390625	NA	2695.46337890625	NA	2841.55419921875	1492.58374023438	3089.39575195313	4111.89404296875	3963.212890625
P08174	10483.08203125	2554.15283203125	34817.96875	5786.86767578125	12709.95703125	29898.138671875	14031.625	7303.33447265625	5016.0849609375	82501.25	2671.47143554688	62816.5546875	NA	3805.41064453125	1131.53015136719	4147.32470703125	2165.27734375	5726.80126953125	5245.35498046875	2234.83471679688	1320.17785644531	4988.953125	4340.5908203125	6676.9853515625	6907.1484375	5293.9873046875
P08238	11700.6416015625	NA	18446.115234375	NA	28855.3359375	28723.814453125	14355.626953125	14136.267578125	1756.73217773438	70854.1171875	NA	14688.0458984375	NA	NA	NA	NA	NA	33508.09765625	NA	NA	NA	NA	NA	NA	NA	NA
P08253	10968.2177734375	7357.6962890625	15990.0234375	8920.5986328125	29857.40625	92089.046875	67876.0703125	21919.26171875	1066.4853515625	57941.96875	13792.216796875	50217.02734375	11290.9140625	33194.5078125	11426.34375	19675.548828125	25223.375	19103.0703125	49309.73828125	3543.66943359375	17423.59375	5841.279296875	38865.3671875	16887.583984375	20837.40625	31519.677734375
P08254	626037.0625	113317.6875	172780.4375	153534.71875	614622.125	1870801.125	1728288.625	379892.6875	61447.69140625	79916.875	375963.90625	802239.75	15869.2587890625	108734.359375	7183.7294921875	125284.1796875	74761.7734375	688153.1875	271840.125	43395.7578125	29137.076171875	120597.890625	46723.70703125	242383.203125	21243.013671875	24904.171875
P08294	1573247.5	100803.7109375	1267085	328031.3125	2741439.5	2126106.5	3611783.5	487396.375	369975.875	2232164	100264.515625	11821177	227752.515625	357180.25	383181	267364.5	584515.125	902339.125	394010.96875	583284.25	258118.140625	741718.0625	493160.78125	691704	470937.125	238119.203125
P08493	244451.359375	9804.134765625	92919.2265625	41796.76953125	79779	96869.4140625	29075.82421875	43241.02734375	32512.8515625	329977.875	9388.30078125	225926.84375	6219.0087890625	19650.94140625	8418.7666015625	29305.830078125	13037.474609375	57065.96875	43851.51171875	8599.4580078125	17073.314453125	87544.6015625	26486.14453125	63662.55859375	26159.240234375	13214.388671875
P08572	70021.5078125	89496.8828125	1018602.3125	124618.5078125	164049.890625	731719.5	268857.28125	277475.1875	97372.78125	1056184.75	58862.73828125	350470.59375	152726.421875	23750.578125	84723.5	38045.01953125	50371.5859375	49315.4140625	NA	73245.1015625	26216.32421875	50956.5703125	2782.51879882813	28753.822265625	NA	50450.96875
P08582	7115.17041015625	17037.7265625	12687.701171875	9548.30078125	5802.84326171875	18507.009765625	22443.48828125	5503.13037109375	9931.7607421875	NA	4598.314453125	37226.0859375	NA	2367.880859375	4369.208984375	5131.162109375	16154.0546875	12057.75	7063.48681640625	9679.1865234375	NA	7904.9814453125	5245.701171875	9525.41015625	2380.18432617188	2739.146484375
P08603	190092.8125	19578.77734375	273287.125	43344.30078125	410947.96875	978347.5625	859804.125	300412.4375	24983.896484375	1548663.75	45844.875	2125779	20816.66796875	43853.4765625	31706.314453125	74142.9453125	60916.171875	195749.484375	113368.359375	45476.8046875	78767.359375	67049.296875	45422.859375	235976.484375	38031.84375	11937.1328125
P08670	1080401.125	209679.265625	1033308.4375	310212.0625	972873.875	782560.875	552215.4375	1161324.25	700487.9375	4526412.5	214632.046875	330364.1875	233975.6875	246766.90625	344886.59375	293735.21875	407743.375	470370.90625	175462.8125	67377.859375	169966.390625	265025.15625	279975.09375	163425.984375	274237.21875	488966.9375
P08697	11940.232421875	NA	NA	16725.755859375	24863.494140625	31547.4296875	11129.818359375	26828.19921875	4542.5390625	223999.109375	NA	69362.640625	NA	5245.474609375	NA	NA	2731.66796875	7371.28515625	7524.6875	1666.71789550781	9310.09375	2686.07568359375	2894.15893554688	11652.5771484375	2686.3056640625	3477.81005859375
P08758	785439.125	358859.34375	682004	891556.5	751192.3125	1018167.25	1122554.25	353591.28125	363289.0625	972750.25	145790.09375	1482205.625	80837.125	293139.96875	237490.671875	499476.5	449407.15625	769163.5625	227406.96875	540489.5	140734.890625	464748.6875	115442.875	510577.1875	431614.65625	228736.640625
P08779	7301.36962890625	919.733276367188	NA	NA	10244.2958984375	3088.97802734375	5628.3212890625	2533.31323242188	3343.1474609375	17563.888671875	NA	92904.515625	NA	NA	NA	NA	3200.53271484375	NA	NA	1248.97412109375	NA	NA	1552.57495117188	NA	32609.990234375	NA
P08865	10655.0927734375	3302.74853515625	13399.1220703125	5643.07177734375	16716.48046875	17357.865234375	7428.13330078125	7255.9609375	5551.61865234375	50483.8828125	NA	15231.3818359375	NA	9860.29296875	3453.12109375	NA	2216.09155273438	3025.17919921875	NA	3159.86987304688	NA	NA	NA	NA	NA	2029.88952636719
P08962	7878.17724609375	4643.70703125	NA	31316.04296875	7143.37353515625	38331.23828125	30596.162109375	NA	6964.4697265625	NA	NA	21370.546875	NA	NA	NA	NA	4614.7490234375	17008.45703125	NA	11498.619140625	NA	30499.228515625	NA	43535.42578125	4310.60107421875	NA
P09104	6470.4111328125	2883.77758789063	15735.4443359375	13358.89453125	4372.5908203125	15362.6044921875	14428.8828125	5639.3828125	2477.0625	17364.34765625	NA	22141.6484375	NA	NA	523.111572265625	7843.97119140625	2362.71850585938	2678.181640625	NA	2231.27954101563	1189.79138183594	886.173645019531	1558.86645507813	4434.6162109375	1248.2451171875	770.265625
P09211	26769.783203125	13979.4560546875	23804.419921875	25148.431640625	42573.19921875	29489.75	30588.544921875	24572.3203125	17023.17578125	38757.73828125	15279.376953125	32704.88671875	14248.6064453125	20938.1328125	15683.529296875	14581.234375	26582.25	23185.212890625	20958.7265625	15970.2109375	18448.994140625	17435.951171875	17728.21875	28802.67578125	23083.640625	14440.3701171875
P09382	322722.625	18528.833984375	334154.75	55221.82421875	473009.5	680012.625	254727.859375	151938.3125	62370.36328125	2035888.75	30361.970703125	575439.1875	23339.474609375	31182.439453125	23126.7265625	39628.21875	66101.1875	100213.7265625	35550.09375	52082.953125	29237.62890625	53292.0703125	26617.169921875	87120.515625	32188.388671875	45931.6640625
P09429	18267.1015625	5501.3212890625	32880.8125	NA	22886.443359375	34863.43359375	20226.6484375	9393.2119140625	9694.7783203125	94555.1796875	962.703918457031	57526.171875	NA	350.431671142578	3076.87939453125	NA	4020.38745117188	5375.78759765625	NA	5757.22412109375	NA	NA	2663.8974609375	8261.349609375	5829.49853515625	4834.51904296875
P09486	21250.9765625	17000.193359375	9731.138671875	NA	13873.072265625	23507.65625	11379.4580078125	6008.86962890625	2278.41137695313	NA	2854.8017578125	58144.390625	NA	NA	NA	NA	4404.7841796875	2534.99584960938	NA	1936.08337402344	NA	NA	NA	NA	NA	NA
P09493	20466.611328125	854.892150878906	NA	NA	37624.8984375	51524.90234375	10160.9091796875	9888.1494140625	4638.2177734375	294462.6875	NA	NA	NA	NA	NA	NA	NA	5312.5341796875	NA	NA	NA	NA	NA	NA	NA	NA
P09525	72731.2421875	27981.734375	169842.21875	85394.1171875	82205.15625	225803.125	228485.625	51314.3359375	41295.4140625	181226.03125	14164.58203125	157534.984375	11284.2861328125	33230.12890625	20979.376953125	32649.99609375	50906.19140625	66783.640625	24641.572265625	38428.71875	7607.94970703125	38759.54296875	13072.09765625	50259.65234375	21847.9453125	19426.9609375
P09651	7529.095703125	NA	21087.833984375	1892.26452636719	11380.2822265625	20730.42578125	12760.314453125	6413.2216796875	NA	94882.9140625	NA	31240.185546875	NA	NA	NA	NA	NA	3244.67260742188	NA	NA	NA	NA	NA	NA	NA	NA
P09871	31648.830078125	2675.11474609375	12598.4658203125	4887.4296875	91263.84375	105174.9609375	62490.2109375	23739.326171875	6630.4677734375	219097.859375	4921.84765625	161123.09375	1013.89166259766	4010.50122070313	2385.57666015625	6725.29443359375	8309.6171875	21549.939453125	6862.26953125	6378.216796875	4641.59619140625	5221.5537109375	2919.75610351563	22628.23828125	2812.85595703125	3651.27026367188
P09960	13765.0185546875	2902.85375976563	6788.701171875	1558.15356445313	15110.330078125	12073.0341796875	10974.712890625	5110.1318359375	3768.93725585938	10750.3310546875	NA	13948.9541015625	NA	NA	NA	NA	NA	4926.77587890625	NA	7404.6923828125	NA	NA	NA	4203.23828125	2048.47241210938	NA
P09972	20258.16796875	19318.58203125	14219.0380859375	12801.8955078125	14856.822265625	11141.9140625	16627.7890625	22783.412109375	23682.974609375	29693.994140625	12297.5224609375	12148.33984375	9035.734375	17834.8203125	24892.224609375	10421.296875	24535.009765625	17674.380859375	7311.15283203125	26254.91015625	6817.76708984375	8688.49609375	18982.443359375	21666.59765625	31768.1953125	27823.140625
P0C0L4	6391.7890625	1378.71142578125	3315.05737304688	5349.16845703125	33777.81640625	27665.880859375	17976.65234375	20006.193359375	5034.7373046875	50512.33984375	11983.6298828125	15940.0390625	9317.5908203125	1688.63647460938	NA	4229.59765625	6780.7734375	4096.44775390625	6429.59765625	NA	4934.2392578125	8640.2587890625	9461.134765625	16893.57421875	NA	NA
P0C0L5	8765.8642578125	10138.431640625	5903.53515625	3053.734375	28977.8203125	27709.6796875	17844.6328125	22726.794921875	7105.7548828125	103092.8359375	16015.9345703125	32942.1640625	10221.2509765625	14199.4580078125	6356.15087890625	NA	14376.3984375	2878.958984375	5704.87158203125	6647.1845703125	5783.6708984375	9432.109375	23160.873046875	8120.845703125	8626.0966796875	19033.65625
P0C0S5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0CG47	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0DMV8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0DOX2	19283.015625	13804.970703125	4287.17626953125	NA	38112.31640625	28763.73828125	26488.876953125	10092.44921875	12796.6103515625	49160.65234375	25537.173828125	66639.0234375	12052.51953125	19257.68359375	47531.93359375	25421.32421875	26249.447265625	14162.2353515625	84307.9375	43861.3515625	58135.40234375	11435.4580078125	27697.271484375	12102.07421875	9814.4052734375	8090.71337890625
P0DOX3	5784.8798828125	2601.45239257813	NA	NA	21353.947265625	44335.05859375	34376.78515625	12997.87109375	NA	62706.6171875	NA	58889.78515625	NA	NA	3032.06225585938	7833.66748046875	5783.85595703125	4038.41162109375	7166.671875	NA	4538.373046875	NA	NA	23207.31640625	3124.34497070313	NA
P0DOX4	9428.138671875	NA	13085.0556640625	NA	53181.765625	102354.1328125	42670.1484375	15978.0625	NA	74185.7421875	NA	68142.3515625	NA	NA	4305.51513671875	NA	6919.56591796875	6671.169921875	NA	4531.67578125	NA	NA	NA	11399.9296875	NA	NA
P0DOX5	166883.859375	58903.296875	15401.4951171875	58848.12109375	498542.46875	500401.5	493726.0625	298715.75	179124.125	1476220	126864.65625	788544.1875	63898.328125	144980.53125	26799.97265625	42260.7421875	169512.875	230371.625	195285.921875	77904.8828125	50986.0703125	34999.0703125	92203.390625	199947.25	245191.5625	212130.0625
P0DOX6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0DOX7	66300.09375	10623.5107421875	36200.703125	162529.5625	152485.90625	204288.453125	131603.921875	80991.796875	36531.1640625	361572.9375	94080.4296875	386630.25	13492.693359375	63354.67578125	42831.5078125	20457.73828125	46514.15625	78762.125	96047.0390625	16302.4375	39652.890625	57481.36328125	47207.3125	112425.765625	104104.09375	45433.5859375
P0DOY2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0DP01	NA	NA	NA	NA	NA	NA	1917.35595703125	2237.80712890625	5125.2431640625	35908.71484375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0DP23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
