Gene ID	wild.type.genotype_1	Hunk.knockout_2	Hunk.knockout_3	wild.type.genotype_4	wild.type.genotype_5	Hunk.knockout_6	wild.type.genotype_7	wild.type.genotype_8	Hunk.knockout_9	wild.type.genotype_10	Hunk.knockout_11	Hunk.knockout_12
ENSMUSG00000021782	6.777294095	6.333922039	6.377908593	6.663561066	6.69319555	6.207820052	6.997698339	6.727559231	6.616166412	6.525351076	6.600828412	6.599803847
ENSMUSG00000021785	6.21190841	7.20866514	6.978257426	6.945948567	6.650242999	6.34456191	7.053874296	6.591783008	6.783876809	6.333907315	6.142949888	7.061264853
ENSMUSG00000021786	4.917813845	4.920682551	4.975901048	4.960610932	4.92410665	4.842946291	5.017404116	4.938595957	4.976342959	4.856656963	4.905320074	5.078316822
ENSMUSG00000021789	6.949187561	6.834951104	6.786776427	6.795386465	6.783020975	6.950646209	6.642972755	6.922405111	6.988620298	6.846142105	6.963464901	7.111637929
ENSMUSG00000021792	5.699559158	7.548994185	7.18234594	7.151528226	7.310945653	5.663194925	8.149970325	6.700940494	7.128217337	6.878758856	6.05131308	7.618143475
ENSMUSG00000021794	7.829661923	7.857101964	7.905078032	7.872227516	7.762093218	7.911923159	7.920208101	7.687274922	8.139003751	7.932578743	7.882628978	7.877994
ENSMUSG00000021795	7.007313591	7.22333307	7.591015544	6.705335694	6.745676462	6.898395967	6.151747027	6.876278846	7.778701116	6.779010355	6.903356136	7.760972577
ENSMUSG00000021796	7.86714465	7.750092168	8.102982638	7.897202143	7.740588577	7.831275351	7.77306241	7.785600026	7.822035197	7.55996855	7.939521294	7.936022824
ENSMUSG00000021798	6.158297297	6.741300469	7.674744656	7.341118748	7.085286594	7.110245539	6.705827893	7.300566177	7.485293546	6.80711033	7.240457916	7.564202748
ENSMUSG00000021799	8.194185678	7.900058793	7.941166568	7.868325555	7.90517263	7.7483778	7.875838355	7.888266019	7.83235657	7.741258402	7.91756581	7.906766334
ENSMUSG00000021803	6.327517069	5.920664061	6.815868126	6.815046735	6.206467822	6.216796169	6.231627988	6.478926916	7.219076383	6.183937789	5.988119608	7.157475148
ENSMUSG00000021804	6.559259019	6.26580864	6.590808383	6.479974145	6.389151717	6.492021615	6.501588434	6.5893109	6.805075073	6.321672045	6.56217969	6.694688743
ENSMUSG00000021806	4.41137989	4.542146617	4.343523771	4.368938483	4.387091442	4.403058286	4.343037858	4.568346874	4.456289011	4.312614305	4.451408458	4.362674213
ENSMUSG00000021807	7.787144543	8.185347794	8.305912128	7.923543863	7.908462468	8.46258288	8.022041003	8.046398235	7.99690421	8.22252911	8.247156035	7.757618717
ENSMUSG00000021809	8.466894547	8.43363626	8.522732657	8.582838788	8.522343396	8.499399283	8.60670998	8.566833612	8.668005113	8.473574815	8.320738409	8.664167197
ENSMUSG00000021810	8.093394418	7.770883763	7.998938056	7.960081708	8.036720673	7.881798727	8.090708372	7.911371845	8.009100595	7.754741092	7.9343933	7.925678595
ENSMUSG00000021814	7.650849292	7.831208957	8.367481842	7.649435652	8.022546193	7.86662963	8.086437621	7.813443071	8.105039332	8.139796148	7.954755883	8.022755986
ENSMUSG00000021816	7.972459836	7.21963455	8.1423332	7.528705892	7.794537931	7.456176135	8.05461248	7.719719317	7.468644798	7.042763546	7.740681769	7.536285423
ENSMUSG00000021820	8.269531755	8.006449879	8.089820691	8.18050757	8.108149614	8.120865165	8.002263444	8.178664541	8.312432071	8.197926752	8.209810337	8.325032568
ENSMUSG00000021822	5.929025104	5.859018505	5.837625513	5.930918708	5.92741276	6.068339449	5.752418953	6.101225559	6.282553637	5.927781419	5.973315229	5.86899873
ENSMUSG00000021823	8.03786228	8.445494807	8.446092979	8.221100783	8.197839782	8.45797201	8.322300613	8.08786468	8.517879178	8.485071145	8.531848629	9.063890036
ENSMUSG00000021824	7.602613662	7.788704207	7.67557767	7.540622636	7.507330551	7.552490404	7.421995773	7.398148435	7.604579145	7.457018095	7.736072601	7.254410217
ENSMUSG00000021830	6.489415912	6.004603958	7.268957015	6.516731272	6.105964678	7.560296381	6.685248451	5.994117236	6.737841715	6.142215486	7.688800116	7.158125788
ENSMUSG00000021831	8.780822191	8.796382742	9.77413701	8.936492207	8.592622134	9.701946484	8.830436731	8.842613295	9.460529712	9.053323973	9.815201758	9.767989343
ENSMUSG00000021832	9.378432244	9.342119049	9.580849189	9.252343003	9.425708179	9.225301641	9.738550874	9.473664825	9.093112441	9.510685077	9.201064465	8.983436195
ENSMUSG00000021835	6.242579598	6.023663154	6.129325315	6.035297038	6.10369437	6.269167138	6.019832731	6.066514445	6.449971239	6.053936731	6.115634662	6.185875009
ENSMUSG00000021838	7.027170449	6.685533352	6.929527646	7.154031736	7.650659413	7.498737745	7.751598046	7.250545815	7.14675522	7.742331661	7.420087475	7.063239066
ENSMUSG00000021843	7.186271125	6.501218505	6.920130144	6.927515521	7.012136928	6.51296437	7.279580896	7.031361378	7.168454314	7.385591635	6.691497874	7.036264388
ENSMUSG00000021846	6.591812296	6.098175901	6.43930243	6.451214513	6.784401275	6.437883399	6.415995505	6.560488242	6.481139159	6.254674423	6.358451652	6.466184493
ENSMUSG00000021848	4.741284957	4.643401556	4.814786777	4.708140417	4.702515982	4.469563444	4.645292327	4.616650839	4.773078184	4.646349841	4.793944925	4.674974955
ENSMUSG00000021850	4.371214558	4.025509868	4.147342165	4.219436009	4.016045719	4.175569552	4.125626782	4.133132738	4.498616602	4.122958763	4.130650283	4.168336387
ENSMUSG00000021852	5.084426045	5.039917403	5.094317622	5.068762239	5.023574368	5.180631989	5.014759951	5.002568437	5.300624597	5.06209179	5.067507647	5.130770558
ENSMUSG00000021868	8.867683303	8.810532124	9.03906411	8.930561662	8.514657799	8.536639503	9.056585243	8.776934098	8.702887485	8.803843508	8.701940163	8.548417224
ENSMUSG00000021870	8.481268251	8.523684781	8.682954964	8.705486466	8.525270009	8.710637623	8.76265387	8.584343603	8.623372098	8.526769205	9.049044327	8.688398717
ENSMUSG00000021876	7.446372697	7.288818422	7.632678572	7.371171412	7.45486997	7.350041738	7.450973327	7.435906061	7.491016173	7.394594695	7.392575454	7.418919576
ENSMUSG00000021877	9.016826439	8.918838082	9.635361107	9.153220505	9.020137307	8.868649437	9.365148069	8.746245459	9.056866516	8.783601151	9.047045278	9.149450807
ENSMUSG00000021886	3.929917135	3.806259953	3.62748035	3.764401787	3.806664447	3.780009688	3.908858063	3.970074952	3.89739345	3.930856865	3.706324426	4.038733359
ENSMUSG00000021891	7.166615152	7.222353801	7.373156075	7.176697898	7.163515258	7.257610341	7.18881342	7.081338899	7.25479046	7.197899894	7.256462081	7.082103349
ENSMUSG00000021892	7.221538485	7.217698331	6.878709753	7.276451973	7.288558969	7.233463291	7.371263508	7.243873969	7.342057063	7.316135535	7.142678275	7.300112134
ENSMUSG00000021893	7.942744361	7.840030668	7.84006431	8.020961757	7.964552459	7.717765606	8.025361337	7.778175304	8.000936234	7.593640011	7.868709403	7.918220556
ENSMUSG00000021895	4.578753745	4.532516245	4.651568636	4.605909457	4.89746	4.787863976	4.85893279	4.65226807	4.801282655	4.962023326	4.532260057	4.761347532
ENSMUSG00000021898	4.188247381	4.261921917	4.335236588	4.165249736	4.090019221	4.181995272	4.149642979	4.323566834	4.34876878	4.255095471	4.204985911	4.212636269
ENSMUSG00000021900	7.112286792	7.362264013	7.027034238	7.028233823	7.114991501	7.080520596	7.142032231	7.207160277	7.23294134	7.037603378	7.137311503	7.146884297
ENSMUSG00000021901	8.770927884	8.426194846	8.574349363	8.576797897	8.597926258	8.549605725	8.620707968	8.64740977	8.597927383	8.606100436	8.700006054	8.589601744
ENSMUSG00000021902	7.477724724	6.946677946	7.193205305	7.069483132	7.267129685	7.27337322	7.317479807	7.189569011	7.387836461	7.098847029	7.358556392	7.259605804
ENSMUSG00000021906	7.52344652	6.89982831	7.513836433	6.933143577	7.221314274	7.274901537	7.249803239	7.137415273	7.520634285	7.109362591	7.264989873	7.201226727
ENSMUSG00000021907	5.933202867	5.953177182	6.052796868	5.973234796	6.0731532	5.998820794	6.075493876	6.119330374	6.319335113	5.768374805	5.980155225	6.176160597
ENSMUSG00000021910	10.03239467	9.765666897	9.752982856	10.13049481	10.03633666	10.07101171	9.952579477	9.958883698	10.1186473	10.44826061	10.09198534	10.20917598
ENSMUSG00000021911	7.00892456	6.660371476	7.065357408	6.929749229	6.936162294	6.955918649	7.0322327	6.914156639	6.665678267	6.992883105	7.367370763	6.579103895
ENSMUSG00000021917	9.742559551	10.21320585	10.52021266	10.01054437	9.647190315	9.839598855	10.24787758	9.964244901	9.581439864	9.522085182	9.812491982	9.735456143
ENSMUSG00000021918	7.739374573	7.195618394	7.25040871	7.608964168	7.507766313	7.64400208	7.428093187	7.517450669	7.783552329	7.360916891	7.435017224	7.491211477
ENSMUSG00000021922	6.856641695	6.538005981	7.009621104	6.801570338	6.73916935	6.940490062	6.609576631	6.757193926	6.96027724	6.519021866	6.828870296	6.671427897
ENSMUSG00000021928	7.645656887	7.38545231	7.679268713	7.893252704	7.533468329	7.572250275	8.130033863	7.60492653	7.801390632	7.651787599	7.647639837	7.719755092
ENSMUSG00000021929	8.266526687	7.889463028	8.396054331	8.13437864	8.103285901	8.224062332	8.096753695	8.194310946	8.041287451	7.835842634	8.403734327	7.916527822
ENSMUSG00000021930	7.266249016	7.147822535	7.53713986	7.291738295	7.397272338	7.160001194	7.827998676	7.506606026	7.214108311	7.130863943	7.477949022	7.313459568
ENSMUSG00000021936	8.755023607	8.370508556	8.54688602	8.452250995	8.561919213	8.669837446	8.435689567	8.482653222	8.591974613	8.456373108	8.512277059	8.608235682
ENSMUSG00000021938	7.401618794	7.215642685	7.395810581	7.308717521	7.234268064	7.213628215	7.299161905	7.287269301	7.507844295	7.156661004	7.241296238	7.415261418
ENSMUSG00000021939	10.91469347	11.01272989	10.85717929	10.88475496	11.02297688	10.61080187	10.71698095	10.7623143	10.81868382	10.97254265	10.66608329	11.37460073
ENSMUSG00000021940	5.095869982	5.12878656	5.161558463	5.169305214	5.241754476	5.215713539	5.147675912	5.089800809	5.45915051	5.256111074	5.093126028	5.321284056
ENSMUSG00000021943	6.393802523	6.319884224	6.134693704	6.309186296	6.367371282	6.332966169	6.199468513	6.305383831	6.253481681	6.234460812	6.445343441	6.327214085
ENSMUSG00000021944	6.278978699	6.527614349	6.233047261	6.382991079	6.284286851	6.524095463	6.404824612	6.527638694	6.368245269	6.466195711	6.33876347	6.459269771
ENSMUSG00000021947	6.576285486	6.472296837	6.543889039	6.491215321	6.497427028	6.720599658	6.481654846	6.316110982	6.683793781	6.423644999	6.563905737	6.55388283
ENSMUSG00000021948	8.688156493	8.852692353	8.902317198	8.860720649	8.718843729	8.918451999	8.604205394	8.794260616	9.119543141	8.69601945	8.879602557	8.838477886
ENSMUSG00000021950	6.266146587	6.49359043	6.885874904	6.984634309	6.65218588	6.881825267	6.40314762	6.527491562	6.890807554	6.757533396	6.8096535	7.137869345
ENSMUSG00000021951	6.922243265	7.179113084	7.46230623	7.085526948	6.904072847	7.664929183	7.051721526	7.105477052	7.169205255	7.091911373	7.322729853	7.163525502
ENSMUSG00000021952	9.101833363	8.459567524	8.564205566	8.818832346	8.822475122	9.002971646	8.593581016	8.828835043	8.829834911	8.733759594	8.865572198	8.750028087
ENSMUSG00000021957	10.98869346	11.76588684	12.06562927	11.06131294	11.06459154	11.79902994	10.90718596	11.410482	12.07376177	11.05150385	11.84060257	11.87181043
ENSMUSG00000021958	8.15190135	7.764226349	7.9324113	7.958026037	7.930128522	7.842701781	7.577562407	8.179782959	8.076155799	7.694466051	7.975103574	7.921859701
ENSMUSG00000021959	6.875952864	6.997400136	6.997979317	7.010304161	6.934490587	7.04085437	6.92171734	6.996194727	7.123910145	6.864288789	7.088414675	7.005277162
ENSMUSG00000021962	5.884547313	5.625739177	5.881595045	5.961278479	5.676351892	5.726475123	5.68795148	5.781779466	5.87090104	5.74454593	5.807109533	5.966149449
ENSMUSG00000021963	7.529157293	7.273682574	7.467023426	7.243795839	7.303941317	7.315581689	7.391039094	7.319066304	7.42342269	7.355836156	7.671244991	7.497943142
ENSMUSG00000021965	6.576005809	6.357414734	6.225069122	6.162346668	6.38622954	6.279123028	6.163408672	6.29642384	6.343185266	6.162547959	6.045717961	6.433844921
ENSMUSG00000021967	8.572735306	8.78795488	8.90527156	8.784791683	8.684467996	8.708448999	8.708171706	8.737027687	8.744899001	8.644162471	8.55865147	8.559342286
ENSMUSG00000021969	5.469901584	4.845767656	5.603391801	5.444962367	5.240378785	4.630021538	6.018579007	5.37374452	5.168122798	5.068903265	4.709640504	5.393344489
ENSMUSG00000021972	7.513936927	7.174422877	6.972366712	7.445113727	7.312615717	7.666968562	7.207330377	7.24407805	7.237257963	7.286783913	7.4586853	7.418886341
ENSMUSG00000021974	5.474465588	5.350992804	5.316615613	5.466873751	5.363522445	5.679877265	5.393351261	5.319992842	5.603442194	5.502657384	5.434840186	5.43927953
ENSMUSG00000021975	7.852303257	7.545310156	7.449438803	7.70291653	7.886709381	8.263983322	7.403778965	7.535088834	7.988361841	7.713060118	8.000916291	7.643278746
ENSMUSG00000021977	6.213145933	5.982207591	6.130380261	6.040164408	6.153319301	6.175993857	5.836165327	6.142454893	6.614108413	6.000694176	6.126788607	6.35011535
ENSMUSG00000021978	7.92480484	7.929788677	7.708272088	7.968560069	7.892801913	7.819472388	7.765286802	7.950205854	8.012514168	7.892455858	7.760888449	7.692893817
ENSMUSG00000021981	7.452027862	7.961668465	7.941278907	7.498852699	7.580978511	8.056289113	7.637219449	7.705063665	8.035632361	7.335455845	8.175733243	7.844186873
ENSMUSG00000021982	6.8409424	6.525768625	6.621912874	6.69559285	6.593076709	6.550230021	6.61885394	6.517220246	6.826983475	6.82499204	6.608045964	6.910702881
ENSMUSG00000021983	7.543422714	7.39970691	7.193452187	7.51195387	7.635612004	7.332527056	7.363324113	7.685369106	7.734033164	7.343215025	7.48319475	7.582712327
ENSMUSG00000021987	6.820697234	7.305971654	7.034035014	7.081138092	7.270035284	6.962404901	7.71832062	7.156128283	7.047756994	7.056966143	7.133906247	6.96003169
ENSMUSG00000021990	7.559329209	7.28563077	7.361918586	7.53431608	7.105681495	7.462052035	7.531214871	7.47806705	7.519042983	7.413527716	7.518875776	7.57181568
ENSMUSG00000021991	4.254756255	4.05897734	4.271590739	4.2463242	4.225461414	4.262530051	4.162793189	4.343197629	4.544132839	4.179503197	4.333925184	4.387662247
ENSMUSG00000021994	5.235073045	5.199527309	5.249684131	5.275642688	5.241667809	5.343881008	5.087247925	5.049719703	5.746613654	5.30999264	5.028151887	5.44332886
ENSMUSG00000021998	8.635958944	8.604495273	8.629888132	8.587789885	9.021451901	7.420796639	8.950155117	8.448221972	8.644649329	8.698191838	7.407791476	8.899755901
ENSMUSG00000021999	4.699382986	4.71872475	4.718889726	4.769218184	4.735988431	4.783590829	4.777148707	4.74168003	4.897831138	4.752851028	4.801582298	4.775064211
ENSMUSG00000022003	8.424004129	8.056492004	8.399741447	8.214942204	8.39416959	8.754315868	8.502744365	8.356216396	8.502118455	8.439816569	8.871636035	8.460266346
ENSMUSG00000022008	7.722644174	7.504244544	7.559487635	7.518699917	7.743286211	7.720433092	7.690253875	7.666243823	7.778971032	7.461574657	7.444766153	7.577294953
ENSMUSG00000022009	7.229167959	6.983631245	7.319767752	6.898725091	7.15431879	7.10468374	7.087863587	7.256056172	7.12679487	7.163873957	7.020502938	7.086399871
ENSMUSG00000022010	8.30443835	7.950384955	8.863947767	7.926097763	7.677891424	8.288705441	7.542372886	8.083099661	8.856685716	8.773480584	8.260740316	8.221906252
ENSMUSG00000022013	8.196980161	8.266050817	9.132119854	8.016319057	8.024081847	8.579742419	8.435197867	8.195308982	7.844804913	7.613082222	8.497174829	8.036843712
ENSMUSG00000022014	7.727578262	7.38646076	7.559313683	7.584597246	7.49170485	7.495799953	7.501482148	7.552641555	7.929965263	7.562194137	7.685591852	7.735962318
ENSMUSG00000022015	5.387093378	5.448025487	5.193507882	5.167453822	5.171294963	5.606262553	5.171578671	5.390309705	5.552640428	5.423505052	5.513392955	5.471886476
ENSMUSG00000022018	7.011998277	7.803787076	7.222980684	6.825758734	7.276077552	7.146435716	7.326699241	7.360943861	7.161169904	6.874282463	7.295696162	7.113763052
ENSMUSG00000022019	6.946622917	6.78855571	6.993828833	6.866296886	6.835845256	6.904970906	6.835435561	6.883350437	6.988137457	6.681919919	6.413067138	6.727346378
ENSMUSG00000022021	6.156215397	5.989040325	5.793918989	6.097601943	6.277161793	6.048508687	6.021087114	5.981652537	6.081070613	6.026414401	5.961802422	6.039006273
ENSMUSG00000022023	7.693825788	7.404118223	7.668874581	7.551569822	7.441730853	7.563518299	7.730229666	7.605735118	7.509633331	7.57626597	7.784659219	7.681717344
ENSMUSG00000022024	8.267930449	8.241625457	8.590665084	8.21389484	8.25075078	8.306636296	8.752363803	8.396856478	8.253666136	8.335028623	8.417560423	8.203151464
ENSMUSG00000022025	4.066671022	4.374291964	4.303461844	4.417446768	4.241821401	4.267416527	4.111735483	4.278119025	4.526475432	4.302581556	4.702348268	4.293912614
ENSMUSG00000022031	7.848183585	7.676744353	7.877787004	8.0623453	8.147745181	8.156867376	8.137425894	7.974254065	7.857578497	8.383337307	7.982040699	7.745493477
ENSMUSG00000022032	7.376298766	7.436253182	7.678132288	7.463439763	7.482947235	7.646865529	7.443306552	7.593158729	7.806387761	7.417967487	7.758600851	7.743665804
ENSMUSG00000022033	8.176983616	8.794758144	8.752266403	8.499145769	8.77987709	8.252137434	8.867520182	8.750912941	8.09314044	7.965539898	8.499044693	7.972058124
ENSMUSG00000022037	9.336880829	9.761252841	9.437081674	9.336758917	9.073676263	9.693885125	8.818965456	8.751274877	9.920592768	11.4591636	9.74519139	10.30495465
ENSMUSG00000022039	6.029624509	6.026281458	6.259099315	6.059454886	6.33031276	6.206589218	5.869997652	6.063956624	6.161846261	5.988097675	6.035851646	6.110730294
ENSMUSG00000022040	6.351271905	6.190292455	6.541295186	6.406380359	6.229831924	6.162558719	6.239601901	6.315606964	6.777101491	6.301062635	6.17084323	6.748378655
ENSMUSG00000022041	6.850542625	6.558858167	6.371312048	6.66472521	6.736432021	6.767213472	6.534960217	6.631706623	6.907550127	6.56620671	6.544501531	6.993264743
ENSMUSG00000022043	6.621125706	6.464844065	6.611050579	6.666514332	6.698260082	6.491984495	6.569384427	6.533236882	6.736013243	6.673597275	6.569406827	6.623704531
ENSMUSG00000022044	7.606585146	7.525627576	7.512923028	7.511858851	7.534320928	7.465889086	7.469267779	7.660732557	7.653236404	7.622320062	7.675334753	7.597233044
ENSMUSG00000022048	6.266094388	6.136701814	6.114751469	6.164678279	6.029647841	5.935520111	6.007050101	6.069613207	6.263815722	6.048078681	6.008565512	6.156623534
ENSMUSG00000022051	6.92094316	8.111554748	8.270732732	7.595889111	8.058117114	7.995652279	9.042494736	7.842867362	7.42856912	7.814142774	8.04652372	8.024973215
