Gene ID	wild.type.genotype_1	Hunk.knockout_2	Hunk.knockout_3	wild.type.genotype_4	wild.type.genotype_5	Hunk.knockout_6	wild.type.genotype_7	wild.type.genotype_8	Hunk.knockout_9	wild.type.genotype_10	Hunk.knockout_11	Hunk.knockout_12
ENSMUSG00000021418	4.955071395	4.579868525	4.901750202	4.888638733	4.653312671	5.073627289	4.847806212	4.851986173	4.685528699	4.747895393	5.281761366	4.781000173
ENSMUSG00000021420	8.35090399	8.606170631	8.29638203	8.328994338	8.487475417	8.605535245	8.347336708	8.35124687	8.403931469	8.27321946	8.453018632	8.329310514
ENSMUSG00000021423	6.993987376	6.828101618	6.912703768	7.382650651	6.869191724	6.538485255	7.185632514	7.058202418	7.038713677	6.738931175	6.482980474	6.929864609
ENSMUSG00000021427	10.25079296	9.804995521	10.30626997	10.08318527	10.169094	9.834880637	9.681832514	10.05303394	9.741904003	9.963982668	9.883696266	9.793454322
ENSMUSG00000021428	7.283697364	6.946317175	7.210019166	7.045494853	7.080360674	7.224276603	7.292601708	7.171606541	7.117042429	7.107662964	7.051995819	7.227328864
ENSMUSG00000021431	7.492699658	7.052198051	7.286050562	7.478446714	7.336601425	7.364299196	7.454716275	7.376141504	7.399773171	7.487975158	7.312089043	7.633948424
ENSMUSG00000021432	7.602095966	7.254740913	7.487701358	7.259175152	7.49415648	7.319745633	7.830585564	7.418200603	7.143967354	7.442451378	7.355926648	7.260469403
ENSMUSG00000021439	5.630172656	5.421634431	5.556774854	5.704080122	5.631752689	5.565866235	5.52157341	5.505396355	5.945141615	5.469487191	5.646920926	5.663040722
ENSMUSG00000021440	3.777863914	3.613032271	3.849155613	3.741418462	3.78293199	3.642674673	3.507759079	3.673969071	3.785761674	3.74367963	3.731922541	3.957038684
ENSMUSG00000021441	4.570180271	4.497694258	4.531281743	4.419481999	4.509375819	4.529124692	4.511083688	4.5593195	4.636401658	4.512040146	4.567034236	4.651194416
ENSMUSG00000021448	6.949187561	6.894731917	6.665625198	6.81325253	6.76139684	6.854633281	6.616588519	6.759874582	7.045067022	6.786921064	6.87662967	6.796351084
ENSMUSG00000021451	8.359950738	8.439851799	8.236635953	8.333499024	8.311487408	8.15726117	8.2084333	8.362709098	8.326275485	8.365216408	8.307262463	8.50514784
ENSMUSG00000021453	6.600241702	7.968718126	7.710022111	6.066573625	6.008059708	7.162351594	5.966254168	6.793397459	7.687751229	6.617071455	6.970258354	7.504635877
ENSMUSG00000021456	7.120000501	8.185455142	7.855675366	7.106292404	8.271050664	7.862698472	7.048680838	7.186537043	7.915651988	7.338390499	7.759438925	7.700907586
ENSMUSG00000021457	7.298546934	7.20662527	6.96611157	7.131119396	7.180754655	7.048432783	7.069697522	7.211980664	7.160762211	7.116505138	7.121403359	7.402707603
ENSMUSG00000021458	7.037060129	6.954584481	7.296564061	7.564154792	7.316620416	7.126551225	7.429504092	7.19166764	7.399564425	7.202032299	7.167901014	7.368481745
ENSMUSG00000021460	8.349012134	8.239849479	8.153841699	8.206542126	8.129261132	8.14117047	8.096314107	8.281417333	8.452253236	8.020951975	8.06502362	8.459237878
ENSMUSG00000021461	7.707760531	7.669259308	7.698647934	7.723581741	7.637130668	7.722799109	7.632645827	7.760398514	7.917098763	7.775445909	7.658974072	7.76389818
ENSMUSG00000021464	4.844034246	4.663481885	4.797881258	4.682642436	4.696233707	4.841289343	4.775786752	4.779197694	4.941867412	4.856353529	4.818744036	4.830735613
ENSMUSG00000021466	8.08294543	7.945183317	7.960352861	7.904353422	8.066954305	8.172675501	7.802167016	8.009279011	8.300716625	8.032554433	7.966660873	8.069272646
ENSMUSG00000021468	8.636849231	8.637706636	8.977742519	8.554308709	8.500501661	8.700513402	8.654215569	8.716510248	8.890078738	8.728611914	8.768167665	8.938598302
ENSMUSG00000021469	5.349157692	5.382220479	5.343358625	5.268716149	5.192379136	5.359270401	5.270478503	5.220149117	5.591418059	5.342469137	5.378765284	5.342724957
ENSMUSG00000021470	8.443850648	8.165604086	8.349672292	8.665752837	8.321845708	8.45105295	8.36700498	8.472229746	8.496467537	8.356824617	8.428040239	8.54482768
ENSMUSG00000021474	9.481385662	9.514968904	9.51991726	9.607765145	9.634345265	9.680428765	9.52077789	9.577183257	9.359410752	9.537463804	9.651149803	9.186968372
ENSMUSG00000021476	7.373618912	7.29982328	7.20148788	7.266043574	6.936691693	7.343318362	7.185519624	7.123322942	7.361534137	7.000111022	7.218441112	7.186090164
ENSMUSG00000021477	9.173451751	10.16370332	10.42570307	10.06897221	9.942826138	9.860010088	9.763834849	8.933252349	9.953201897	9.484127493	9.901184895	10.37962137
ENSMUSG00000021481	7.68715848	7.340299819	7.412215272	7.444665559	7.428098968	7.500537624	7.592320488	7.525537273	7.485439822	7.348885573	7.59328847	7.57839759
ENSMUSG00000021482	5.839949133	5.989819941	5.795227221	5.831629309	6.274810962	5.556458812	6.095743477	5.566484674	5.538772949	5.911507165	5.585895315	5.742885015
ENSMUSG00000021483	7.53292019	7.401192117	7.604260691	7.65665719	7.59386431	7.593210113	7.508576329	7.66203761	8.030400128	7.706706207	7.570065675	7.814628084
ENSMUSG00000021484	8.831554748	8.689132881	8.930236866	8.781942397	8.873127461	8.627730881	8.622510463	8.666146495	8.750298155	8.60188733	8.616438442	8.793601864
ENSMUSG00000021485	5.754685141	5.75801493	5.977956777	5.890377503	5.54386731	5.748292785	5.851628783	5.836954433	5.982293474	5.791301715	5.637435388	6.040070314
ENSMUSG00000021486	9.169861667	9.74309481	10.08397901	9.559054618	9.391904017	9.588470978	9.54485078	9.502466609	9.580422677	9.47720009	9.791450588	9.583509268
ENSMUSG00000021488	5.213900247	5.037449986	5.323187687	5.262504206	5.175970224	5.13753347	5.247928348	5.19743324	5.169362352	5.098210496	5.146374619	5.167184044
ENSMUSG00000021490	6.387441116	6.296909259	6.2159686	6.355946131	6.308846292	6.353863593	6.202121592	6.21636188	6.651057859	6.308934078	6.26806647	6.405326832
ENSMUSG00000021492	5.815352792	5.72257496	5.664142312	5.823319822	5.860276175	5.736057182	5.800849206	5.905647745	5.903118657	5.806396922	5.893626884	5.864518502
ENSMUSG00000021493	7.203338738	6.784779351	7.003220846	7.156772855	6.797982685	7.52999662	7.127798027	6.871400027	6.987132801	7.757903769	7.493209201	7.816307538
ENSMUSG00000021494	7.462973061	7.487681745	7.60421122	7.350801325	7.400267216	7.8549928	7.247170438	7.383948741	7.411829086	7.537631047	7.73035274	7.343881229
ENSMUSG00000021495	8.551821408	8.467007558	8.335899222	8.478426345	8.375337213	8.879826648	8.554211617	8.435164863	8.401766962	8.555476949	8.616438442	8.463028076
ENSMUSG00000021496	6.946410654	7.330107804	7.28972671	6.827459377	6.854941915	6.8667726	7.04994551	7.06531761	6.798739828	6.906192844	6.947095485	7.236230491
ENSMUSG00000021500	7.166130689	6.951824815	6.763032889	6.756914088	6.810854975	6.975889756	6.569701984	6.913194594	6.791353349	6.901225349	6.773499357	6.459079823
ENSMUSG00000021501	7.559231887	7.721771788	7.762179668	7.738092792	7.601811775	7.429307877	7.793832436	7.55635001	7.647058935	7.603032569	7.292930572	7.719091482
ENSMUSG00000021504	6.0387397	5.996823527	6.032859877	6.091063165	6.046260799	6.158376284	6.269713027	6.118569528	6.12249091	6.132995974	6.210190898	6.3163607
ENSMUSG00000021506	6.539860104	6.419725669	6.475815116	6.425012154	6.506212613	6.6468189	6.377750617	6.577922401	6.5159813	6.435268624	6.685335956	6.430699271
ENSMUSG00000021508	6.894534327	6.472169464	6.704764641	6.777697212	7.007597867	6.473247745	6.811629123	6.505933469	6.83971956	6.671845721	6.469966788	6.617587541
ENSMUSG00000021509	7.625098782	7.830502353	7.945667383	7.520226287	7.589446401	8.084239463	7.370477109	7.57527602	8.169226749	7.303278144	8.003821034	7.832245434
ENSMUSG00000021514	5.14428686	5.048697585	5.053378197	5.151045182	5.083992923	4.93431982	5.009435774	4.963699208	5.123738079	4.963425129	4.978867165	5.078151219
ENSMUSG00000021518	8.591662775	8.741672362	8.773694945	8.621765042	8.741594651	8.930278929	8.81908305	8.799773067	8.695193656	8.602917067	8.915185166	8.688858879
ENSMUSG00000021519	6.01314668	5.785724385	6.164181241	5.871875135	5.86375717	5.355018996	6.281952462	5.807721375	5.355189966	5.616259954	5.716575495	5.531640425
ENSMUSG00000021536	8.245237437	7.652319875	7.803817917	7.657137232	7.738648104	8.010422957	7.763191008	7.60426879	7.903992835	7.750027737	8.103011402	8.054542192
ENSMUSG00000021537	7.366474157	7.403756663	7.829828517	7.522461441	7.622041577	7.368058151	7.807429837	7.449296204	6.704355289	7.3607411	7.531206634	7.006056
ENSMUSG00000021538	5.977790385	5.884332399	5.917710583	5.956138549	5.903486673	5.84259877	5.92263552	5.916431204	6.105309153	5.77918523	6.054630566	5.930201705
ENSMUSG00000021539	7.472932311	7.24811641	7.163515258	7.238329779	7.329435617	7.410826292	7.249508817	7.268614716	7.602260283	7.139508153	7.051449688	7.321286224
ENSMUSG00000021540	7.837990769	7.867277452	7.535884202	7.910571976	7.950055514	7.862253293	7.974385708	8.010335483	7.838174816	7.856814869	7.742184111	7.903858557
ENSMUSG00000021541	7.786335221	7.714235148	7.68155669	7.880101494	7.659880873	7.785540822	7.598625365	7.740101581	8.105540652	7.718462504	7.784813962	7.783652035
ENSMUSG00000021545	5.799911197	5.63527322	5.884110261	5.783777554	5.743320146	5.860558429	5.645982184	5.581916092	5.733586635	5.623888313	5.685790476	5.747345239
ENSMUSG00000021546	9.958331483	9.364341264	9.851278612	9.861660713	9.65377943	9.158189732	10.136722	9.524232414	9.476545135	9.546589754	9.636024451	9.416767765
ENSMUSG00000021548	8.873627406	8.687747398	8.738109734	8.96828477	8.994709061	8.818617363	9.114546679	9.052922533	8.700127168	8.966802379	8.760134291	8.559673196
ENSMUSG00000021549	7.638761454	7.369490734	7.454968251	7.706731319	7.744259985	7.414685784	8.408212531	7.539208317	7.314575381	7.801355161	7.512701509	7.466321574
ENSMUSG00000021550	8.132967232	8.377155681	8.463503796	8.318520301	8.460451077	8.196810264	8.223493389	8.300405791	8.294834439	8.390706982	8.200012673	8.609505443
ENSMUSG00000021553	8.212706973	7.775901286	9.118419602	7.90394362	6.31740381	7.941063363	6.40266382	7.766605973	9.167342786	5.972338561	7.951546131	9.286064763
ENSMUSG00000021555	7.933441827	7.761497831	7.812140426	7.836413124	7.791629824	7.981218238	7.718073768	7.828971428	7.66323164	7.978307316	8.045004031	7.702314154
ENSMUSG00000021556	8.403328572	8.28438682	8.343848079	8.237364372	8.305769183	8.687597097	7.984292229	8.39199053	8.639050293	8.151820873	8.439990455	8.770612786
ENSMUSG00000021557	6.05580725	6.000095188	6.227679952	6.007095029	6.068485025	6.127208627	5.997950641	6.215900422	6.239096279	6.019129868	5.914079623	6.069018263
ENSMUSG00000021559	8.476922944	8.07236243	8.224871155	8.913821794	8.448474959	7.591954077	8.283525463	8.410642557	8.063663962	8.386061949	7.730898904	8.438182623
ENSMUSG00000021567	7.464090463	7.101622005	7.125636434	7.390043608	7.263584806	7.379677974	7.415685187	7.363356793	7.396781129	8.398244193	7.307636966	7.351919689
ENSMUSG00000021569	8.057962717	6.522405893	7.312813911	7.128887779	7.201679699	7.134177331	7.404379676	7.250613562	6.675810451	7.344211796	7.123121105	6.714801823
ENSMUSG00000021575	5.583024085	5.358502	5.564021006	5.409821789	5.44602809	5.466580538	5.408389431	5.571354805	5.815427778	5.381766001	5.177709738	5.700456897
ENSMUSG00000021576	9.378952208	9.36938643	9.720682563	9.436487478	9.407235941	9.468478032	9.654224624	9.533985042	9.095480424	9.401519327	9.515971266	9.260286484
ENSMUSG00000021577	9.157505498	9.57908667	9.57025729	9.413525903	9.256048589	9.381591137	9.235096518	9.392234542	9.363142079	9.371832458	9.319730696	9.439367975
ENSMUSG00000021578	7.390960737	7.460338956	7.552312863	7.404788978	7.38398784	7.253116799	7.434077279	7.41153894	7.171219604	7.245386383	7.342290139	7.282099843
ENSMUSG00000021583	7.057948917	6.299167687	6.692821844	6.419076602	6.753589992	6.63763075	6.751907889	6.907937597	6.515718852	6.699376992	6.696727275	6.599315452
ENSMUSG00000021585	5.327296377	5.371901731	5.344104686	5.419500919	5.30568665	5.309549743	5.270640866	5.276003909	5.628388181	5.759925275	5.199319175	5.472917376
ENSMUSG00000021587	6.684028294	6.468442162	6.165517996	6.493813723	6.547437418	6.535595246	6.259994421	6.547908319	6.840937507	6.579074326	6.495762403	6.60062787
ENSMUSG00000021591	7.451049388	7.104497231	8.375524443	7.113816834	7.700423458	7.136256153	7.575438137	7.129660656	7.513468408	7.807379971	7.078097525	8.7519582
ENSMUSG00000021595	10.04975416	9.613082965	10.21892276	9.809553669	9.692050317	10.05856391	9.603916451	9.978330612	9.872673721	9.818207105	10.14122924	9.588689589
ENSMUSG00000021597	5.304780919	4.653312671	5.169144093	4.599270957	4.978079986	4.601886263	5.315502704	5.103247015	4.523951138	5.125180311	4.700873645	4.729601064
ENSMUSG00000021598	8.834084682	9.078270823	9.299559541	9.049445533	8.827388968	8.938350184	9.134501556	9.007720516	8.597661732	8.98729634	8.874632944	8.804125888
ENSMUSG00000021604	5.977974338	5.779023865	5.619937259	5.902639779	5.853004515	5.827746641	5.830485207	5.920472957	6.419107085	5.852186882	5.860120177	6.132503621
ENSMUSG00000021607	7.547799216	7.563831165	7.847012676	7.414741068	7.517583304	7.457970722	7.499546289	7.661588063	7.442683974	7.351622508	7.644171232	7.508824982
ENSMUSG00000021608	8.673580457	7.823600549	8.253803073	8.972675302	8.866652651	8.297433879	8.996624452	8.727307351	8.21435162	9.119973706	8.338945613	8.111161198
ENSMUSG00000021609	6.859732845	6.649463934	6.717762128	6.750385171	6.807447495	6.734627331	6.787305227	6.797551893	6.99593456	6.73949412	6.896786867	6.892533054
ENSMUSG00000021610	9.364921397	10.1431605	9.902911712	9.349348623	9.395113395	9.654386394	9.103405751	9.521521004	9.223032425	9.323202216	9.808296343	9.253178229
ENSMUSG00000021611	7.549533078	7.004686271	7.210967002	7.287819784	7.176054761	7.194380212	7.176386759	7.225480298	7.302661204	7.016410923	7.237987326	7.119365207
ENSMUSG00000021612	5.700177928	5.414364335	5.685051811	5.728587548	5.719887126	5.596443008	5.704263815	5.727743564	5.747258625	5.698523643	5.643836911	5.925943801
ENSMUSG00000021613	5.247554878	5.057638463	4.915640543	4.894830625	5.078302875	5.525894459	4.885628983	5.164587325	5.207132468	4.937307463	5.073132785	5.078851116
ENSMUSG00000021614	6.437614342	6.208897864	6.408420865	6.61564315	6.332645882	6.416329892	6.376405768	6.376051215	6.355871005	6.149381409	6.256169656	6.519882049
ENSMUSG00000021615	7.521645496	7.44870477	7.527945776	7.539802444	7.542665149	7.643979956	7.517104008	7.707219402	7.846173974	7.40619115	7.48417814	7.658977241
ENSMUSG00000021619	5.043622848	5.092061596	5.229167599	5.061198382	5.17135411	5.268827632	5.297140788	5.044074795	5.246822285	5.154384008	5.133669435	5.129965266
ENSMUSG00000021620	7.437088972	7.349915104	7.223857683	7.303514981	7.297102758	7.272030636	7.34824056	7.355967385	7.706781661	7.098701216	7.37243781	7.380489626
ENSMUSG00000021621	7.141361354	7.125857244	7.339724496	7.332260155	7.028127374	7.255882683	7.072032047	7.134335557	7.14934923	7.073501162	7.318384795	6.908791993
ENSMUSG00000021622	4.594298738	4.554314427	4.561411532	4.546072494	4.543785532	4.59987198	4.472822993	4.604740127	4.86606443	4.41137989	4.565311725	4.725754317
ENSMUSG00000021624	6.151449929	6.041174425	6.066465694	6.127296268	6.096575939	6.155829828	6.000856449	6.155659399	6.153281117	5.87155106	5.96685101	6.239209276
ENSMUSG00000021629	8.461926867	8.602078104	8.877099509	8.764215421	8.854366554	8.252132348	8.620611243	8.57339118	8.091420925	8.420675936	8.523469897	8.486867205
ENSMUSG00000021635	7.926711712	7.829267968	7.889676125	7.813220492	7.527537163	7.705481707	7.634006957	7.616167069	7.349082356	7.438436984	7.738733831	7.349375737
ENSMUSG00000021636	6.963667916	6.563063519	6.615532902	6.514040675	6.908271451	6.519979709	6.566772586	6.659295874	6.600467031	6.399238855	6.551917501	6.543333839
ENSMUSG00000021638	6.889781365	6.516847276	6.55212061	6.33040575	6.582952946	6.249387705	6.53690763	6.770462282	6.266484821	6.484120224	6.547344964	6.2859785
ENSMUSG00000021639	6.689406361	6.515022442	6.802908684	6.588126965	6.85817103	6.815476335	6.848254656	6.977192131	6.189322462	6.705559707	6.724407516	6.587415628
ENSMUSG00000021640	4.954153573	4.903226496	4.941827995	4.918260749	4.847596511	4.785622725	4.920767062	4.845160406	5.166753937	4.792891241	4.926668127	4.890044405
ENSMUSG00000021643	8.911351933	8.875938623	8.808068477	8.914720054	8.704766452	8.946506518	8.563280768	8.78719391	9.079927537	8.850289786	8.840053925	8.865702762
ENSMUSG00000021645	8.360741789	7.89437062	8.131831065	8.176886954	8.046907426	8.073774934	7.958193148	8.170527888	8.22275239	8.161309339	8.104646905	8.002761827
ENSMUSG00000021646	7.297787212	7.317156121	7.203454978	7.317711459	7.61745664	7.115638017	7.419852954	7.358275081	7.313545806	7.223298006	7.066842851	7.040991926
ENSMUSG00000021647	6.390913521	6.262132469	7.294889261	6.300707787	6.252190624	6.264720528	6.149443531	6.295423779	6.885975876	6.334606841	6.395688	6.784736152
ENSMUSG00000021650	8.339760012	8.297396358	8.47839695	8.341318086	8.267942292	8.532117226	8.262729252	8.394374215	8.409758488	8.287717114	8.39918596	8.137033805
ENSMUSG00000021661	6.508625796	6.351943227	6.315061408	6.314377557	6.528341769	6.400670387	6.345930397	6.382323302	6.454108822	6.517432304	6.298913807	6.488782791
ENSMUSG00000021662	7.011235347	7.512865263	6.614990603	6.965567275	7.03210376	6.986597006	6.965914485	7.069727775	6.940088018	6.90528371	7.215289437	6.900408408
ENSMUSG00000021665	7.744575756	8.53227168	7.652689394	8.002951377	8.028318948	7.282845593	8.351535988	7.849391486	7.168616438	7.911242839	7.33854233	7.815226344
ENSMUSG00000021666	8.306264443	8.07411451	8.29934808	8.131483436	8.117152413	8.256533667	8.221677321	8.14997159	8.079809335	8.060472587	8.260732323	8.053930479
ENSMUSG00000021668	6.705332972	6.607603455	6.593737386	6.535909275	6.582870991	6.619387134	6.555533424	6.682105445	7.146144549	6.519257484	6.68340184	6.734293728
ENSMUSG00000021669	6.611725012	6.37658962	6.53512315	6.446066988	6.641122697	6.694008843	6.356029814	6.517393001	6.577468409	6.430421728	6.575257304	6.843077454
ENSMUSG00000021670	6.751526059	6.587237127	6.648104523	6.703467194	6.601000186	6.824802559	6.60735964	6.615797428	6.834460498	6.472116298	6.592955146	6.691244572
ENSMUSG00000021671	6.955602574	6.726720651	6.767656488	6.648405205	6.752958445	6.693644174	6.623875962	6.803481116	6.929695456	6.666298763	6.840551439	6.794238474
ENSMUSG00000021675	7.920194351	7.792757538	7.82343073	7.848449113	7.875921619	7.859072004	7.785080297	7.846586645	8.039659616	7.841941858	7.914790681	7.922601355
ENSMUSG00000021676	5.540267382	6.707416897	5.112040933	6.014581945	6.466129202	5.795941028	6.016923142	6.065495382	5.560266889	5.85812723	5.777408827	5.526028881
ENSMUSG00000021678	6.428168872	6.684127678	6.996626188	6.738768291	7.097500448	7.020324857	6.994906872	6.821462615	7.03984813	7.202956679	7.240434972	7.334787859
ENSMUSG00000021681	7.830434433	7.448370969	7.538343887	7.489137275	7.327777341	7.680081414	7.113621253	7.504941303	7.204440433	7.086187492	7.6503033	7.343881229
ENSMUSG00000021685	6.415204617	6.419733755	6.316255975	6.360793589	6.305803839	6.5582619	6.204432589	6.33991982	6.424832974	6.3953919	6.316169387	6.318419125
ENSMUSG00000021686	8.759469992	8.838463603	8.702805709	8.808267635	8.811521657	8.947348128	8.944757981	8.678667041	8.938187339	8.985416316	8.827285899	8.90624686
ENSMUSG00000021687	7.636116848	7.837608047	7.231479095	7.562136012	7.160286501	7.590866627	7.189403926	7.519026505	7.213987595	7.56899942	7.394265249	7.323536966
ENSMUSG00000021690	7.455182948	7.304006616	7.144103358	7.715527105	7.27709355	7.48423189	7.380551377	7.534743097	7.301157478	7.273893608	7.155785887	7.339614695
ENSMUSG00000021693	7.57072604	7.413091637	7.399064442	7.688125865	7.447804607	7.497878165	7.393919159	7.462733728	7.620488409	7.33608845	7.224112849	7.529559163
ENSMUSG00000021694	8.244505506	8.087343464	8.381324608	8.089646027	8.101879424	8.124326882	8.089798849	8.280268937	8.239760728	7.956201684	8.162701648	8.161693526
ENSMUSG00000021696	6.844368917	7.303865345	7.337382354	6.72075295	6.950694447	6.922199556	6.820000793	7.064315617	6.947684176	6.572989103	6.921795755	7.082716854
ENSMUSG00000021700	6.171341837	5.903872309	6.066744296	6.020450041	5.89155315	6.17108788	5.968793505	6.015759156	6.234121938	6.119854754	6.066744296	6.161642954
ENSMUSG00000021701	7.335939774	7.075190683	7.211528251	8.370047853	7.618776765	7.413457295	8.52563422	7.308770317	7.275577426	8.696217136	7.302835794	7.465812166
ENSMUSG00000021702	7.103958327	6.781008454	6.979048258	6.902571832	6.775029027	7.297271809	7.523842679	7.673773326	7.931629957	6.623098202	7.247479326	6.834544935
ENSMUSG00000021706	3.846860438	3.952261897	3.785068142	3.753857995	3.679100099	4.051953328	3.798768842	3.900275937	3.735821074	3.841420398	3.899666232	3.817421826
ENSMUSG00000021707	5.715698282	5.475428159	5.459763969	5.465826653	5.509587425	5.338020531	5.446397933	5.463679084	5.411007743	5.468887376	5.277079443	5.364399617
ENSMUSG00000021708	6.2815956	6.043450074	5.967648767	6.206715399	6.027045833	6.267488564	5.898465275	6.147637284	6.232003647	6.038012975	5.92654757	6.192474895
ENSMUSG00000021709	6.478754745	6.476667442	6.207308391	6.019340168	6.377265467	6.312277641	6.278470222	6.162084631	6.377204824	6.15063133	6.565537968	6.477022987
ENSMUSG00000021710	7.109222318	6.97480879	7.204023176	7.134308234	6.79490028	7.068116467	6.950090078	7.00610073	7.138811805	6.973507307	6.969042683	7.146728464
ENSMUSG00000021711	6.365989519	6.263168701	6.636181311	6.331018818	6.241040045	6.27272387	6.251620491	6.400154587	5.957312036	6.07261587	6.333083421	6.198622775
ENSMUSG00000021712	4.097144065	4.353606281	4.564118588	4.267824515	4.286397638	4.28945843	5.041766742	4.245648423	4.225670587	4.427984041	4.308391443	4.29373721
ENSMUSG00000021714	5.423532674	5.239838599	5.00103041	5.023414675	5.305080902	4.836351307	5.210989521	5.376122785	4.561118333	4.945889293	4.962417954	4.723301626
ENSMUSG00000021715	5.552334081	5.350963538	5.396547923	5.51048326	5.425394188	5.502670736	5.418367923	5.509009731	5.516179182	5.52873793	5.591344803	5.444074836
ENSMUSG00000021716	5.944895805	5.584988201	5.910586617	5.779177221	5.922027579	5.444617607	6.21304398	5.792008161	5.616807472	5.623888313	5.561751851	5.813737363
ENSMUSG00000021718	3.911076891	3.803447495	3.780533815	3.899890614	3.843819179	3.844853782	3.848311391	3.863166662	4.0071265	3.881661391	3.926995352	3.922329293
ENSMUSG00000021721	7.742756916	7.416331195	7.603774429	7.498604163	7.513959839	7.556310858	7.511365848	7.631809919	7.719336308	7.277085568	7.577710744	7.548604161
ENSMUSG00000021725	4.979554034	5.308929087	4.891293272	4.983681889	4.960141729	5.18564817	5.118536913	4.933170952	5.143659804	4.797949117	5.331459981	5.023412035
ENSMUSG00000021728	8.356778951	8.285509347	8.379428761	8.909352993	9.290155939	9.34380636	9.152205345	8.614384582	8.249443616	9.616077356	9.452011847	8.299395957
ENSMUSG00000021730	7.044930243	6.756023622	6.699490671	6.701891538	6.729021613	6.749728691	6.752789904	6.732128595	6.945927946	6.518807275	6.70103218	6.885252983
ENSMUSG00000021731	8.835074732	8.646001401	9.239795785	8.799864151	8.865234912	8.808676155	8.846897317	9.033115956	8.430222393	8.78772168	8.73583607	8.474416694
ENSMUSG00000021732	5.088913014	4.944255779	5.033101792	5.052852442	5.073442011	5.032917402	5.026778989	4.964484733	5.245414814	4.937094487	4.937365557	4.833602825
ENSMUSG00000021733	6.887001803	6.376656036	6.872277222	6.556662986	6.583809456	6.717017566	6.645192206	6.872344186	6.204736623	6.645897758	7.079697668	6.739119163
ENSMUSG00000021737	9.185952723	9.153573273	9.47367461	9.025655926	9.060732721	8.889862803	9.083969433	9.144463497	8.81261171	8.914221095	9.008680746	8.769423987
ENSMUSG00000021738	7.139214861	7.01883111	6.919577247	7.034191376	7.029366021	7.082242386	6.882097617	6.965010386	7.254213879	6.845300942	6.933530792	7.049830017
ENSMUSG00000021743	5.769254336	5.734500342	5.764190738	5.730414766	5.73503694	5.783909767	5.713870242	5.677781619	5.873534102	5.696344241	5.739342411	5.897525868
ENSMUSG00000021745	6.211012989	5.944522416	6.012702099	6.193817743	6.245781405	6.037611433	6.213618231	6.166186307	6.285287605	6.082136811	5.93228664	6.031580955
ENSMUSG00000021748	5.592663794	5.38366068	5.672556014	5.421817384	5.513239999	5.610217414	5.567451321	5.416754573	5.743920591	5.273581447	5.612493534	5.611562251
ENSMUSG00000021749	6.066605006	6.518622388	5.904038106	6.069582273	5.975915241	6.218764119	5.959623748	5.852740599	6.151118056	5.882692416	6.047502627	5.880492216
ENSMUSG00000021751	7.62244209	7.665793251	8.043149035	7.910762429	7.889639748	7.809950037	8.055085014	7.461697995	7.995660686	8.669601542	7.558791833	8.412389141
ENSMUSG00000021754	7.308011587	7.653732375	7.175790178	7.297904357	7.230605468	7.688606165	7.440935279	7.271482926	7.57412825	7.082688738	7.981589269	7.721899011
ENSMUSG00000021756	6.927130211	6.87900899	6.992903749	6.726483977	6.893478369	6.779602045	6.764573779	6.837965589	7.035012133	6.638544484	6.900410132	6.88612047
ENSMUSG00000021758	3.733182252	3.911861211	3.759383507	3.599717183	3.88648292	4.082350163	3.784955889	3.824206516	3.843697147	3.9965904	3.818897613	3.92558944
ENSMUSG00000021759	6.322980721	6.33024374	6.341216233	6.373719438	6.227289382	6.319186007	6.411025452	6.365895073	6.742226391	6.412951752	6.156561348	6.520649123
ENSMUSG00000021760	4.968154654	4.858104481	4.945699548	5.162378505	5.073836844	5.693259414	5.141572513	4.976494738	5.249118294	5.173474867	5.256795426	5.089875567
ENSMUSG00000021764	7.723744739	7.800991269	7.950893072	7.762652458	7.862004694	7.802387231	8.208315155	7.82854371	7.468495379	7.690990513	7.777442432	7.423404858
ENSMUSG00000021765	5.903118542	5.714625233	6.09508156	6.209673357	5.852590045	5.925238841	5.940647156	5.933407629	6.155325287	5.908477563	5.914242084	5.718630727
ENSMUSG00000021768	7.749359795	7.609634062	7.566650015	7.574924895	7.493815151	7.715186519	7.54168183	7.610281614	7.956366843	7.418736424	7.605869507	7.628181903
ENSMUSG00000021770	5.804299493	5.487526873	5.710873079	5.665352998	5.597140903	5.960948684	5.392465915	5.636824749	5.881270606	5.718725284	5.890208525	5.774745281
ENSMUSG00000021771	10.95521859	10.81401348	11.40981645	10.93934901	10.80196484	11.06818149	10.88670919	10.87524429	11.14534078	11.10736455	11.10904871	11.026896
ENSMUSG00000021772	6.087235558	6.392895091	6.037893626	6.223803955	6.307345323	6.369043004	6.22606216	6.283618175	6.271839101	6.325385461	6.245699759	6.431360111
ENSMUSG00000021773	7.47708023	7.032364325	7.674442531	7.394056732	7.01604754	7.178946703	7.162335543	7.217814129	7.393067578	7.546138517	7.022203344	7.265071257
ENSMUSG00000021774	8.046760093	7.497821583	8.562670025	7.897432828	7.973977618	7.127692032	8.520497792	8.020980659	7.553177878	7.642695526	7.270608188	7.590668866
ENSMUSG00000021775	6.81533685	7.068041333	7.231412901	7.363598142	7.751727602	7.458439503	8.343465071	7.415180346	7.007830893	7.324994681	7.600445833	7.193108703
ENSMUSG00000021779	6.596438158	6.406555294	6.278149391	6.346555165	6.418607129	6.354125426	6.254017883	6.37010341	6.551040347	6.092390494	6.397612175	6.440925837
