Proteinname	B_395	B_401	B_414	B_421	B_439	B_444	B_449	G_12	G_14	G_2	G_39	G_40	G_41	G_42	G_50	G_51	G_52	G_6	G_9	G_92	L_399	L_402	L_403	L_406	L_420	L_431	L_432	L_433	L_434	L_437	L_441
P15090	403098.5524	10181176	71672.29774	4325879.359	105557.8047	605093.3188	2157.916931	348057.915	63205.7207	698899.7148	1329669.688	2087416.344	425161.5156	958117.6563	1828397.063	25975.16162	2259689.25	9232412.842	61275336	86849.80078	5812.885498	834.1962585	88887.10938	65381.95313	46879.22437	42812.44012	187108.9102	65515.34375	81557.11475	107311.043	271546.6406
P15104	 	 	 	 	458037.7188	 	 	 	46.79107285	 	9105.222221	61609.7207	45754.01953	2563.896484	 	187.3639374	45654.74463	19327.08008	300221.6875	1843.1521	 	77.75139904	 	166482.6968	 	24247.2463	 	 	 	4497.251465	 
P15144	2652.910515	 	1555.013809	 	5141.890869	3543.035645	100.1821527	4041.432373	3676.614339	5208.304665	4803.12941	7044.422119	5526.017578	31336.70996	2830.046051	142.4123249	4762.214844	 	70244.45313	3102.690552	697.3851624	58.32139015	8526.34668	3770.098633	3373.903656	482.8072071	3239.591614	3055.002167	4878.594528	3735.497314	13706.33203
P15151	24299.04297	 	16141.15628	2085.387939	50391.0957	20063.44977	613.3360138	36329.84439	2748.858154	10801.42084	34263.57959	90402.50781	45595.49805	21758.21875	34926.24884	314.1721954	30872.60863	 	108921.7305	32666.02602	528.1643982	114.4471092	32259.50781	120551.8711	21173.88184	16541.13696	63100.14453	23474.40268	28388.78845	52031.25	70667.88281
P15169	432863.2592	1177203.063	65565.65689	1773228.144	312425.6406	619840.2562	1351.857758	22882.71145	60965.33237	188049.9859	40382.20032	178011.5625	79924.5	116329.5352	93648.99115	257.1493835	30808.47202	869583.1235	443828.6094	63822.29791	2911.578064	660.6490784	119281.8789	146161.8984	96843.63995	59860.5125	147846.4453	72837.00702	71906.15031	159125.8789	284904.9375
P15259	 	 	 	 	 	 	25.02390099	 	 	 	 	 	30532.5957	 	 	 	 	 	 	 	 	45.43400955	 	 	 	 	 	 	 	 	 
P15311	 	 	16.13707924	 	6887.577881	 	9.295384407	5975.264114	1595.172913	 	5897.918235	7553.848389	7490.638672	10761.95508	5231.079529	625.0755081	7171.957703	 	23557.87305	1245.068054	96.18950939	1425.733154	6140.154602	9066.658447	4780.886902	4758.783752	1056.017212	6000.324768	6851.295349	7147.865173	676.1077423
P15531	607029.9173	10370523.75	50465.15845	4700790.582	299386.2969	556270.3669	4973.657227	121857.0684	34379.27881	409163.76	168008.8203	322183.4844	224479.2422	439554.8281	302720.0742	12325.43628	199265.145	1278834.212	2508238.25	120795.1582	5983.169556	2453.187622	162128.1523	129356.2539	84707.50995	117401.0276	206480.9531	121055.2867	112565.8296	232647.8984	418781.75
P15586	391095.3268	6730078	209538.582	2007629.566	734532.875	362949.647	102639.2734	264869.5039	107914.5078	183515.5352	352912.1719	477533.4375	522918.0156	966448.4688	522773.1172	133288.3945	498444.3359	389948.9026	1286833.5	516138.5547	122755.8945	71598.83984	425149.25	439903.0156	210906.2344	202507.5234	492457.8594	419124.6367	349079.5664	721463.0938	1004758.75
P15848	3895672.229	1969356.813	198106.6396	449450.2205	122043.543	9807262.668	672045.5938	243853.1602	749632.7969	3116526.414	460021.0098	18079.34717	29196.53223	35218.52344	89245.34473	1031025.719	844699.7646	270057.1454	345834.2188	265233.9033	341963.3594	946727.0781	43676.00684	52340.99023	413713.4395	360634.0576	66480.97656	280651.6689	170585.8818	70666.82227	54084.74512
P15924	6864.153615	353557.1875	4069.56131	977080.0625	8795.327881	7609.665108	1665.054779	680.3219299	2153.577982	4482.213806	6129.916851	8279.805908	5730.554688	13349.2533	6815.567825	278.3663902	4152.445122	180568.1776	179375.7842	6184.355738	262.0879898	95.31440544	7539.105225	10225.45728	1621.583649	1586.147583	9682.031494	4185.59866	1657.747467	104577.5527	165536.3108
P16035	315593.632	 	226919.1504	1306481.75	104486.6484	286750.9429	30951.72363	252720.6621	3756.067219	247505.6211	53686.12793	89420.38281	71213.23828	293594.8281	236935.8105	2331.094727	111002.1744	538589.875	606763.125	48177.58105	18781.44434	13220.38965	490450.6875	97088.23438	83975.62891	80676.14648	243651.5391	324659.834	199080.8643	134633.2773	127233.1055
P16070	258520.5484	1302634.625	122455.084	387126.2542	329535.875	242490.4209	8589.28418	163071.3726	15014.89844	237176.9169	246068.1016	482372.9531	203516.6719	524468.9531	234480.6626	28474.37207	354528.0527	390103.0708	1557723.875	241155.52	6944.289551	7463.212402	329196.75	387195.875	98663.12158	64656.31543	310567.2813	100962.7832	185026.4353	209333.2734	254893.4375
P16112	2736364.208	37394022	495456.7422	8193585.867	694816.0313	2766007.141	276698.1953	3940835.5	863331.4375	4914538.813	6509815.25	5997198.5	4202056	13994909	8311953.875	1143198.781	4376674.25	11048215.1	19622005	1899760.625	132976.375	137812.3203	648259.3906	437774.2344	686332.1328	583419.3203	818541.4063	616566.2188	1137665.984	1045379.063	1625138.188
P16152	15148.30957	 	1100.965332	 	 	 	 	5184.749268	103820.2107	 	13234.35962	21595.73145	6901.723267	2796.294617	3043.188477	681.5290375	19549.91724	 	70042.76563	5978.898376	 	15143.85046	 	5968.073975	 	2429.744568	 	4167.868835	28899.57715	9206.234863	2075.716797
P16233	 	 	 	 	 	 	 	 	 	 	 	 	 	 	185889.1338	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
P16930	68237.5059	6539598	2460.342943	620847.6323	26036.15625	118478.0956	57.21835327	16366.21566	358.63694	55458.93518	44898.02258	46032.78809	26097.79102	49032.54688	55133.39513	286.7059364	123225.7079	924145.2966	2617403.438	10522.61267	317.7431641	124.6255379	16760.80273	11076.45752	159.2088127	6641.479881	42992.7627	12510.183	19050.99611	36032.48438	24685.93945
P16949	370292.3789	10998919.94	57210.61383	4868695.331	111290.6602	361094.5305	1994.421448	62611.53516	29872.03027	202974.4749	95583.28406	137475.1992	169421.5781	255763.1563	291253.5234	48739.08273	95752.42245	422175.1292	1833425.375	60185.20703	2160.94696	658.1018295	104196.0547	53045.69922	34358.30566	55272	116811.0156	42139.50234	29617.49582	65630.81445	63158.84375
P17066	253969.263	17724261	167160.5087	8880543.902	243573.8438	158087.2275	6444.437256	119523.3916	6532.838745	600082.5381	128869.5231	223674.5391	195342.0469	424941.25	400403.1641	5958.418091	41989.57019	682378.0286	1919931.375	55675.93231	10678.77051	5956.243774	74336.01172	85119.875	70084.37598	27654.92725	163843.5273	63733.41785	7122.693787	212394.9766	205059.9609
P17174	50738.60435	1557407.875	3582.756378	514714.4263	6703.648193	45557.1582	199.9686623	13928.73108	2314.614258	80027.78442	31504.83252	21132.7334	59854.27539	45295.4043	28920.60876	595.4889526	34422.21594	362839.1833	1248903.875	18706.01584	316.7066345	635.1564941	19195.66016	14848.27002	7099.657776	12074.36346	9167.138184	21626.81931	23342.45474	18871.38086	22715.82324
P17813	 	 	4000.794067	 	3504.692139	 	2776.605438	3323.266907	739.1947632	 	2343.483643	1296.773651	2823.206787	 	2669.287476	2345.375092	1905.662231	 	 	1871.163025	2483.265843	1556.442261	2133.183624	3010.990112	1769.2146	1204.328979	5948.097656	1709.632202	2468.305908	6589.51416	3243.425171
P17900	 	6991.579102	32.11425018	 	9249.248291	 	47.73296928	10058.68427	888.7535858	727.5870514	2512.397591	34547.91895	14575.82715	21442.25488	1524.147003	50.33275604	44452.9397	 	 	21489.88477	1120.89859	925.4825745	22560.43555	19381.87012	21675.02543	4179.683754	29298.27832	18860.44437	7162.447948	12514.28271	31499.87305
P17936	159666.6667	211038.7344	300314.1602	889966.8359	1272422.25	295887.9141	72853.62891	200813.1348	10578.74414	56030.32161	15599.55371	575692.2344	506652.8594	336231.209	373416.0415	15038.58057	361172.4219	2283784.125	440743.1152	166412.7227	63611.46484	44651.36523	307178.9297	1131056.313	220447.998	172588.1953	999321.8281	171013.3896	91457.87109	1028394.875	904047.125
P18065	76168.882	 	29730.17432	 	96302.125	62519.82654	1989.880463	20668.36035	1739.524475	40486.72266	17939.92395	124429.8906	30134.80176	93638.92383	165165.0859	6212.143799	166401.6738	 	135911.8516	15092.45483	11241.92993	2933.837402	103913.1406	41100.62891	57487.59326	34405.64551	115889.2656	21367.17407	29969.74915	76353.5625	61075.75391
P18206	60559.42167	1048700.125	12808.49107	363109.4275	25575.00342	65751.81018	950.7487793	26756.76047	1021.949921	39764.49341	38487.51245	127163.4102	51669.48828	77126.19141	37635.91443	678.3689575	118639.9709	151477.8418	738006.0938	15221.2092	826.7102737	414.2088165	28156.0127	20145.19434	9049.751312	9920.46327	27612.27637	17778.02316	22320.67075	26012.18652	34115.7666
P18428	43152.6143	 	19045.46533	72822.23438	36055.72949	39329.32127	8135.667175	12003.63669	17041.1709	12426.43797	16083.30859	48648.34766	26046.25391	16157.2793	20923.51758	52893.95605	26085.02734	 	 	15644.54681	20217.42236	4947.365234	23908.14551	23660.83789	28901.55273	16874.62354	32915.0957	38500.06543	34547.94092	30546.66504	95867.19141
P18669	27888.28223	 	11994.39404	 	107012.9551	39802.35938	1060.425079	29710.63184	22588.41895	13720.1632	67956.55859	58755.93945	119321.1133	65295.25	23432.55664	25294.22461	106353.9785	74380.46094	582114.625	16756.99878	986.9951782	3949.028778	51821.77344	94827.98438	13583.45068	14895.41504	 	18362.38086	19089.39429	24181.01172	27637.21777
P19013	 	3027773.75	5722.60376	 	8735.578613	8867.729492	25878.40872	961.0921021	1296.069542	 	8904.587585	678.3311462	2336.338501	5623.80957	8432.775024	3436.306915	9884.972656	 	 	2447.863098	32888.73218	 	63028.66406	3935.128174	2241.226807	1735.291412	21244.06836	1100.7229	2656.532776	12142.66235	5112.03186
P19021	 	 	5388.607643	 	6234.370361	 	182.7349758	4040.461555	113.3178835	4352.428711	5933.331543	4706.694092	4690.160156	4762.315308	2893.481955	113.3355637	4989.479965	 	 	1895.659103	61.88282776	66.68413544	5660.963379	4617.92041	3310.144407	1022.577224	6001.520264	4709.343182	4562.486621	6805.859375	6266.479248
P19022	1473.52005	 	7777.310059	 	119092.0061	5305.695801	141.6447392	2792.888716	4090.899414	 	1639.66217	3868.288574	84997.30322	25899.9707	12650.92407	222.9390984	66072.1709	 	3768.71875	625.0340576	11315.77713	6551.178741	2274.125641	43419.95032	3506.875488	1576.27243	14924.73682	19772.82336	3118.614456	2563.482239	699.9812622
P19320	46487.1672	13945248	52769.9809	3866771.722	168584.3203	75838.87939	1448.738892	47096.37169	19731.35174	46640.4707	33641.66924	236879.0703	57232.23047	79300.92578	34575.52454	911.6404419	112453.0049	5000.785645	505838.9609	28275.72565	791.2644653	645.5257263	129125.418	122476.0664	74699.1407	42183.16848	200394.6016	88621.46454	65784.30697	107467.7656	147403.0469
P19652	7324912.667	61447036	2603567.313	27471282	8900321	10828497.5	2937527.75	5649524.25	5327115.095	5984836.75	17944241.5	6298210.5	6970268	8246289	3876275.875	19836407.5	24577381	19240160	21152028.5	5571362.625	1791325.188	2456131.75	3944773.125	3182263.25	3430435.875	1900874.375	20972273	5421201	5239200	5824391.25	13166758.25
P19823	698008.737	2951695.375	316548.6523	2022213.408	860311.375	746277.2813	76010.11719	251361.3633	44270.81055	251632.5664	127920.9922	377382.4219	315049.3906	680985.5313	98311.84961	51275.67188	141533.5039	203754.9587	207689.3516	304862.1797	74703.9082	117817.5859	380805.3125	438518.5625	369026.0859	362148.0391	625554.5938	351503.0156	396362.5703	693194.5625	728676.2188
P19827	3708318.146	3618959.125	1954339.344	4498273.5	1218907.5	6109958.438	3366474.688	789209.7344	1552268.276	2978924.159	808570.5625	968768.4688	537815.8125	1170852.875	1630834.375	2836838.375	2183387.766	6247711.5	1349758.781	956901.5938	4981177.875	2190586.813	1349045.063	843113.25	1486540.281	1545356.875	1791329.563	2539568.313	2989896.438	888910.3438	1095153.125
P19971	10174.6428	 	2793.207693	 	8020.726807	10410.45728	1149.37587	6723.307953	274.7326508	215.9454956	11593.54404	25734.39258	4633.822021	12822.29395	4309.874451	1653.755066	15766.15503	258033.7656	95214.52734	2278.775253	372.2012024	1557.246033	9819.091797	13380.32031	4622.472778	8961.151794	6763.626709	5593.034088	4139.999023	10731.57617	26734.43262
P20042	 	 	 	 	 	 	 	 	 	 	 	 	 	 	17861.69882	 	17819.16296	 	661077.4063	 	 	 	 	 	 	 	 	 	 	 	 
P20742	409237.6689	7181125.25	70899.55273	3909755.264	376533.0156	311949.2402	18926.34082	108392.1494	47158.60156	490390.0864	115402.0762	260529.4141	125108.4063	415348.2344	201582.166	32314.53516	92082.75391	795324.873	2338810.375	222905.4375	62053.25293	39998.3916	289190.0078	65228.67383	110100.4609	126909.415	653847.2813	337190.3047	441263.4199	223260.0391	996112.8906
P20774	50078.11637	222980.4453	14239.96881	139500.2681	23243.58105	91007.20197	272.236084	9886.236092	440.1535645	18997.66473	11759.43214	30152.43652	18849.85498	18113.98828	28452.44884	609.0329285	6618.569344	105710.4375	45182.12891	2966.290255	1990.581451	1289.420044	75366.15625	45045.55273	32621.98187	15660.27649	43694.64648	50172.42346	29917.14212	75413.35938	69298.52344
P20810	 	 	782.2161865	 	 	 	 	8593.008545	10107.27352	 	6603.595093	3922.781982	3902.246338	 	24926.17578	3603.926147	12603.13721	 	31578.2168	2975.694092	306.1694946	1791.960754	3769.587402	3513.934814	1010.545532	1578.206421	 	 	 	2020.771606	 
P20908	109.4074783	 	56281.23438	 	56043.25195	45921.12891	29118.63599	23372.45313	22115.94824	7.431049347	12003.85645	19350.36133	21369.66602	4.198971868	6227.029663	86353.97388	10598.1272	 	21755.91918	5191.597961	403.0649157	34878.49805	46783.69922	41364.73438	58260.74805	28166.72412	103204.7188	11684.58313	37856.33057	55489.31836	12619.99414
P20933	15038.57569	266690.2813	2552.688719	1421.814941	4857.835693	11074.45554	1224.17392	19249.81909	4208.109131	16066.79736	11431.14691	25432.94629	23455.85156	20479.04199	12934.7926	1987.803284	5739.516846	1170.872559	45761.35156	3856.59638	1071.910889	470.687149	4090.339478	6978.646301	6594.46137	4822.180054	6145.739258	10135.15096	2647.731613	10650.68213	4496.412476
P20962	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
P21266	325923.2085	5763114.25	64959.51715	2937981.426	167513.5156	361649.3914	4927.741943	126135.5186	10116.80005	369538.124	38608.85352	230843.8281	166848.1016	267410.2813	210879.584	4838.651611	69423.64087	566035.2356	2322709.438	86909.22302	15568.07129	9554.438965	105059.2227	146915.3203	60034.12451	78023.97266	281996.9375	146819.084	79249.74194	291813.9844	466217.9375
P21333	23361.99024	828220.0625	12478.05859	204666.469	8121.55835	25932.16391	567.692688	13764.19347	2223.709839	212.597702	8316.824402	15767.29395	6563.888672	26383.8125	10250.48532	640.2425079	12066.57227	53574.03906	62493.78125	6395.985291	3812.559052	787.0995636	18544.71436	10928.25146	2745.642235	5629.962646	24493.86621	28768.11995	7394.672546	9454.902832	90017.89014
P21695	16360.88184	 	9491.970093	7251.411621	30287.51953	57099.24219	19513.76172	12908.19666	902.7028809	 	30683.38336	140997.0625	7397.310303	 	 	16.23260117	223614.4199	 	86236.15625	31.9799118	 	12.48227215	15672.22565	48821.83594	22847.87309	11753.48963	28811.75586	14634.91613	28996.08789	32899.22852	18564.84766
P21810	70515.10417	 	27716.05252	252469.7023	2060.892578	56579.07568	942.5817375	14107.00142	8105.425423	153505.8708	22740.94385	46774.16064	7545.436035	98232.73438	40451.74553	11700.5022	5069.876831	702720.9661	1414430.313	10773.46631	9763.593246	7.310563564	2937.793579	3684.748413	28569.54932	51973.13477	16398.83008	13635.5826	27890.97695	7010.894531	29589.74048
P21917	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
P22105	95377.66878	787167.75	44011.05165	332455.3047	106825.9922	100080.9882	517.4127197	63256.8447	1349.823486	355424.9974	61565.11029	183426.7813	172294.3906	193134.8438	142222.8845	1148.823639	44168.67697	1064360.056	1215206.5	98681.1814	2836.327148	514.4499588	98014.50391	84600.39844	49614.09589	43344.52127	94310.78906	80567.14888	84192.12964	121699.168	134140.0781
P22314	 	 	 	 	 	 	 	5.366597176	92.82284594	 	1012.642515	771.5615845	 	 	 	245.7160339	1559.016222	 	 	 	 	727.2181787	76.41767883	 	14.60162163	 	 	 	 	 	 
P22352	38753.55935	 	15679.92683	46860.7798	68206.05664	57681.10446	3017.853333	1948.365467	59.73091888	30656.31049	985.5878339	67562.19531	16488.31104	140024.0547	19703.14639	21.86153126	1410.184875	871181.125	101102.4844	1781.860596	2445.082123	2032.637802	32118.75977	33254.01367	10666.01746	6730.259888	48752.23047	18910.74611	18574.99846	69490	53559.72266
P22626	83.62073517	 	18.57248306	 	136.68396	 	 	5870.865892	699.9677548	 	6644.801941	21826.90918	12894.92773	14178.64404	3010.337132	847.7868347	27973.79703	 	116139.0664	4205.585876	10.53630686	13.07765245	6964.469238	4059.907471	567.778944	3216.736889	 	1833.256256	9.014783859	2643.752441	3067.634521
P22692	67292.58155	1315916	112189.793	217869.1794	138244.7734	55494.00208	26879.2168	47310.83984	28641.36719	136185.373	28592.9668	150354.2813	49668.9043	227772.5234	127088.3145	9317.348999	125527.5391	245019.9063	1071919.781	15353.89648	19973.78467	46578.20508	160986.7266	47413.88281	104229.9727	78911.58984	195655.2656	35059.32617	30279.01172	50229.1543	55742.02539
P22792	280279.4108	1037294.563	162018.8984	822384.2751	774689.5938	329251.4268	79276.30078	73616.33789	44696.98372	280133.8047	112382.6211	322549.7969	190732.8828	256095.2422	190331.1289	26358.22363	72030.29688	360398.4785	262922.9297	159445.4219	65077.59766	83903.75	417406.6406	422458.1406	311728.2461	137725.5332	308165.375	219650.418	223714.0234	385507.9688	733891.5625
P22891	161148.6251	340250.9414	80354.79636	65326.90784	235756.0781	270039.0176	3985.570679	29506.77264	708.7611084	76648.64917	28648.55002	96063.79688	120203.5391	96949.98047	41760.71661	220.7743168	60642.91232	 	46292.39648	99510.85699	23492.30579	2085.773926	200898.3047	207416.0195	67735.49634	36498.33948	105313.1836	69053.92851	65898.60418	228682.8047	273703.8438
P23142	136508.1589	1340026.813	162719.2637	492731.1257	317461.4688	313475.7969	21518.42383	175533.1172	45306.25651	492158.3359	261729.1719	298675.1094	435576.4063	479301.2656	351884.1094	115411.5352	173772.7109	423475.5234	1636606.188	160889.3398	17611.30957	32343.05078	216123.2188	209391.9141	200646.3379	115693.7793	337093.6406	133975.0918	202660.3555	212672.25	286132.7578
P23327	 	 	 	 	 	 	 	 	1046.099609	 	 	 	 	4496.410156	137.3165741	 	65307.09692	 	 	 	 	 	 	 	 	 	11850.03711	 	 	 	 
P23470	11170.98384	 	3907.019325	 	12180.81396	728769.3125	333.3268127	6004.031723	404.71698	9930.306732	6804.290638	11254.52002	13375.21973	16556.28613	5737.297481	99.77384949	10511.24606	 	456716.2266	23022.59375	246.1462784	819.7925415	6052.179688	7865.436279	3659.279037	240690.0353	17539.98926	5258.299377	6352.70446	8404.031006	7343.262451
P23528	80104.15944	 	10705.29894	961063.0547	34081.74805	88891.45923	77.50367737	75482.20117	10942.71606	1333.743164	39439.89844	194163.8125	48726.24414	20557.00391	114552.9756	63681.31958	220497.6016	2639.218506	206378.25	15834.88037	1179.648703	82260.46094	21674.63086	59328.16602	52278.03516	12987.7785	34129.0459	46146.98145	16289.33139	53829.05469	75787.62891
P24534	 	 	 	 	 	 	280.6473999	 	 	 	 	1742.990723	763.612915	 	 	 	31.5548954	 	 	 	 	164.3180542	1617.214966	2206.206299	1754.158569	193.4177704	718.8709717	 	 	 	 
P24592	783155.7813	3460162.375	306374.043	1884756.725	672336.6875	731710.6992	128895.1719	433099.4141	139835.0234	1222150.052	432538.3594	1314490.719	960519.9375	1255445.094	579020.7422	326170.6992	861465.2188	6659400.066	4053360.125	947994.5625	102449.123	73176.58594	1054157.281	434767.1094	340300.4102	404113.832	932476.9219	199154.1406	246450.9756	679533.8438	933981.625
P24593	132750.1243	 	32701.79785	 	41088.94141	35899.10547	8945.539551	26685.73291	22760.66504	10557.69534	12403.5188	22981.94824	15526.8208	28109.16699	32817.03613	17769.06641	53209.08789	 	54664.67969	23351.52393	10100.87646	12212.12354	28006.92871	14314.42236	47330.95361	21510.56836	56338.74023	23644.99023	1983.322205	24090.96289	30342.58691
P24666	197370.5831	4586478.75	26763.33734	1621939.301	41174.17969	181445.7324	952.3333511	36967.1923	380.3584976	63119.43851	19108.83589	99196.86328	37975.19824	76827.90234	33153.77502	291.9900246	27686.815	3020.008545	159095.375	31190.32813	514.9836025	183.1367416	59537.72266	45125.28516	31042.39629	22196.85146	71372.51563	37550.7373	30666.19647	86311.62109	145992.5273
P24821	592328.0988	1134448.984	52552.09384	130864.2	92111.11133	124997.0615	660.1355629	25067.92331	2902.809662	51541.72554	39899.84845	66801.58203	69600.93555	203910.9648	47570.83923	2489.35376	30844.42822	112771.5099	238054.1563	8088.523933	2906.966553	501.4706573	151264.0508	109909.2656	76560.14005	80616.24612	92076.15234	28344.14264	108602.2505	70022.61719	178538.8633
P25311	1594699.323	17210313	800186.6094	9006370.251	3116221.5	2418808.313	296731.6406	1325954.875	439400.401	933758.571	1716516.125	1181009.781	1956425	2535377.313	2564259.031	860051.6875	3090775.625	5439620.955	11275580.5	1628578.219	324694.6875	264222.9844	2076666.75	1503715.938	1165618.828	703334.9219	4805520.75	1149192.375	663958.3477	2171745.5	1735981.75
P25786	443854.3023	7556316	60649.18604	1437442.593	250543.4766	190416.5505	7057.326416	18374.24622	1349.041504	68633.20972	39698.77484	261693.125	141084.6914	83932.41602	63482.57487	1158.327271	103612.4394	276450.3438	851197.25	81417.10703	14017.11719	1923.955444	82206.23633	315513.1719	154837.4972	47530.38354	926672.9844	13442.10492	48817.81152	324299.0547	626336.7188
P25788	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
P26022	36287.77979	 	8715.913528	 	8125.48999	7696.604492	17.7368679	192.3492011	5.100122571	995.0808716	1349.565796	60725.70117	1198.698303	 	974.6120682	116.0610709	616.8062096	 	52057.22852	 	1697.531372	5.200563431	12309.7887	8873.044189	2.212254047	6.959564209	 	231.1325226	1691.931811	 	10032.49805
P26038	10950.76704	 	4425.142136	9375.472107	8278.932861	7638.907059	166.1758957	17708.71155	32771.49577	18727.30743	21879.68311	26127.20361	16167.42188	46921.79297	5885.333405	1525.927063	35853.77319	28041.6145	101700.5508	10664.0966	342.0504532	579.351593	24406.86914	18167.45801	5052.809128	3348.295959	8294.000244	11635.4259	17521.96533	13808.34912	12820.68359
P26447	306831.7765	1640704.188	133447.3198	1160805.827	91819.97656	212133.8431	915.2063293	158838.4448	5313.397583	105981.9855	180504.668	348840.6406	189514.0547	543775.1563	144654.5408	8973.169464	485530.2969	993363.0092	3210973	95526.30981	37.3179245	312.5732422	120657.9219	105647.6328	33465.81366	69897.2207	124879.7969	64500.91322	71763.04822	116525.9922	145150.6367
P26572	 	 	117560.0938	 	12430.15527	 	 	134997.3539	3641.372245	792.0168457	70.78937531	25097.52441	6074.46167	99715.9375	86067.01264	65.3898468	51793.21605	 	 	6986.496582	57.56984138	385.9619541	43926.11719	12484.20728	14813.53393	47942.69289	44097.78516	122232.3804	840.4060669	12966.61426	18780.44824
P26641	357783.1888	9645676.25	50237.42944	4082547.41	123782.0898	356247.3447	9640.38623	84879.4209	17816.54639	398296.752	80559.87109	135099.7422	162719.875	310706.3125	191878.6777	13886.37329	65823.6123	1741862.368	1982257.938	68946.49805	430108.4624	6169.285156	118583.2148	79772.875	43254.18799	44908.84448	146530.6758	96631.66211	97679.30469	147849.6016	231850.875
P26842	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	82724.12891	 	 	 	 	 	 	 	 	 	 	 	 	 	 
P26927	593033.6349	2097906.438	277590.4778	1861931.283	545144.2813	496691.6445	8128.931641	65833.7915	8543.480021	344632.7734	98040.06274	178963.625	270270.4219	218399.1563	308672.6372	6665.744324	120009.5441	480606.749	878951.9375	223886.5039	19427.97852	10772.74268	292473.4609	427957.5156	287952.3037	169716.2749	618438.875	135540.4529	379615.9531	317816.5313	777180.875
P27169	1148821.5	12151717.5	455047.8906	5275756.275	436215.5938	473480.2813	2062498	413569.5859	424210.9167	741223.5482	550643.1094	162466.9063	196965.8359	320517.3906	661666.8203	647209.9063	1068381.664	541802.168	1388138.188	368424.5859	996068	669243.4375	328747.5313	225950.4688	427761.75	415223.8672	423543.7969	848189.2031	670203.1875	394372.7031	402364.1563
P27348	 	 	 	 	 	 	 	3.862059593	3.304449201	 	2127.450928	4141.664551	 	 	 	11.25241637	2849.384395	 	 	 	 	 	 	1094.733398	 	 	 	 	 	1013.059082	 
P27487	8135.146973	 	3620.814316	 	6485.693848	10989.44043	425.329834	7208.834793	368.0282822	9925.364014	7388.867393	4185.869385	7610.349609	14422.56348	6314.215149	1877.996063	6033.297852	 	11598.62646	3435.029198	336.4918671	191.8731651	8144.800293	4761.438354	2194.659485	4254.270248	4976.723022	5165.05069	4676.533276	5391.030273	4785.575195
P27797	 	 	5846.395498	 	 	42223.05859	276.0304184	20076.20996	163.0426502	12423.08398	15176.5791	9837.078613	7921.651123	52183.0625	9991.58643	514.270752	21048.03796	 	66811.97656	25983.11402	2801.222076	151.8210115	14378.39551	11186.76367	11967.67905	15162.12858	8817.25	5532.980427	9967.795515	5742.870361	7248.569336
P27918	556136.3672	3974442.75	313783.0737	1987960.5	2422064.375	551715.2861	34659.81641	155549.1113	14192.81152	359970.2898	105125.3069	404997.9375	382755.8281	497053.4063	173611.96	8788.586426	104775.1714	 	830787.0938	181538.9639	29295.5459	14300.48926	479916.75	358920.1563	232336.4141	264008.7695	386433.5	286588.832	237512.5425	377774.1563	836789.0313
P28066	 	 	 	 	 	 	 	 	 	 	19.26734924	 	 	 	 	 	6010.237976	 	 	 	 	 	 	 	 	 	 	 	369.8243713	 	 
P28072	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
P28161	2988.817383	 	33396.7851	 	107603.1797	21380.75391	9181.077148	85071.00391	110125.7109	 	68084.63086	182901.0391	96317.14648	110693.9375	230322.125	65890.51465	38212.67993	 	297444.1162	74411.09604	6118.015869	2556.177429	47302.26367	63495.14648	16604.1875	55040.26404	77000.89453	112168.0859	108357.6714	74341.52539	90677.71875
P28300	26102.91284	 	56405.20187	135155.9531	61466.19727	50743.70947	85.97784424	45853.30278	347.2529697	2878.392578	11441.64568	55736.50977	24030.22559	12079.97754	35566.91981	161.2021065	102084.0448	 	73073.79297	5833.069935	49.18440628	35.32928658	24058.78223	27108.2373	14098.44814	9394.65922	83141.77344	15153.7774	10322.64635	18794.41064	10330.01636
P28838	331.6539917	 	1401.675232	 	95913.323	 	842.6903114	5753.956177	693.142395	462.9156494	25642.93481	32637.28809	10761.89453	50544.27148	2520.560547	1906.102173	62202.41876	247082.9375	267082.7266	6485.688753	1310.104919	34.77537346	8597.229248	6723.365234	2176.84687	4950.506012	8453.6082	3499.975746	4140.839905	7665.528564	11775.95264
P29218	179226.7568	6874574	15395.7571	2112308.524	47903.0625	191584.3438	1118.271179	42916.21008	85967.45276	202521.6655	44604.05269	96509.37109	88876.45313	189163.2266	110057.1302	931.6426849	37850.28357	964954.7659	1329833.281	35437.21899	772.4059734	345.348835	55292.61914	40694.81445	15094.98808	22313.90039	142016.7188	50878.09128	55443.83105	86692.56641	124260.2656
