Proteinname	B_395	B_401	B_414	B_421	B_439	B_444	B_449	G_12	G_14	G_2	G_39	G_40	G_41	G_42	G_50	G_51	G_52	G_6	G_9	G_92	L_399	L_402	L_403	L_406	L_420	L_431	L_432	L_433	L_434	L_437	L_441
P04180	79016.6934	 	18613.38928	5656.8125	156446.0078	76097.35461	2113.216736	85516.72461	9688.443024	48986.45624	36370.69971	326607.4219	168607.7656	32669.19922	18256.15967	5005.075684	53512.15576	5181.366699	315620.4063	43919.43658	8821.108765	2029.114624	72210.25	165604.7891	117061.7913	45698.62012	255907.9141	32586.2504	51347.81982	117520.4219	145938.8359
P04196	2502574.458	17087397	1551930	8224028.672	3920957.75	3557798.25	781427.6563	229623.3516	144482.5508	471377.1953	193705.8438	820083.125	728733.9375	639977.4375	395677.1016	93949.16406	464241.8359	588853.2695	956822.4063	489238.5859	1013330.844	1064290.813	2954222.375	6551474.5	3005314	2782178.75	4658611.375	2737046	2371456.5	3550212.625	3682183.875
P04216	 	 	3078.619431	 	3328.653564	3184.549561	765.0566101	3442.944061	548.4655762	3115.945557	834.3673992	3481.47229	5917.139404	4050.057983	306.9720182	1656.698456	8194.413727	 	7789.887695	809.7240448	84.46718216	1842.037403	3082.566162	1919.879272	759.0090637	1125.342361	6453.623047	2288.661499	3936.229126	2277.296509	1261.094543
P04217	10732383.25	52829996	4628437.75	29967794.34	15402355.5	8519538.25	2113964.188	5313607.875	1854556.813	5881257.323	9211457.25	11860513	4847769	18868083	6199128.938	2499829.625	5034820.5	12475673.5	25222560	7808025.125	1417693.375	1212664.563	10120496.25	8764292.5	6208695	4341766.25	13552535	8219764	9042357.688	12124680	22326547
P04259	2079287.411	34400261	104469.9033	16764751.63	311916.0156	1318586.03	35696.94238	54383.23242	48591.97266	600006.8906	719025.0938	409835.625	208525.7324	249206.4531	2029408.82	5232.378052	63938.4707	38498541.47	23170215.38	282725.4531	30487.95654	21678.13513	119709.1445	101932.3281	350896.9185	83899.41211	1057926.805	683366.1289	22570.21484	298578.3594	516844.0625
P04264	1052964.169	6802970	123909.8438	1686161.469	100071.7813	712882.4063	21721.32031	112849.1196	394179.0781	587037.4375	262799.7734	168921.1758	167049.8672	301616.6016	1224760.313	21369.70654	103069.4453	11679604.59	3681581.375	133884.5195	55270.14941	82592.94189	178548.0156	50940.39844	183382.5742	144914.7344	455307.3867	289679.6641	8570.79187	124351.5742	170884.2031
P04271	 	 	 	 	 	 	 	3.429660082	4.584964037	 	711.6632485	941.1677551	 	 	 	 	10311.0836	 	 	 	 	 	 	 	 	 	 	 	4.932699203	 	 
P04275	13682.63249	41007.49902	20933.70313	18514.09644	21953.96582	37138.04395	15291.28809	16200.30469	14649.12451	73019.93164	19184.8667	18538.26563	26896.14844	18099.97656	16274.2998	14614.7627	9222.656006	20758.70642	18957.71973	14376.20996	9103.062744	13022.78735	36956.62305	22247.62598	38702.50586	35760.50879	20060.94482	12610.86768	25910.73438	32526.91602	28143.55273
P04278	56075.2913	110114.2344	18854.1543	2146586.68	55136.99609	156226.323	1864.360413	14954.58588	2487.662231	51732.5921	29809.71704	31189.07227	90117.17969	79554.44531	74869.93872	1575.845154	53383.00146	198881.0208	116382.8281	15194.0715	3399.350098	2552.099243	115059.4297	33225.89258	39386.57397	20617.98108	35817.22656	25723.63318	49781.78381	118740.0391	132801.8789
P04406	30374.84208	454969.375	12276.13171	644318.5	23146.55664	31610.82001	3587.173557	56486.19678	4319.572754	17733.55042	68577.76074	238156.1172	127294.4844	98374.76563	11824.95978	22395.77832	166876.9609	213575.803	320839.1328	22393.22021	5535.264893	7476.666992	63438.94336	73408.08984	21920.13306	54198.50391	74723.23047	76497.87402	49013.85107	91146.96484	111818.0469
P04745	8757113.833	10678676	1589955.625	5435.652344	311010.9063	2805879	 	241022.5703	43073.58008	818314.5	199833.5156	 	314786.8594	421244.2188	294470.8984	70945.29688	86171.24805	 	3150858	146245.6719	660634.9375	89679.13281	2948.359619	244781.6563	263941.7813	536344.9309	1809589.75	285309.0625	 	 	1063195.5
P04792	6742.322998	 	2470.376587	 	590.7887573	8159.65918	 	14538.80859	2095.256958	 	8486.569336	8240.782227	6455.133789	12373.75146	8066.062012	13747.2821	29440.99707	 	31872.9375	5791.0625	4969.359375	4396.276978	421.3545837	3857.735474	2014.902222	7068.310791	2910.323486	2004.722198	2188.919922	3023.011475	2153.679688
P04908	118653.4218	2392837.906	13735.82593	490489.4167	35210.85742	74517.12708	63.36128235	43143.26169	23.31419039	277971.7194	46567.43325	131827.5547	68296.14258	313298.5469	126920.9012	618.5426636	19911.04531	1223967.254	712984.4219	31101.95613	9965.212936	234.3357735	56007.07617	32325.2002	10315.19544	7305.358086	37003.25098	37566.11955	33483.41926	19315.12402	61566.33789
P05019	68767.58773	 	102667.0962	724697	193309.5703	92660.68408	4979.796387	6805.038116	2515.806702	53148.46564	7343.145882	118601.1133	48402.75	181685.0547	21151.99437	3888.907593	18622.5688	 	146557.4336	41748.935	3927.901245	10194.32007	176491.1563	63704.56641	101612.8457	83515.2334	233914.9297	72113.6427	47143.99023	141926.2813	198057.6563
P05060	 	 	 	 	 	 	 	 	4761.782227	 	3484.957031	8912.72583	 	 	7733.773682	3963.698486	9583.680664	 	 	 	 	 	 	 	 	3399.208008	 	 	330.7631836	 	 
P05062	81098.39844	13185357	57167.57373	375442.6821	93662.71094	27117.04492	21915.27979	52211.56738	80434.05371	43570.66284	109701.6609	86544.05469	209617.4375	3157.836914	14543.54688	10986.1123	33782.83691	146074.7667	791563	57556.09229	12445.61572	6330.269043	56260.41528	46828.67383	32405.87268	12267.93579	194025.8828	8488.745361	9.086307526	172779.4922	131508.5898
P05090	922979.5677	7979534.5	554241.9609	2925719.709	2641211.375	1566278.082	347399.2969	1257814.516	578739.9583	859786.9896	2022933.75	575685.8125	2917082.75	4272476	1546014.938	308299.9922	1004836.172	4484622.285	3769782	1012958.344	325597.125	166471.5625	972700.2031	743411.3125	644629.2422	454446.7813	3218848.75	776874.625	577521.0859	1904690.313	2766982.313
P05109	209595.6081	3923921.125	9040.960205	2568629	50123.31641	130345.77	30806.39453	49623.30811	4704.959717	90307.81543	59981.23438	138550.6406	96312.48047	236614.8789	133272.1177	8830.763672	71304.25	425164.3586	1308479.563	33912.26953	24.52986717	674.4386597	166852.4883	25367.96875	55242.44412	20982.3248	 	17778.75452	 	51492.10938	32640.9375
P05154	69736.83902	330311.1875	60926.34912	386374.3523	179651.3828	73402.03528	9560.841064	44091.12451	3179.626709	82736.74243	11735.14795	32317.04199	38149.75781	265808.5156	43484.79193	1428.268311	19231.04398	45671.2262	225692.0078	100312.2283	23066.98291	7481.641357	98205.70898	115030.9297	37683.34277	38022.33569	146502.1328	112360.3643	94801.79736	188033.2188	219420.7656
P05155	3373649.125	27698050	1074951.969	11582998.02	3007336.625	2626265.781	828636.0313	1739447.188	1248515.016	4600962.344	3344119.75	2797228.625	2367856.375	4404799.25	3621287	1344651.313	2519111.5	9311851.406	17857274.5	1680121.781	797353.3125	454138.25	1323780.281	980723.4063	827458.0781	1077522.969	5589764.25	2122882.875	2011948.313	2641456.375	5761537.25
P05156	1077870.349	1640231.063	745254.1484	58808798.81	196340.0391	2380017.039	1940431.688	449794.3281	864933.6823	1184839.729	714975.4688	215142.8672	200122.0313	323908.5	900691.8438	2353788	942743.1016	800497.8086	100488.2578	1505594.203	1698382.188	1209622	182247.9141	132964.1445	540513.4609	644128.2813	290230.4063	1149659.242	884480.3281	202502.5781	259907.7734
P05160	312596.0469	1058822.906	160522.2656	706570.887	183643.4531	333786.8594	138226.9844	191244.8906	441077.1589	265206.3906	118677.5898	118808.1641	65026.04492	366811.5	272770.2969	210952.9063	318864.9063	4358.416504	170816.7578	210282.8281	126431.6484	118335.6836	215043.4922	223870.2031	190258.5156	166634.9609	440917.75	250811.4609	175095.5977	215889.3828	423517.7344
P05164	5756099.167	6732779.5	345692.8125	3543788.875	2486062.125	5723661	611931.9375	1001112.469	1520480.344	2780479.375	1830514.625	300545.9688	1488635.75	799101.0938	383831.3125	220902.4297	2339356.438	2320852.75	6625989.5	2678620.594	1960390.063	497578.6563	849320.8281	785832.4063	793875.375	549596.1406	1367666.25	558230.4531	477320.2813	1047610.438	2248194.906
P05231	 	 	 	 	 	 	 	6.389115334	 	 	 	1425.433075	 	 	11745.04729	 	 	 	 	 	 	 	 	 	 	 	 	 	3.942607641	 	 
P05362	182584.4796	5080871.625	28515.48819	2758821.186	68995.23047	112641.6019	1367.759155	35007.30066	1074.948853	76433.00735	34441.82462	64031.32813	68039.77148	66817.04102	56069.04614	222.8661499	27218.12402	251429.8792	569865.8438	26927.28029	685.9460678	616.1663818	52393.64453	39199.72461	14585.85254	18881.31253	76708.82422	15684.91614	21316.0209	58138.14063	40320.05469
P05413	202775.9993	7373891.75	57404.95393	2757497.292	262118.9688	256100.4883	14930.90894	56136.14258	8904.627441	113368.9003	91526.04492	235703.0469	219583.3984	229462.4766	1226860.016	25167.44873	121221.6477	665315.405	1004681.5	48961.33008	19566.27783	4835.546631	90254.54297	115290.8359	115967.7361	25588.45154	505157.125	84109.38049	42708.96436	259469.2422	592695.9219
P05451	103.5828476	 	31.25667953	541.9820557	 	4552.840332	14.8074398	1784.145111	184.5787375	182.1218262	1129.128662	54512.32324	 	838.7521973	32250.61414	653.495285	13775.73816	40323.73425	1607447.406	24.62213326	97.96415234	59.66918707	252.4507294	1050.388062	309.5206909	1085.894775	1231.012573	1817.927437	386.6124573	2536.209717	1337.491577
P05452	1112837.109	8834136.5	433199.7266	3929003.999	1262141.813	1083761.172	202952.5547	891404.0781	481850.2813	2088988.25	904794.4063	1457151.125	1242618.25	1930952.875	1137285.672	478172.0781	1186673.344	2897975.242	7626563	963811.3125	250220.5234	164550.6953	893542.0313	735268.7188	579466.2344	498506.4453	1383429.438	1301676.516	797177.9219	1406775.375	2520780.938
P05534	14435.96796	 	41287.32227	 	83538.19141	17671.48633	6896.483398	8021.759094	4516.176819	52479.91016	18008.71593	13210.12109	39708.62305	14299.12354	7071.253845	2145.227966	7862.227295	 	 	7127.217041	8370.944336	3840.933838	38630.06836	93504.11719	7399.512711	2371.69281	71043.22852	17284.99141	90753.67139	79683.44141	12616.7561
P05543	106539.5527	7749461.5	68016.05469	1916662.561	284856.5156	185658.5686	21312.34668	168543.4707	131543.2135	261889.5332	142183.752	165908.9219	237768.6016	357909.0469	154136.9155	30896.97949	203545.2852	1079213.792	938712.8125	179020.1582	15329.59131	15065.49219	139557.9141	165071.7578	52749.81006	56465.10986	335369.75	249226.3633	259284.7998	321045.5938	609871.1328
P05546	650618.6566	9976984	313896.5489	4069381.879	1031030.125	593478.4473	69409.44141	143611.9731	35982.62109	472244.8174	84336.06006	665399.8125	340810.0625	599486.2969	173224.9214	6404.551605	164044.8633	590619.951	325539.9688	289173.3105	80543.08203	68552.85938	478172.7344	535342.7969	331169.293	378746.3242	1010167.844	541103.9844	351696.9199	771590.75	900621.6563
P05556	102170.1447	1219477.75	20706.37457	3195892.25	17021.48584	123073.4124	1767.3974	20921.45471	215.8864326	961.7053833	16418.27539	17880.1377	26989.28711	58121.97461	75475.41207	1005.490083	16619.84865	392378.0625	883777.8438	12090.26105	374.740715	315.6166086	27282.4834	15463.31006	13458.36218	7967.302612	43677.01953	9340.779526	3925.335312	15282.28809	42590.875
P05976	 	 	7.798627377	 	 	 	 	2548.429688	4.32768631	68.33934784	1909.700928	2730.909485	1625.610596	8201.949219	4726.254639	6.033812046	1248.52983	 	25623.07813	127.0637665	6.536854267	5.146100998	100.0860939	 	 	 	 	 	16.45776558	30.01943588	 
P05997	13870.66992	 	24006.19482	 	120482.5039	52262.15845	7527.671021	28164.20703	12817.7997	 	16125.47705	61215.45313	 	 	10942.8689	58551.60254	40481.52148	 	 	7511.110996	1417.429901	13496.11926	63475.49609	149646.0078	25669.08789	15767.41113	12995.45117	7906.868515	38041.36963	15260.09888	346150.3438
P06276	211046.8088	1129307.031	65946.95142	529394.8342	225562.9844	177989.4041	15411.25537	47629.83594	3011.061035	109506.0703	23871.50049	60779.09766	57338.31836	116526.5273	44176.1347	26176.60693	27464.68542	369162.1016	347024.5625	40464.93408	3617.59021	8179.806641	121006.8281	110157.1406	56507.29053	50717.62061	196411.3438	55917.55835	126459.5486	100819.0195	111060.0586
P06396	3873371.792	28454587	1396629.305	9896000.68	2696754.125	3209949.563	495311.5	2514029.875	574836.9323	3075679.359	1911215.969	5081115.25	4347632.5	5910285.25	2482432.375	620672.2656	3003603.25	5743123.297	10764595	2817776.938	708586	444123.5313	3602863.75	2064194.188	1951216.219	1556616.266	2511212.063	2652203.938	1419549.297	3451519.5	5794414
P06681	113953.5164	1421988.125	73189.86548	301206.2976	224595.6172	88712.90479	14397.33887	88476.97559	43698.57422	131171.9562	79918.85327	97836.65625	170043.8359	195031.6641	168348.1445	12304.21289	64944.14868	243521.8536	306262.7734	111560.9053	15558.0752	11125.70361	213042.2422	168491.375	85661.40332	63488.42163	227203.5625	126740.1172	180247.5488	198590.7422	314557.7578
P06702	53873.3125	987926.8125	1089.075562	 	90291.04688	 	 	15359.11719	1484.055489	 	15071.38916	56347.58398	 	 	16781.28198	8881.931885	7134.035767	204879.3125	392264.7656	2436.885132	 	 	3514.221924	7225.898438	 	 	 	 	 	114155.4531	 
P06703	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
P06727	4563623.125	26897058	1669525.625	7629576.923	4815654.75	5175722.625	415386.5781	1873590.75	301565.1823	1810398.258	573481.1719	836112.125	1176765.156	5163994.75	1719763.25	447164.3438	3427428.063	1488344.169	7583794.25	3915641.75	898178.5625	412842.5938	5408354.75	3134469.625	2841768.25	1039335.109	9275887	1371786.75	1638867.594	4607957.125	4062378.25
P06732	 	 	3282.699707	 	 	762.0135498	 	6756.405235	 	65409.10938	1377.126709	10379.66266	160316.9453	15219.31152	135142.3308	 	39419.36572	 	74131.92773	39570.64728	 	228.615799	262929.5625	56434.30469	 	 	 	24096.35622	134722.2515	 	 
P06733	616305.7767	 	81712.50293	 	19846.2373	19706.24284	149227.8633	353353.1641	637656.0579	621182.6523	1040984.633	117927.4063	71655.19531	121847.0547	190247.8574	1511632.875	4112868.047	13297652.78	847425.8438	307155.9824	253050.4844	311287.4844	54341.7793	61459.54883	57689.01074	181394.0781	21554.70508	322305.9746	370740.2852	52412.82617	38476.03711
P06744	 	 	5877.608887	 	7216.92041	1224.937988	 	6581.104291	416.4009876	 	18866.25244	41132.75391	22721.53613	65052.98438	50.18124771	1092.649643	64118.12253	3459.111084	484480.2969	 	1386.656982	 	 	37857.77734	1175.729126	 	 	154.4443207	2233.103271	 	2515.041992
P06753	 	 	55.40206909	 	7314.171875	 	16.1931324	9512.7565	98.04601383	 	7618.858185	15606.16357	9074.918457	6493.680664	5200.343216	439.3636856	30215.47928	 	 	2944.146322	19.17039871	177.4642677	8755.941406	8104.757813	1427.391708	5462.754511	33548.18848	20.37255478	 	5957.822266	950.331665
P07108	720564.1458	10867161.5	130706.1279	5751337.227	446458.3125	851593.2188	63225.83594	169834.75	82317.49219	395712.2402	209113.2891	202109.5078	386373.7813	252107.5234	361499.5156	92194.76025	224921.7539	1092419.258	2017740	216609.8281	33061.17578	30541.70313	259647.3594	293770.3672	113704.6582	36283.14551	299942.0781	75103.35645	98391.62842	225975.0547	164685.7188
P07148	 	 	 	 	 	 	1818.182739	18057.99091	6.162881136	136590.2922	133503.9063	90532.10938	14522.31299	43250.04883	147056.1641	55094.86133	26852.90918	 	4631888.75	79632.25195	 	 	 	 	 	 	22917.99805	 	 	 	 
P07195	105207.25	 	9132.40362	 	15469.37939	85453.32031	671.8830261	11395.0495	7334.204458	421154.3519	15478.15219	63461.37109	29120.58008	62471.94531	18164.98701	3926.167847	184674.3828	374767.25	938654.0625	6821.684235	3315.814941	9416.084122	26231.00684	12568.47949	13604.61728	15607.11937	23716.01563	15712.6006	15466.21684	29421.75488	31200.7334
P07225	384614.625	1409770.938	228329.8555	804173.3315	390271.3438	435585.7344	128613.6094	156892.5742	51174.87891	155732.8203	86872.50977	159291.8516	117467.8828	246278.8281	62486.81445	52415.73535	120052.7227	1736.167847	146177.9219	167500.3789	89790.61328	117637.0742	260619.7422	259711.6016	232421.6992	196307.0195	543979.3594	230150.7188	216010.6289	303230.75	403643.5469
P07237	29769.50342	 	13681.3811	 	31149.81445	32383.08984	7531.574707	4788.889465	1508.202972	47735.16797	4047.410843	13353.46826	5840.666992	19861.02637	13771.90308	4505.662109	11328.79761	 	79533.81641	3412.823364	25834.91797	9728.924288	20332.80176	8068.99646	7448.317627	20530.896	28170.80566	10400.72095	11398.94189	13548.81738	7345.196289
P07311	4077103.186	120072252	314424.377	53173843.39	1478354	4207749.593	44871.32617	730959.5479	32331.13721	2826345.479	780462.8867	1279011.938	1698253.25	2370883.875	2292527.813	30506.62015	677831.6084	18460058.84	32139781	667191.4102	45701.81934	13624.92871	1117099.875	832633.4375	301735.1315	325707.8774	2701766.375	803011.4199	905042.3557	1505529.5	2231695.813
P07327	 	 	34.02916336	 	 	 	20.50813866	17.58161926	 	 	24691.26376	 	 	1.097881794	77.20769501	 	15483.20999	 	175828.4688	13045.47011	 	 	77.93673706	7.435598373	 	11.48448563	 	 	19.15220833	 	1
P07333	54693.43929	 	20831.17883	 	67128.32422	37776.72119	3139.713745	29232.21704	7179.161011	40288.94128	32483.96875	79685.94922	71456.92188	79443.23828	59757.05444	13066.66772	52023.25854	 	81006.76563	35240.90039	3015.699341	1433.611511	54990.71484	84394.07813	31371.39166	23238.48438	131783.2695	36667.84448	49230.14697	54277.58594	76652.26953
P07339	1002860.448	7223612	410894.5254	1478633.267	114188.5938	2440259.359	680520.5625	399221.0391	464824.6563	2053868.406	351307.8359	90486.08984	87054.37891	167361.1328	834996.4609	939742.4375	524693.9063	211331.8656	519001	402901.5078	574026.9844	447907.625	71748.74023	64048.76172	133432.4063	306481.623	183851.1641	670215.5625	389079.4453	148286.1172	214289.1953
P07355	447734.9704	7769820.5	57531.36963	3109038.771	223102.9922	409327.1279	11217.1001	145770.7031	25066.91146	397090.0908	170400.5879	221337.6328	223976.5938	398863.2656	278079.9766	29437.55469	179026.1719	1825957.11	2874886.75	103087.353	22942.77539	11789.12842	166959.9609	192386.1016	55341.23193	58622.20264	283576.1094	102967.6953	196597.0508	174854.0391	278185.9297
P07357	1874112.792	6070647.75	917161.9844	2529017.625	1926673.125	3551728.375	1091425.688	546414.9375	556961.9193	1149545.247	799659.25	1249028.625	969075.7188	1330682.688	1659019	1795177.063	618451.125	2206382.75	1857323.813	806434.4063	1021176.969	783008.1563	981604.5625	862738.25	1691143.875	1109597.656	1727247.313	1456968.438	1063859.125	1379628.688	3041477.5
P07358	201069.1875	2514125.75	114786.7422	2198429.727	507012.6875	517149.9531	117491.7891	96686.44141	57608.70964	184519.0156	108670.1387	161968.3047	249709.2969	240822.1484	263196.5195	80825.60547	105410.5469	492169.6492	422643.2031	156384.4219	148538.5859	71625.21094	223824.0625	214102.8594	193375.748	92054.51172	432594.0156	313259.375	213002.0703	409716.7344	940338.4531
P07359	5683.361465	 	10032.90144	 	43140.80859	34948.50995	202.9711151	6619.798588	407.3795624	86758.00974	16027.66857	42723.11523	19361.10059	20940.16504	10380.14599	1441.942841	17602.24155	91313.96875	 	8198.634575	30.10602093	18.26234531	19980.95508	25743.92578	7897.571369	10704.91164	68959.66797	10122.91626	23298.57034	22157.19727	17510.15039
P07360	216338.832	1050703.125	73723.69629	594941.3604	321243.9688	219776.1064	35094.85547	97843.83398	51403.67773	117111.9323	92831.12988	166733.9219	226754.2266	242725.7813	154728.6445	35911.81641	69813.79688	253087.2451	392126.3281	102774.6875	60024.42773	37715.63086	182976.9688	131718.4922	131128.5	113046.9355	365158.7344	224847.7559	192793.6504	254861.1406	700324.2656
P07437	 	 	22.62281227	588.8348389	51.5953064	 	9.625444412	5701.42131	163.3157196	 	7513.17749	5844.932007	2128.08313	5927.245117	40.01231766	586.0389328	12464.27597	734.6407471	22996.06982	1124.462524	 	134.3689778	720.401186	531.6568298	4.431967735	401.221652	71.03133392	202.5890808	6599.590782	2262.098267	1280.045898
P07451	122267.0391	 	13.57616806	 	 	 	 	13108.03168	42477.3418	261014.1783	286507.4453	199455.0078	609039.8438	166704.4063	1153249.5	504.6276398	154086.3203	1403537.491	9767748.75	55324.02539	 	 	20031.13477	32348.68066	43503.93982	 	42941.84766	15227.83114	72803.47656	 	347290.25
P07477	72521.97493	3756603.375	17747.8321	1845470.178	36302.49414	97935.75879	21.87583256	33641.87707	1004.529541	79883.08391	18969.45925	32790.57031	34115.33301	75368.34766	173952.8398	302.3765945	12806.56503	539793.8295	519581.875	13232.49933	878.5243073	394.9338226	37166.64355	20855.4585	980.2902222	10536.638	45989.91797	19899.51025	16413.0122	40370.51172	53924.94922
P07478	1558472.208	5214233.094	189707.1836	8487053.578	710701.0039	461639.4688	652427.9688	2915641.867	85594.18669	2500024.476	2523991.633	1138519.563	39964.24609	1017873.055	33211.49503	223104.5024	399995.7969	13263205.77	5485527.563	953480.3125	484690.0156	289352.6563	2003442.688	18573.11035	1043070.102	898201.8281	575969.1484	999570.0781	998997.7734	1106745.111	1210812.452
P07585	86838.44023	1653224.75	22477.01294	629973.2988	28652.77539	126989.7333	1419.003815	1255300.078	77353.30208	1087526.483	1170342.188	1462070.375	1372388.25	1080389.438	2329697.25	909182.2188	1648449.406	3550556.283	17300545	1677836.188	2790.94397	1149.700256	69078.08008	50784.78906	31450.13239	53315.27612	68778.01563	31676.17299	31941.72745	111158.8477	125752.6602
P07602	268214.9811	5760914.313	10287.81304	3059635.686	64400.80469	207616.5284	401.3568687	54001.66895	1222.928894	123506.6047	102724.1205	79072.19531	152145.375	112341.1719	247802.3777	4958.120239	225428.3025	758484.804	2582059.688	58304.67322	1524.657715	747.4844971	74804.35156	84755.72656	21088.18204	22248.05634	53078.54688	28787.83884	20532.55084	51423.91602	55242.66602
P07737	102626.8833	 	343.999054	 	10816.18457	90364.51563	587.7605591	56272.18506	35961.70492	131729.4681	78920.14722	340550.8906	100241.9961	84487.82422	54961.6687	8093.241699	127807.1924	417778.7449	594704.375	52086.4292	1856.590332	1623.129883	44027.34961	51775.26953	12082.92737	18543.47894	22673.14258	50000.84839	28316.604	42322.80664	41257.38086
P07814	33653.86686	169431	13851.28674	148220.3093	77866.8125	39016.18066	2997.583984	20729.87256	6949.383545	 	9019.428772	13742.67383	26098.87695	9941.685547	37899.42432	5709.807312	18666.75098	28388.38672	92460.625	13853.08185	13166.60596	9008.000977	58985.84375	38429.30664	5311.449707	22123.36084	74889.5918	6916.846436	5892.376465	60400.29688	 
P07858	 	67333.64063	54036.35938	4798.909668	32621.57617	160140.4688	13244.49024	41958.73438	20966.51709	87918.73773	41973.91797	242752.2031	39834.94141	70443.09766	108706.7813	42321.14063	154749.4102	242352.3975	5666290.5	9571.294342	75297.05273	54950.10742	89383.80078	93736.53125	53084.55664	53703.82227	40156.84961	47631.33398	34828.24609	39104.73242	24930.66309
P07942	4911359.268	109841792	82804.46191	8606418.859	69284.99023	1796952.688	3953.106812	46217.87793	6803.563965	768613.5	124123.3945	412813.3594	175193.5469	375963.7188	1295046.375	9096.203857	26969.85498	1118330.576	5172782.563	63780.62769	190576.6738	5866.636719	250101.6563	73934.83594	587254.1016	73982.72559	210474.4844	76928.91406	99247.80078	660120.4492	2066003.938
P07996	5985.218786	 	4585.559425	 	4004.91333	6593.637398	239.0720062	13537.8527	361.2160492	41576.53507	17984.75801	114530.6914	15598.7959	52268.09961	28792.29735	286.7022934	21654.65845	62078.93738	191625.5547	9237.770004	1349.706553	72.48459625	4578.322021	3434.438354	1918.654861	916.4672174	4965.151978	6991.579414	4969.888091	4766.96167	9854.832886
P07998	 	 	4628.489258	 	13592.98267	 	4781.386719	68864.64844	32214.87402	 	35363.875	80337.33984	38973.28125	 	21990.04102	49751.99341	219797.9341	 	 	12690.00098	2313.809326	8939.374756	6488.657227	45459.69727	57263.58105	73945.50488	7364.516602	7299.45285	6555.199707	22737.69531	168403.0938
P08123	14923467.69	1496796.875	153188.5	32455354.63	218992.375	89882855.25	2491636.332	250851.4609	90828.27551	7949229.438	452516.7266	172585	77156.46094	360010.2773	716453.6406	206189.0469	401433.4609	6716727.393	297696.7656	135626.0586	102221.7227	304917.1328	83116.48828	166028.9297	101132.2539	112032.5586	29236.20508	212257.5488	236905.3574	138550.1328	206572.9961
P08138	 	 	6618.407715	 	 	 	2216.633545	8326.289032	3429.270386	 	7052.575195	32269.62207	17311.71533	21980.13867	22109.00049	2044.217163	54328.87402	 	155445.3438	5121.171143	 	 	 	 	 	3174.341309	13981.03711	288346.6875	 	 	 
P08174	 	 	49748.07422	 	8349.785645	 	26661.93534	35482.39453	56648.80078	 	1718.579468	411.6314087	16405.55811	11675.87085	86.78055573	164842.0781	113679.0547	 	106131.7773	59202.91016	138998.0469	95211.88281	92646.63281	45075.28711	50050.3125	64385.99902	11713.33691	120448.4414	77746.26855	55332.23438	42850.50781
P08185	77226.17578	1619051.938	32527.12305	1715096.278	152360.1172	32391.06421	20687.375	72918.64258	37261.59668	134026.2803	71744.20313	77224.57422	68496.79688	132600.8438	112737.0879	63696.98242	134651.6875	484136.5938	275187.7578	85385.92383	48379.52637	19572.18701	95273.05469	92328.74219	35599.03809	26473.97168	152379.1641	64870.06201	96565.23438	222709.7422	385662.3906
P08195	7797.197459	24101.39258	5218.299006	 	7766.077393	9971.966797	529.6538391	4876.919373	867.2912903	6221.788727	6921.777283	5154.640869	10963.604	15620.08887	7369.924561	339.3245316	5622.810883	28788.99805	28938.01758	5516.415848	975.8353119	415.1630402	7973.652832	5199.955811	2355.184601	4485.241364	6094.080078	3382.149292	3189.793289	7807.619385	6979.352295
P08238	 	 	23668.54053	 	110853.5234	46591.35156	18788.96289	23607.06934	50129.72656	 	11593.30225	17504.17383	78214.43164	82525.40234	10508.91577	8144.240479	30838.56982	 	47205.61719	64915.5	31583.76465	12509.29443	53238.46191	65506.92969	59235.41016	22209.97168	110825.7813	42350.3833	20665.74512	101102.4766	48984.66797
P08253	477566.388	 	273385.5313	 	42106.76563	2313263.898	292525.0625	56414.11426	114780.3027	463569.4785	59487.01904	20996.86133	25133.9043	23284.43262	352305.2266	220098.1094	87352.84375	173745.0781	161454.3633	76901.61963	251834.1641	181604.0703	42785.98438	35994.75195	88725.89844	155157.3066	90207.19531	218216.3301	122872.3145	54729.51953	45605.47266
P08254	160711.1067	631420.0156	39440.45683	350859.6624	138991.4902	99050.27832	10255.91943	57003.01447	451.2262306	25994.34094	82665.43723	48570.82422	37115.67383	160988.9531	26130.16862	1018.801502	11118.47092	195706.4756	225010.1406	36795.4967	1148.788666	574.4599457	54832.77344	79367.69922	47210.02014	45812.78033	119311.1309	51253.99884	155369.5864	67289.75977	112487.7852
P08294	341534.0313	1957810.375	61720.58862	695830.6328	132259.3359	283645.4808	11721.63184	305666.7705	13671.38916	597707.9241	680159.4531	440224.1719	742785.1875	1788812.188	1751901.102	30938.02832	788026.5469	2506904.731	12963649.5	355693.2051	7493.954834	3125.310181	180018.9141	110382.9922	68318.25598	52977.18201	302143.3125	36326.43616	94003.05164	172951.3281	125729.7344
P08311	 	 	 	 	 	 	 	 	 	 	 	48127.49609	12617.57227	 	 	 	 	 	 	 	 	 	8689.264709	 	13.5760994	 	 	 	 	 	 
P08493	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
