,B1_99015,B2_99015,B3_99015,B1_99090,B2_99090,B3_99090,B1_99092,B2_99092,B3_99092,B1_999006,B2_999006,B3_999006,B1_999004,B2_999004,B3_999004,B1_999008,B2_999008,B3_999008,B1_999009,B2_999009,B3_999009,B1_999007,B2_999007,B3_999007,B1_999017,B2_999017,B3_999017,B1_999014,B2_999014,B3_999014
P04430,3774.642334,9119.319336,1204.042358,9303.972656,13437.12695,2221.031738,3882.494629,7044.500977,1427.26355,1553.544922,1739.916504,460.7748718,5425.467285,8361.038086,2587.544678,5193.137695,77662.64844,1536.56604,9408.637695,3689.513428,749.9672852,3060.152588,3087.4021,398.6374817,11848.80371,8476.946289,3589.88623,6011.132324,1534.089722,1972.110352
P04433,377888.5938,11929.99902,20725.18164,45448.04297,223641.875,179199.5,71228.38281,65859.67969,154728.9063,NA,65826.38281,88864.97656,53325.67188,111590.8047,305726.125,34793.53906,17054.31445,181048.5313,83555.46094,96458.875,17570.04688,85610.25,60984.92969,106721.1719,90294.1875,215739.1406,249826.5,87137.07031,8714.166992,170325.7344
P04632,1001.759766,NA,1227.487183,NA,NA,2860.717285,40.18859863,NA,2275.589844,NA,891.2683105,7269.30957,NA,NA,2691.611328,NA,NA,3718.130859,NA,NA,1275.96875,NA,NA,4733.100586,NA,505.7941589,1348.522583,165.8482056,NA,1626.484863
P04792,11236.93066,14852.76074,18969.1582,11013.64453,12280.59375,33877.98828,8682.400391,12514.66309,14337.27637,12088.61133,10719.66602,16409.85938,15365.49707,13567.4541,26401.2793,16809.49023,6625.812012,36746.48438,19186.08008,26736.57031,17583.1875,18754.22656,11350.81445,49985.53125,4439.080078,15357.59473,20053.01172,25681.29688,30205.66211,27876.20703
P04899,930.2164917,2658.547607,1905.730591,NA,NA,4111.473145,NA,NA,1716.189453,NA,134.5772552,2331.875,2557.25415,NA,2030.568115,NA,NA,11631.12207,NA,2846.433594,194.7961731,NA,7470.828125,8385.108398,NA,NA,11047.33594,411.7817993,4865.922363,6318.293457
Q9BTM1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P05090,48415.63281,4699.357422,10850.57617,9884.280273,88245.04688,29700.63086,19162.78906,128099.5547,54738.62891,18388.39453,53872.77734,55698.83594,7154.977539,41176.40234,34714.86719,16309.30176,33451.25781,32240.97461,29795.17383,29714.04883,6165.798828,24820.19531,64565.88281,32374.07031,48302.74609,42044.25391,35465.37891,10733.12207,3864.492676,20815.12695
P05091,1385.736206,252.8007507,9259.132813,NA,NA,6860.833984,NA,NA,8421.03418,NA,507.7940674,27771.20898,NA,1154.435791,20761.66406,NA,NA,13947.22852,NA,NA,4885.92627,NA,876.7113647,24697.73047,NA,3441.193604,9111.046875,NA,NA,10093.83691
P05154,11760.29883,4588.066406,2155.497314,1513.329956,6484.294922,4386.342285,12633.85645,10227.14355,13323.16992,4082.324707,5315.243164,5614.175293,4342.880859,8446.879883,4945.073242,9374.158203,5247.306152,7320.700684,8205.270508,48670.78516,3567.23999,8364.836914,3990.927734,13818.04492,1271.345215,6726.040527,3158.449219,6693.467285,4627.339355,4288.446777
P05155,44544.89453,6564.683105,16589.64063,30729.43945,43014.71875,30622.52344,41150.14063,33111.21875,60399.26563,15489.30664,18827.05664,66843.65625,39137.83984,36037.69141,66604.73438,24508.07617,21477.13281,41027.60938,25729.76563,22339.47656,14226.99121,42746.61719,21072.64063,27959.77148,32316.98438,63509.92578,94465.6875,28684.85547,5779.849121,53835.44922
P05156,7204.378418,818.5900269,2462.039063,4147.041016,11733.71973,5631.347168,6442.824219,8592.625977,7913.487793,1282.784302,2204.134277,3744.36377,2952.638672,6412.913086,5910.169922,2888.99292,NA,3270.286377,2972.554199,3004.384277,763.2770996,3697.959961,3376.256836,3579.644775,2279.445068,2843.165283,2765.580566,3679.493164,808.2705078,3700.121826
P05164,NA,440.4603882,166.887619,NA,784.8889771,1624.909424,NA,NA,NA,NA,NA,3413.925781,NA,NA,117.313797,NA,NA,NA,NA,NA,293.4379578,4613.726563,1267.123169,6146.132813,41204.19531,14951.14551,9793.103516,322.7201538,NA,NA
P05387,4850.310547,1636.806763,3438.412354,2021.148926,2789.578613,5216.76123,3213.375977,2943.112793,5921.044922,1999.821045,2401.94165,6090.644531,3618.375488,4131.482422,6941.557129,4179.607422,2521.818604,7908.885254,3981.822021,4906.889648,4158.065918,2467.906494,1342.286865,10648.33203,1074.236084,3162.449707,4164.375,3429.117188,2993.316162,4187.52002
P05388,1623.840942,606.4614868,1746.485229,449.7205811,1674.17334,3097.102539,1190.603271,NA,2845.191895,740.6595459,1540.250488,4688.564941,1485.556396,1304.880249,4571.676758,NA,NA,8180.906738,NA,NA,2132.439453,NA,683.0675049,5659.467773,1656.31897,2299.848633,2239.581299,1072.321777,NA,5155.674805
P48304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P05452,161135.0469,14208.24219,17774.65625,24327.88477,78219.35156,64309.48047,45149.83203,54782.60938,59753.45703,29589.33789,81242.24219,80077.125,26659.50977,92999.07031,101359.4844,34564.87891,224623.6563,84510.4375,99245.125,191627.8906,22941.25586,38744.125,34171.42578,64994.40625,24503.79883,58064.68359,51506.42969,80250.60938,23977.13867,147306.9063
P05455,5221.617188,NA,9050.628906,NA,NA,8055.574219,NA,NA,6514.616211,NA,3878.516846,20882.54492,NA,NA,7655.980957,NA,NA,9695.265625,NA,NA,2402.951416,NA,NA,7438.196777,NA,1398.107544,3308.201172,NA,NA,7484.428223
P05546,15836.48438,917.5296631,3939.193848,2150.128906,10502.67578,6872.600098,13945.69629,10497.63379,21163.57422,2918.452393,1751.484863,13399.91016,4218.081543,6935.056152,7562.296387,3437.828369,7513.620117,15967.4541,4991.864746,7674.436523,4130.520508,9591.005859,7416.254883,17469.41406,19800.24414,12555.01953,14082.75781,2581.560791,NA,7004.142578
P05997,129117.9219,503950.875,115880.4219,217188.2344,119443.1875,10685.88281,157608.7656,104287.3906,27781.38477,200038.375,83293.64063,82993.78906,366653.9375,64813.06641,25195.33789,378315.25,176467.75,27069.81836,89104.10938,23751.16211,91379.23438,148469.1406,113934.0625,5805.546387,93519.35938,22602.55078,12322.58789,102885.6797,427929.0313,20103.24414
P06331,24861.26367,1545.281616,3863.989502,3607.29834,12633.2998,7450.381348,6304.091309,1807.37561,5198.693359,2194.539795,5423.334473,4258.858887,3077.814697,12445.12695,6968.337402,5382.268555,7148.390137,12010.17676,16751.61719,19160.01953,558.3005371,8421.489258,10691.37695,4451.741699,11485.6377,25322.37109,23120.16211,3292.505127,1480.849731,6162.32959
P06396,568340,100841.6016,190427.6875,139725.4531,526712.375,508358.7188,289732.0938,394940.9063,537607.75,138673.875,624184.5,650513.1875,120297.3125,394894.625,508000.0625,291211.8438,164402.5781,722953,526617.375,852218.8125,167855.875,364246.9375,344481.5938,813245.625,234773.6875,448869,437149.6875,347906.5,150680.4688,685571.9375
P06454,4490.681152,799.0733032,3119.381836,366.8659973,1063.540283,7953.404297,798.8511353,676.2996216,8635.430664,752.8615112,1715.388184,6600.455566,514.8115234,1596.187988,6476.88916,942.2503662,170.612854,6902.789063,1149.530518,3717.253418,1488.923462,589.9434204,906.6870117,11870.42676,385.1845093,2630.986328,4751.066895,1335.01001,459.9935913,6230.631348
P06576,7453.868652,4234.325684,18275.61133,1272.133423,1853.969971,21054.57422,3642.403076,2630.822998,22618.2168,2774.266846,7311.515625,35222.33203,2437.605957,2547.442627,26317.18359,3009.730713,8164.419434,34472.69531,6510.297363,8140.491699,12070.78809,2865.224609,1890.152588,30937.80273,3015.824463,11275.4834,21159.27344,2243.417969,4229.419922,16871.79492
P06681,1285.606934,2150.133789,208.2922668,726.2512207,2239.431152,2490.535889,3130.519287,3749.998779,3477.85498,1450.336182,1564.427734,1730.641357,1252.793579,3033.997803,3194.098633,466.889679,634.0305786,1289.146362,3804.710938,4381.058594,344.369751,4550.013184,1726.954834,2930.584717,3670.792969,4775.375977,3735.310303,2758.871338,3064.887939,1580.753662
P06703,67965.9375,16215.13965,69104.97656,12128.94531,47319.23438,87386,17074.58789,20185.23828,53660.05469,15926.10645,51827.76563,279108.6875,27020.54492,37893.1875,89782.75,17304.32031,33851.02734,114892.5859,37902.23438,125621.9219,38779.90234,36130.10156,25925.04492,214518.8281,16415.6543,54684.60547,97631.625,24585.73828,30044.15625,171721.75
P06727,207892.8281,18259.79883,13817.11035,19841.52734,353122.75,57434.63281,129251.2891,228706.25,97405.6875,4342.378418,7506.257813,17848.36133,37825.75391,242489.6094,77776.76563,21601.37695,28047.25195,26903.95703,244397.0938,603111.8125,44711.93359,45609.82422,98953.625,37550.01172,686615.0625,1149757,561075.875,72269.57031,96558.67969,40957.9375
P06733,124000.4844,23141.03906,25417.26953,22627.77148,46123.92578,52428.61719,45999.25781,49545.89063,38217.65625,34375.72266,37261.61719,46237.94922,51367.05469,75119.32813,66063.5,41966.42969,92548.78125,62514.96094,87784.48438,147738.625,20842.26758,45892.10938,27199.03125,56313.23828,18402.74219,61852.97656,84072.5,66203.35938,33557.17969,54337.52734
P06744,10523.15723,1001.266113,5329.322266,941.6654663,2105.085205,11923.46094,2659.751465,1308.550781,6393.929199,2317.442139,4656.140625,14764.78125,2828.961426,4015.238037,14382.84668,1663.815918,1859.209595,9593.933594,5926.300293,15957.40527,2973.910645,3954.552246,1653.312134,14996.48633,1672.685669,9811.771484,17318.27148,6946.525391,1036.281616,10239.16211
P06748,10536.17285,2108.438477,6055.641602,2366.211182,3588.886719,11165.98926,5698.987305,5081.060547,7618.234863,3033.050537,10674.37793,22348.74219,2998.405029,6752.154785,10697.81543,3831.20166,8188.375,10886.3291,9685.717773,18408.50781,3214.302246,6541.325684,5153.209961,17295.52344,1722.57666,6083.864746,9207.491211,4624.766602,4609.776367,6743.288086
P06753,3954.41333,NA,8032.71875,NA,NA,15081.60547,NA,NA,17898.10547,NA,1606.62085,30741.22656,NA,1136.382568,29150.40234,NA,353.1277161,32850.37109,360.6759338,2683.521973,2907.278564,NA,104.1381226,17595.90625,3186.444336,10668.65918,21637.29297,485.1552429,385.8353882,15782.43652
Q16778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P07093,2763.76709,1548.991333,616.6288452,636.4522095,4160.206543,3486.956055,883.6172485,3321.837402,4741.653809,714.6847534,3036.558594,944.4277344,NA,2107.187988,3099.777832,652.2437134,NA,2039.737915,3788.299805,18682.25,2989.836426,412.1148376,2586.646484,809.6387329,9005.165039,16613.16211,17951.26563,1545.976563,1269.118896,1411.647583
P07225,4985.070801,NA,318.8865967,1810.858643,1543.835449,1474.713379,1729.413086,237.79422,1928.0896,176.5725403,870.2615356,462.213501,572.8115234,831.9666138,2558.127686,1524.892334,NA,3060.865234,2084.873047,2.597477674,781.1551514,20859.62891,643.3510742,1565.231812,38360.35547,5901.037598,3957.218262,1179.234375,83.01110077,16563.24609
P07237,7759.983887,2739.50708,8430.397461,2663.574219,3297.928223,9874.443359,5546.05957,2219.129395,9248.972656,2465.907715,3188.982422,15041.32129,4958.029785,4353.098145,14526.94727,4447.394531,3058.362549,13533.39453,3661.406006,8607.134766,5312.89502,5177.110352,2297.866211,17277.81055,2657.936523,4582.164063,5788.891113,6609.881348,6166.996582,10493.69434
P07305,243231.5,22046.54297,80977.51563,9348.308594,42938.62109,216938.4844,53046.52344,30030.2832,190038.7969,68897.85156,116402.8516,351389.0313,30688.19336,67990.14844,201962.2813,65943.90625,58963.03125,372262.9063,91262.875,161183.25,75504.6875,55837.71094,31071.52148,239312.5469,6606.011719,50583.19922,158574.2344,75218.6875,39886.90625,251619.75
P07355,120972.5,14532.87207,87449.78906,12355.20703,21984.82422,243985.7031,30721.42578,21167.42969,259156.4688,28633.30859,102067.6016,366623.4063,24472.19531,50726.66406,379008.5,23203.80859,49055.67578,415022.0938,49886.67188,136135.6719,65201.49219,29238.25977,21109.61719,273432.3125,12310.66504,98105.85156,150309.5,32909.5,17439.76953,155273.4063
P07357,34911.33984,2140.348145,4819.913086,3170.668457,21262.00977,14205.95703,8717.259766,11920.44434,13975.07715,3648.166016,11928.1875,10740.6084,3875.739502,15018.67285,15979.72168,5477.60791,6089.504883,9927.81543,17861.93945,35462.41016,3482.892334,6957.687988,7356.946777,14597.7627,13256.6748,20130.11523,12311.44141,18650.82422,4040.16748,23686.75195
P07358,12183.87402,1486.751953,1704.079224,2534.183838,8894.15625,5040.459961,4163.769043,7589.002441,3846.046143,1879.24707,4492.26416,3230.925049,2865.723145,5141.168945,4673.025879,2321.977051,1619.069336,2475.783936,6491.019531,6416.446777,1137.615479,3237.841797,2508.515869,2744.07373,4303.755859,5370.670898,3196.535156,5683.474121,1370.100708,4059.105713
P07360,14979.03613,7265.061523,2402.438965,5916.533203,18536,6638.469238,9144.554688,20380.49219,8499.082031,5017.150391,4628.212402,2740.800293,7069.044922,12031.43945,6605.636719,7432.711426,NA,5612.058594,15149.77637,17349.20898,2142.507568,7426.983887,7012.021973,7602.804199,10026.91602,8281.871094,4383.194336,14983.02246,5403.778809,7491.003418
P07437,15722.85449,3394.917236,13089.41309,2384.765381,4425.289063,47589.37109,2368.239258,2950.413086,24197.18945,1521.540649,6622.312012,69740.72656,3769.116943,6181.198242,22972.52344,3976.168457,3440.67334,31954.04102,3685.109375,11379.79199,10803.21582,3236.013672,2240.306152,13459.88867,976.9516602,4488.351074,8231.251953,1353.908447,4535.172852,20280.89648
Q8NHM4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P07585,21370340,5887940,5465885,4874227,10886572,7646381,10465068,14047393,11596351,11758218,20484198,14081204,6421447,16411613,9068089,13410789,29589964,10030732,18793590,25657996,3776926.75,10186592,6906206,17028852,4483912.5,10974721,11486022,7794328.5,5932742,12490457
P07737,19286.05664,3259.540283,19938.57227,2306.079346,8075.133301,36375.32813,3675.80127,6757.897949,29663.63086,1906.958496,6769.992676,56923.83594,5372.361816,9286.344727,79981.27344,2103.908203,15384.21875,44228.22266,8063.247559,15473.08984,12005.77441,2494.159668,2846.611084,47866.76953,17169.41211,37997.55469,44335.97266,4326.320801,2582.082031,40198.75
P07900,5845.055664,3821.302734,6534.023438,6998.089844,14890.32324,13114.31543,11401.67383,10432.96191,12884.62207,10004.20801,9146.381836,16863.51953,9607.214844,10404.74023,13032.52734,17473.91992,570.2977905,17065.34375,12101.73633,11365.33789,3156.696777,10389.48926,7380.853516,12390.51563,9402.849609,12645.87207,18281.50977,5250.541992,4184.104004,8738.744141
P07951,NA,NA,4823.091797,NA,NA,9453.166992,NA,NA,4482.097168,NA,NA,21965.63086,NA,NA,7574.036133,NA,NA,9271.615234,NA,NA,765.5424194,NA,NA,10870.0127,NA,NA,4769.681641,NA,NA,4782.242188
P07996,5126018.5,904796.1875,307563.625,201573.5313,1959657.125,1873398.375,362880.9375,1235094.625,1020669,505448.2188,2231406.5,452131.6875,93523.21094,1545213.625,1371372.625,821271.875,1405009,740253,1107255.75,5378672,307412.7188,461757.375,1213915.5,1273287.75,15125.01855,305765.625,199287.6719,810568.8125,1082922.25,776445.5
P07998,104812.6875,76134.1875,20574.375,20375.41992,47027.16797,25903.38281,21301.22852,31311.66016,36412.01563,21916.9043,28440.10742,28730.25,32437.95313,99234.74219,36101.4375,32646.97656,25481.32813,20353.73047,55724.16797,139514.4063,5909.437988,15189.86035,22034.61133,48696.80859,51019.72266,72224.02344,38040.63672,38497.16797,51105.89063,74994.02344
P08123,334087.0938,10713385,1088133,3601706.75,904046.3125,83665.53906,2333266.5,1987543.375,59615.05469,1926710,619394.4375,273203.125,5485069,889924.875,115540.7969,6731500,8835669,196461.9844,1129981.125,404690.75,1171321.5,1646791.25,1523284.875,91016.46875,1371378,322304.625,101589.4141,1387565.5,12700305,219972.2656
P08133,23221.86914,12240.78516,23141.46289,3732.29126,7241.187988,43823.98828,8612.608398,6601.991699,26969.21094,9028.785156,19403.86523,44487.12109,9010.390625,16986.65234,48273.35156,6046.960938,17045.86914,40097.10547,18307.06641,63534.53125,17794.48828,8042.185059,10942.7334,60290.84766,3058.634766,23429.43945,31425.96875,10158.44434,20098.10547,37838.92578
P08185,NA,NA,932.8331299,344.0419617,867.8148804,2074.279297,1833.580322,1088.799805,5010.45752,259.5971985,1705.098511,10621.04395,1084.689819,2570.258301,3377.123535,985.8216553,NA,3123.665527,NA,NA,474.5117493,NA,234.9512329,2220.150146,1712.950439,1995.987915,4332.596191,1239.442017,NA,4159.273438
P08238,23137.74414,38905.14453,5716.727539,25340.60938,59397.64453,28099.13086,106936.9297,130583.6875,41980.89844,15965.03516,12665.10547,9214.733398,40276.60547,50618.55078,16842.28906,20967.0625,NA,80074.1875,211178.6563,791732.125,7535.061035,125529.8828,19710.98828,110180.8281,13233.89844,80957.90625,39877.42578,66575.85938,24448.28906,60375.17578
P08253,56642.82422,977.8841553,2482.804688,3296.858398,6860.716797,3422.532471,9404.124023,5709.584961,1754.587891,1995.261597,5837.834473,3249.513428,5655.674316,6063.443848,2578.848877,3174.606689,2089.263672,4025.992432,12326.93262,11054.0625,1534.651001,10165.35547,3552.508057,6956.806152,10210.08691,23539.45508,33648.61328,5971.064941,1,6666.147949
P08254,27636.01172,7577.205078,20151.19727,5205.467773,12488.8418,28447.84961,15284.89648,17104.8125,46126.91797,4679.782715,24589.45313,81779.38281,16686.71094,18912.29688,21101.89258,2040.420898,3156.725586,21244.53711,49855.86328,103253.5234,42465.66406,72822.21875,34407.56641,126173.5156,163461.9063,261321.3281,228903.4688,11298.16699,7962.789063,30096.65039
P08294,1443282.5,242071.375,447199.3125,60838.55469,212953.5,347927.5938,258449.5,451057.9375,814812.0625,154301.7656,568444.625,831608.1875,141682.8594,343940.25,491779.0313,319566,162569.6406,711417.125,380787.3125,706587.875,315577.9375,376800.625,256006.2813,1291849,88771.64063,494395.4688,678146.3125,312876.0938,164035.3125,923263.0625
P08311,NA,262.414032,6803.90918,NA,NA,8897.976563,NA,NA,20308.87109,NA,NA,24863.35938,NA,NA,39608.05859,NA,NA,55171.29688,NA,NA,387.1871643,NA,NA,15815.03125,720.5077515,17081.67578,17485.80859,NA,766.9845581,56938.39063
P08493,241348.75,59209.4375,26920.16992,19357.49219,57413.06641,54617.58594,74642.49219,166024.1406,65508.8125,21812.91992,38895.48828,13261.24512,34796.53125,91029.67969,47339.22266,30223.41406,90289.90625,34475.31641,86278.02344,305683.9688,21254.94922,46025.96094,70294.51563,117682.5859,39538.45703,136038.7031,27228.09961,41592.0625,39628.85547,38398.89453
P08572,2683.744141,15661.25293,5821.434082,6216.811523,2442.174805,9524.112305,1897.928345,535.3743286,8551.473633,7751.130371,4263.903809,15542.10156,3443.655762,682.3390503,15195.82422,8247.384766,31679.62891,14679.77148,NA,NA,7929.12207,2684.387695,4092.38623,19203.27539,10541.87793,2207.906982,10874.87305,267.3523865,6272.634277,8275.625
P08603,124419.3047,9430.397461,18239.76172,23125.95313,161916.5781,137723.7188,44084.51563,78672.9375,107216.7734,34028.88672,79704.96875,74876.125,35008.54297,71872.32031,80212.76563,23817.96289,27917.56055,88587.5,89033.96875,146801.7188,23041.29492,29259.29102,46368.74219,69530.27344,64382.01172,151804.3125,202260.9063,48598.77344,6679.500488,73900.27344
P08670,1514702.125,212185.2813,1419845.625,209849.4844,490823.625,3016163.5,327943.6875,254618.3281,2766533.5,421480.1563,1237719.5,5210068,262710.5,644111.6875,3517851.75,230570.3438,672572.5625,5911263,771813.0625,3695157,1021200.313,463417.6563,324726.3438,5168005.5,161301.2031,2479296.25,6023993,389214.5,316941.625,3880112
P08758,200664.1563,178519.875,90408.67969,50259.07813,80726.52344,220914.125,111764.1094,137229.5625,188749.8438,94628.48438,143817.3594,152647.7656,101571.9766,209654.0781,240465.9375,106704.0156,502807.1875,308107.9063,243575.3281,667804.875,130675.2656,121588.1641,139224.7344,329142.0625,29246.22656,81593.99219,77535.05469,139840.7188,266444.3438,158177.9688
P08865,6407.580078,3805.910156,4558.853516,1094.406128,1716.149414,9351.369141,3217.059326,4374.361816,10472.9873,NA,3658.054932,15112.21387,1762.175415,3308.800293,14212.54102,6184.605469,NA,23794.74219,2218.30249,6410.858887,3103.51709,3785.45874,1405.579956,14424.04688,153.3986816,5581.887207,10459.41699,1583.047852,890.0518188,7983.917969
P09104,11150.46777,9097.517578,2688.976074,7816.24707,8276.963867,7556.337891,7082.187012,3103.674805,5604.910645,1458.059937,7071.117188,4907.581543,6325.255859,11015.60742,8146.151367,5612.244629,2705.033936,7002.953125,13770.22852,27895.75781,1471,15106.53906,7981.789551,5940.751953,3266.705078,5936.050293,8084.536133,7295.92627,835.7765503,6519.728027
P09211,12788.19922,5110.754883,7676.656738,6630.238281,14194.57324,14869.23242,6062.112305,10093.33301,6480.009277,8415.969727,5663.358398,5048.024414,7567.278809,8175.089844,8488.912109,8837.06543,2362.765137,6881.35498,4203.827637,9472.023438,3565.780029,4616.132813,5874.594727,9055.46875,2936.335693,5245.348145,6563.002441,5546.698242,4918.285156,6452.644531
P09382,19018.25977,4389.721191,28266.23047,4717.735352,12316.42871,90782.73438,5793.913086,8393.347656,63736.24219,6844.656738,26630.94531,97965.875,2705.398926,14861.43457,102478.0469,8629.170898,30533.41797,80246.71094,11389.51758,25944.34766,23477.54492,11007.56055,9114.826172,117766.0469,5668.646484,59221.36719,85477.22656,11335.13965,10174.66992,68959.67188
P09429,2227.04541,379.9037476,1305.278687,2995.26416,223.1394043,5928.59082,1382.865601,989.1281738,2048.173584,3094.737793,2440.558594,7945.731934,5179.839355,219.9169769,8940.475586,3105.531006,1946.995972,5793.367188,2751.180664,5376.205078,764.3962402,1115.668457,838.8997803,7554.663574,10908.33301,1378.304199,4931.667969,NA,3629.697998,5623.504395
P09493,NA,NA,6966.978027,NA,NA,9660.014648,NA,NA,7677.949707,NA,443.6397705,16937.70117,NA,NA,9892.678711,NA,NA,6810.214844,NA,NA,1153.552979,NA,NA,7759.266602,NA,1000.091187,3931.867432,NA,NA,8982.007813
P09525,50901.57031,16346.0166,24417.85938,3780.488037,8465.183594,83087.67188,11585.85254,10103.87109,59510.69531,11677.74316,43131.72266,61838.89844,9444.496094,21871.36328,58557.09766,10961.85156,22469.61523,103757.875,26036.05859,112848.6797,23645.69531,12145.6123,15602.61621,143467.6406,3100.055908,28784.12695,59513.90234,19696.85938,22025.08789,82671.89063
P09651,5955.897461,NA,4385.627441,NA,4087.440674,7539.244629,3557.755859,2881.011719,7479.866211,3051.472656,3245.658691,9688.806641,4315.48877,5879.647949,7575.377441,1872.213989,NA,11893.32813,1179.948975,8183.698242,2352.843994,NA,2567.167236,9310.966797,1084.91748,3710.114502,7339.081055,3243.142334,1592.867676,8556.212891
P09871,31156.49023,1355.397949,3638.391113,17780.31641,27204.63281,6386.133789,7781.337891,11200.93652,9624.292969,4444.733398,10657.03809,13420.4834,4428.439453,12378.77441,13269.38672,4398.442871,5454.814453,11685.89648,21101.92188,35514.38672,4676.277832,4817.837891,9395.005859,13019.84766,15200.85742,17581.11133,13792.9668,10038.51953,3582.464111,11933.20996
P09972,11338.46191,11150.30078,3065.63208,2997.453369,6793.87207,8518.033203,9417.166992,11349.6582,9349.522461,5731.578613,5653.404297,6825.604004,11012.02051,9753.5,13795.52051,9197.722656,3973.335449,9821.117188,23049.1543,20235.10742,6092.654785,12352.71875,5873.616211,16578.69922,4552.206543,7331.711426,9832.49707,9331.419922,13273.40527,6398.400391
P0C0L4,21277.20508,NA,5466.432129,29599.83398,29302.52539,11377.10156,17443.60352,18812.55078,17641.16992,7791.814941,10086.36816,19947.83594,12229.76465,9488.785156,10807.51563,NA,NA,NA,NA,18654.00977,4481.816895,2580.685791,3693.223389,NA,34321.82813,26431.97266,55820.65234,10384.74805,3982.993652,8708.790039
P0C0L5,18166.06445,1581.311768,8296.586914,5938.566406,5823.725586,3985.314941,1761.394531,2373.071289,1175.914795,6062.472168,10393.82422,16171.48828,15705.75684,12237.3457,13737.24316,5882.084473,4757.848145,12968.53125,7876.073242,7627.619629,2861.298096,2306.618408,2671.386475,NA,15369.49805,10787.81543,22133.62109,3097.328613,318.1404724,NA
Q71UI9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P0CG06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P62987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P0DMV9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P10301,NA,4674.265137,3500.192383,1346.082153,NA,4134.254883,NA,NA,3534.053955,NA,668.361145,2877.316895,1953.558594,2009.954346,4718.134766,NA,NA,4909.46875,NA,5431.84082,3015.947266,2094.697266,4748.400391,4612.741699,NA,4960.774902,3350.268066,3039.088867,10258.28809,7109.257813
P16403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P10599,6400.796875,6659.047363,9710.773438,3757.048828,2958.426758,6210.981445,4572.46582,3211.454346,9579.18457,6953.71875,10514.27148,6581.617676,6502.453613,4035.704102,8856.007813,5552.463867,NA,14742.1543,11603.91992,18274.94336,14499.3125,4347.094238,1813.486938,20781.50781,8668.601563,9500.729492,15307.41504,3209.446533,6148.592773,10197.23047
P10643,6761.964844,947.1745605,1204.862305,1122.038086,4860.417969,1368.016724,3485.884277,5061.016113,4445.022949,553.673645,1594.558594,3693.599121,1703.030029,2320.880371,1460.574097,1734.930298,2007.639038,1578.581421,3025.265869,2126.731445,734.6793213,1429.7948,3199.181885,1237.588257,7581.779297,14847.11914,4931.319336,2332.309082,410.6772461,2093.298096
P10768,2954.043457,1129.378784,3035.654297,1099.765869,2417.708008,10544.87695,1322.861328,2385.692871,6133.964355,230.8319244,2110.920166,17488.41016,1119.792236,3254.888184,9594.991211,1430.501953,3165.015137,26933.77734,2633.459229,6992.672852,3022.24707,862.8878174,490.6396484,7555.337402,347.6186218,4063.276123,22187.28516,1399.261719,892.1815186,9102.899414
P10809,5336.572754,1206.287354,8987.741211,1391.466675,2194.162354,14827.37402,1626.022949,1247.222778,13814.67578,1542.894531,4235.819824,27221.34375,1482.144775,14807.90332,14022.16992,1009.786743,2008.236938,18184.28125,1601.307861,17693.43359,5231.617188,2058.814941,2916.282715,24832.45313,902.1907959,7729.48291,14932.45996,6860.378418,1596.952637,13998.35449
P10909,10529614,1178158.625,315928.0313,511642.8125,4165432.5,3397719.75,1255506.75,3524697,3749390.25,618514.3125,2155888.5,307255.5625,586846.375,3315158.25,3390986.5,913834.0625,911469.125,1774760.875,2347582,7207565,510640.2188,1459247,2592372,1647463,2584436.75,5641212,1990173.5,1588717.125,575832.8125,1467346.875
