,B1_99015,B2_99015,B3_99015,B1_99090,B2_99090,B3_99090,B1_99092,B2_99092,B3_99092,B1_999006,B2_999006,B3_999006,B1_999004,B2_999004,B3_999004,B1_999008,B2_999008,B3_999008,B1_999009,B2_999009,B3_999009,B1_999007,B2_999007,B3_999007,B1_999017,B2_999017,B3_999017,B1_999014,B2_999014,B3_999014
P30086,47981.08984,14837.64551,39072.45703,14553.03516,20172.62695,38174.17188,23798.95508,26390.95508,43276.875,15929.50195,32690.6543,85702.44531,13291.71777,20883.94336,27783.0332,25239.57813,20013.38672,57339.42578,53211.75781,83282.71094,32854.05859,23738.74609,17424.26758,69272.92188,13357.45801,36832.52734,46618.19531,22535,26060.13672,54617.15625
P30101,51959.39453,4143.801758,25807.96484,7938.304688,12503.13867,58125.66406,12772.61816,8774.135742,43614.19922,9171.712891,18078.59961,79094.64844,16418.4082,22454.25195,74648.5,9535.741211,15286.76563,74062.04688,16467.05664,27772.65234,15036.88672,10310.66211,6895.487305,60136.72266,8496.464844,30421.44531,36169.55078,19272.22656,6197.677734,57443.83984
P30481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P31040,1541.344482,572.7269287,3945.176514,468.8945313,NA,7202.508301,382.704071,NA,7453.641602,NA,1608.694702,18127.18359,424.6217957,NA,10703.9043,213.2779694,NA,11223.92871,NA,NA,2223.935791,NA,NA,15290.58105,NA,2959.332275,8936.927734,682.2531738,NA,6657.967773
P31942,1385.927734,NA,1148.099854,NA,459.5320129,3317.154541,394.8295898,NA,2597.561523,NA,1026.264526,7037.279785,NA,778.5990601,2321.475098,195.0155182,NA,5020.597168,592.1485596,2523.681396,1349.725586,520.5177612,NA,4823.958496,NA,830.1531982,2162.5271,812.1754761,NA,2159.306885
P55795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P31946,6143.397949,996.3105469,8223.499023,1516.22644,1619.236572,25003.94727,1741.546753,1143.790039,21345.67578,840.2593384,4493.836426,32929.56641,1747.276611,3244.154053,24839.125,1182.443848,3041.439941,34384.89844,2440.337646,7700.003418,6400.522949,1205.2677,1060.515015,29549.36719,1258.216797,7678.239746,25577.24023,2083.684326,1028.239868,11859.5752
P31949,11517.24805,5759.911133,6198.416016,NA,3999.980469,17051.02734,2257.155762,2076.585449,6186.974121,759.8295898,7912.393555,14696.75391,2735.001465,7378.817871,11631.25,2024.016846,1832.786865,9061.557617,5552.082031,22632.4668,6103.473633,998.460144,4045.759766,16708.82227,4710.922852,14191.76563,9587.132813,3449.044922,7192.510254,13865.51855
P32119,11904.2793,3423.154053,6747.866211,3498.324219,3097.268311,10560.9375,2906.011475,2277.667969,9613.084961,7371.0625,7623.54248,13686.2168,3138.700684,4254.527344,11116.39844,3966.668945,8165.598145,8971.916016,15657.7998,9566.508789,3951.010742,5698.242676,3211.442627,16452.01367,1409.575317,9555.041016,36870.23828,4914.334473,3928.359375,10384.2959
P34096,17353.60547,11825.16699,3311.698975,2686.09375,8746.030273,10065.00195,5742.357422,14843.47754,10042.90527,4009.610352,9722.286133,4036.88623,6512.331543,18772.56641,13283.44043,5177.744629,8038.890137,5843.229492,29540.41016,59660.17188,5114.214844,4765.865723,6390.283203,14994.99121,30847.76953,46213,16419.42969,9091.283203,20428.95898,16110.45605
P35442,3362.960693,1705.857056,943.0856934,11794.88379,4986.347656,11160.46777,936.6640015,6414.541504,4463.814941,509.7258301,7772.698242,1442.648071,NA,8065.260254,8184.259766,833.6902466,2283.313477,4349.378906,4015.168213,21289.4375,1418.364258,NA,3039.190918,6472.085938,NA,1160.691162,2363.39624,2656.642578,6546.174805,4200.474609
P35443,46997.25781,17725.69922,17383.45703,9838.408203,12335.14746,63350.01953,23426.56836,20264.85352,54677.58984,33843.91016,48783.76172,62536.8125,21957.56641,14254.21387,47138.85547,22277.88867,70793.53125,102539.2422,70238.60156,165716.4375,40258.71094,35933.02734,21392.49023,106610.7813,29707.58398,62881.32813,45096.11719,36711.48828,49536.87109,90771.25781
P35527,11432.22266,49707.37109,8240.462891,3896.819336,6053.960449,5529.006836,3676.947754,156788.7656,5596.068848,3055.296875,7584.950684,8541.269531,6454.010742,3472.213135,18230.50586,13093.89746,8804.647461,5697.620117,71606,8943.088867,2554.977783,21388.9043,1394.49646,11398.84082,21490.11914,8575.920898,7807.132813,24836.50781,758.2603149,7033.425293
P35542,9773.094727,2571.145264,1078.693359,3870.010254,12903.82031,5354.100098,2848.697998,5023.767578,2567.97998,1483.398438,1154.819946,2931.190674,2400.509521,NA,748.7006836,2131.361328,NA,4798.108398,3177.01001,NA,779.2846069,NA,4769.103516,1017.042542,69139.61719,40618.79297,16946.10156,1685.043457,1259.475708,2917.85376
P35555,50339.43359,36212.12109,39435.60938,21821.20508,38244.79297,49030.29688,18287.3418,22558.99023,43461.17188,22905.74609,40898.8125,68241.67188,33017.91406,17367.94336,36603.875,26869.44727,30861.53906,98353.88281,43567.71875,36857.60547,47355.97656,18053.94727,30829.36914,54783.85547,11224.73438,21082.61719,39196.27734,20776.33984,92479.88281,71204.40625
P35579,4501.700195,976.7774658,12872.17578,817.8652344,32026.0957,19138.50781,26571.81641,16148.88379,18408.93945,4552.087891,9358.44043,55329.01953,6547.522461,960.5036621,49657.71094,NA,789.5551758,20507.6543,5917.924805,3262.179688,6000.228516,1372.702515,2667.740723,20880.05273,742.9368286,4155.621094,17077.79883,3788.04541,831.5372314,17966.74805
P35580,NA,NA,498.2201538,NA,NA,270.8678589,NA,NA,NA,NA,NA,455.653595,NA,NA,231.9418488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1046.903198,NA,NA,1816.165527
P35625,70019.27344,4471.785645,1875.56665,12706.24023,30066.00195,79158.86719,65741.46875,4297.126953,103258.6016,38106.17578,66704.16406,185919.3906,1127.338867,20391.45508,21340.28516,45754.13672,61938.77344,105700.1172,68849.52344,170317.375,35793.18359,55714.01172,18130.11328,121420.2266,14051.31836,31969.42578,24892.78906,37277.08203,2498.615234,40930.03516
P35749,NA,487.5227966,6875.125,NA,NA,18992.91992,466.8917847,NA,4867.879395,NA,1370.747437,30586.79492,NA,249.8494873,12577.42578,NA,NA,9564.274414,417422.2188,386877.25,1891.62207,192926.1406,NA,4074.915283,NA,1281.663696,4676.243652,NA,79.74127197,15421.73828
P35858,7979.087891,NA,1048.627563,2777.838623,53777.39453,7782.568359,8411.216797,24802.46094,6374.434082,1467.320068,6793.130371,5260.46582,1366.916138,5412.513184,4994.320801,4518.057129,18255.57813,11841.88086,5469.288574,5694.640625,848.6084595,7774.836914,13675.87012,5228.206055,1470.79248,2794.195068,6309.16748,3222.138672,475.92099,8559.990234
P35908,15374.35645,2054.593262,1530.71875,2099.325684,3218.588623,1496.74707,839.555603,19653.30273,5392.789063,1986.093628,2399.330078,4441.092285,2369.546387,1766.905518,2299.694092,2030.384521,7323.130371,3843.115967,9503.533203,12292.01074,621.7318115,6154.579102,720.8554688,5682.828125,9895.478516,3349.950195,4401.217773,8127.880371,1937.983276,4871.862793
P36222,4985.142578,679.7491455,635.3652344,567.6439209,1741.493164,2505.304443,2502.956055,5863.60498,2954.846924,28673.8125,69949.65625,19570.40039,346.3217163,5936.69043,3335.658691,1950.905762,NA,585.8935547,59139.29297,120616.2656,13587.71191,2038.796997,3580.84082,4976.328125,28262.16602,68615.20313,67270.0625,4436.164063,1837.575439,774.1427002
P36578,4768.395508,2555.700195,4742.847656,1381.470215,1813.710815,8849.510742,2114.606689,2193.035645,10145.91699,2113.635254,1027.740234,8924.279297,4083.235107,2506.386963,16994.49414,2370.731445,2227.287354,13219.54004,1571.42041,3461.01709,3883.005859,1870.071167,886.4978027,11646.91406,1274.221802,3162.560303,5780.666016,3570.852539,2137.231689,6048.883301
P36955,120832.5078,12198.34863,21076.06445,26290.27734,101868.2031,96058.64063,97706.35938,98209.64844,108189.7266,31936.66211,108358.2969,92790.82813,46896.80078,120992.6953,170138.75,49849.01172,62293.76563,152353.8125,114205.0781,123138.4375,23144.58203,76159.89063,40329.05469,110623.1719,61296.16797,133758.7031,139622.1094,78290.1875,32870.89453,132123.4688
P37802,12599.35156,2482.253418,11607.26074,1646.606201,6941.516602,35567.02344,2571.78418,2055.525635,21056.05469,1013.127319,5093.482422,33951.51172,2785.621094,5002.797363,29308.96094,2983.689697,7198.052246,38493.85938,5733.868652,9361.289063,4713.115723,4885.208984,2300.689697,47014.35938,6923.963867,17794.69141,21484.125,2275.552246,2181.874023,15007.22461
P37837,38311.08594,4908.672363,9771.402344,4015.62207,10615.81836,50512.29297,6204.277344,7592.48877,32807.44922,9054.180664,22695.00586,59713.46484,4241.548828,18927.13281,38635.12109,7076.180176,8088.809082,78831.82813,16285.82129,54256.65625,11030.33203,12220.73633,9187.612305,57783.29688,1888.839966,22248.76758,64938.28516,12980.67188,5209.299805,25978.55078
P38159,5380.88916,1922.53186,2909.219482,921.612854,1532.889648,6401.915039,1749.448608,2552.881836,9739.28125,1132.872559,2079.32666,13805.08594,1029.345093,2615.022461,12888.01367,2230.966309,3806.956299,13177.93066,1787.178101,5115.94043,1977.257202,1281.644775,721.4767456,7809.70166,NA,2026.772705,6501.731445,792.859314,801.2391357,7479.587891
P38646,1248.589111,2195.837646,4589.728027,691.7354126,NA,2456.986816,1173.918457,416.5781555,3423.244873,1148.143799,953.4969482,8702.520508,917.7260742,398.7071228,5788.681641,NA,NA,7118.384766,1385.142578,NA,3412.15332,1941.351807,786.2642822,7532.099121,984.0802002,3560.99707,6601.89502,946.7373657,2269.120605,4676.23584
P39023,7800.912109,411.7116699,3189.381104,1049.221313,695.3103638,9821.947266,667.4915161,264.2148438,3661.305176,322.6935425,902.7349243,10421.02539,1627.764404,1477.129761,7826.756348,663.6182861,NA,6730.691406,784.0740967,NA,1139.806396,793.1991577,NA,4693.454102,NA,2553.231445,3614.370605,1092.373779,466.3922729,4162.759766
P39059,22810.39453,9296.510742,8652.306641,5189.583984,18677.42969,28836.29688,15859.1543,17785.19922,33653.11328,20200.64258,48669.66016,59118.80078,9663.640625,27579.48438,41376.55078,18923.61719,81798.03125,73329.90625,21060.64453,62308.80469,11594.93652,14439.90527,10703.85449,47839.91797,17665.02148,29527.54102,25527.89648,23410.02734,21667.68555,34752.16797
P39060,12239.09277,2445.853516,5876.669434,1785.181152,7207.397461,26559.28516,3765.751221,10265.40039,17088.44336,4737.093262,9854.796875,26463.93555,1554.333252,7645.974609,19800.26563,3768.555664,13720.09766,34237.68359,7176.044922,21999.14453,4211.571777,4154.138672,4651.130371,26858.75195,9472.977539,19659.35156,46708.97656,6250.26416,5397.062988,19696.71289
P40121,20108.0293,3901.152344,8997.833008,1378.986816,3552.079834,16257.2207,3152.791016,3062.530762,20885.78906,1666.296631,6793.340332,21401.23047,1859.404175,6054.452148,20340.62891,3772.066162,6684.710449,27915.87695,5140.01709,14459.49609,4911.262207,2506.348145,1845.734863,24982.16602,1407.915649,8847.884766,10491.34863,4164.820313,2876.216797,9391.050781
P40925,17163.26953,9975.204102,11629.8584,3069.13623,7261.658691,26922.61719,6804.571289,6853.288086,22875.76758,3581.939941,10185.81836,30834.02148,5227.513672,16217.4043,44706.25781,3689.70166,7765.649414,30362.64063,10844.16699,30646.81641,9690.75,5486.636719,5388.850586,59045.16797,3200.999512,15715.56055,26092.79688,9044.128906,6450.32959,22635.5293
P40926,854.454834,1123.507813,4004.901367,536.2622681,NA,3091.219971,NA,NA,6546.869629,526.2102051,761.7233887,7219.435547,351.7202759,211.3294525,11343.53711,NA,NA,7481.717773,NA,NA,3031.233154,NA,366.6646423,5975.206055,NA,912.027832,4961.008301,NA,NA,3284.71582
P40939,4465.036621,870.5806885,9334.495117,495.9033508,48.96260452,15956.82324,328.7865906,NA,14741.21289,660.3404541,2173.376953,38183.0625,612.5824585,511.4271851,25005.79688,NA,1190.237671,28507.95313,789.7631836,3700.191406,4967.761719,NA,99.43889618,20520.18164,338.1966858,4179.971191,14892.99219,NA,321.7601318,13427.07422
P41222,6672.833496,1604.357056,1197.090332,3489.02417,9128.820313,2364.580078,6939.911133,9965.268555,2619.387207,2773.106689,3356.899414,1766.483521,5622.857422,6432.99707,2790.573486,3909.761963,NA,3583.610352,5025.993164,2827.935547,727.5687256,4017.354004,2762.19873,1735.403931,9769.402344,6820.552246,2374.119629,4643.337402,900.2958984,2961.163086
P41229,2309.338623,1571.930542,3519.395996,1390.951782,528.7319946,5333.609863,1704.158203,1573.848999,4235.432129,1032.769043,1988.80481,8331.844727,1633.560059,1438.583984,7317.301758,1915.586304,NA,7628.972168,3550.292236,9932.415039,2604.49292,2708.05835,2080.633057,7519.219727,1130.417969,8614.524414,9368.583008,3202.52124,6158.893555,10506.37598
Q04828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P42765,NA,NA,3527.191406,27.37656975,NA,3768.650391,4416.54541,NA,16020.92871,5599.657715,8808.631836,17168.15039,NA,NA,12020.95313,1988.775391,NA,6626.702148,NA,NA,2244.966309,1712.660767,NA,16589.4707,1725.276001,2268.229004,4795.427734,2237.096924,NA,3811.253662
P42766,14503.32813,1848.306274,7936.884277,2384.76709,3250.553955,16636.49219,4947.150879,2257.739746,21902.62695,NA,7982.915527,25691.49805,3638.095703,7356.369629,22541.93555,3388.791016,6724.742188,28156.69141,6306.527344,13870.74707,6538.760742,2936.338867,1756.891235,42258.96484,2303.772705,11541.52734,12199.61523,6215.203613,2723.324463,18537.38672
P45452,9581.739258,NA,10325.69922,16818.38867,44404.91016,8528.21582,45926.14063,34442.02344,8710.508789,1488.320068,3657.837646,6170.648926,39006.97266,22164.88672,6628.742188,28783.41406,NA,9048.766602,18908.07031,NA,5730.833496,34412.88281,12739.41797,10611.23242,27528.68945,11532.7041,7343.14502,11026.67969,2515.982178,21613.91211
P46093,823558.75,118664.8281,198517.4375,228536.5469,365147.4375,497737.375,268065.1875,358909.0625,518045.6875,400841.0313,752934.9375,688809.9375,188936.9844,520449.9375,501504.4688,404353.375,22822.27148,711669.875,398290.5,438312.8438,141675.4375,192736.0156,154432.875,467863.7813,50288.82031,330032.0313,308321.5,337364.5,154291.6719,556447.9375
P46776,23406.96094,1886.518311,7636.262207,2752.147217,5282.538574,14980.96191,3739.358398,6190.94873,17436.9707,2229.44873,4325.126465,21161.5918,3407.089111,4912.103516,21947.50391,2743.79541,19047.08398,18912.81445,11786.33301,20472.02148,5890.756348,5057.463867,3605.566162,17970.45703,2916.828613,8296.901367,12212.27148,6963.388672,2622.090332,12287.45313
P46781,18205.10938,1762.351318,10468.83008,1755.044312,2782.823486,17330.67188,4696.568848,3031.273682,25282.55859,1801.600708,5933.143555,30854.37109,3551.385498,6300.540039,38337.82422,3008.665039,4423.098145,35752.70703,5432.599121,10599.75,6023.816406,4293.49707,1299.090088,23851.51758,1753.906616,7068.769043,18180.12891,4968.963379,1651.25354,19192.7207
P46940,12950.36914,4051.696777,16457.67383,3322.256592,3740.572266,27322.85742,3551.614258,2520.984863,26211.50977,2650.915771,8637.334961,32185.82031,3856.527588,6825.791504,29712.7207,2098.666504,18608.39258,61033.60938,3833.844482,29039.85547,10423.5,6060.548828,4685.03125,49995.11719,2991.137695,19296.9375,12935.87109,7577.866211,10671.44531,26287.88086
P47755,23634.61133,2365.094238,6392.150391,2491.296631,3212.832031,17754.90625,2143.641357,2192.135498,13908.39453,1392.930054,3879.409912,23991.48633,1564.536743,4051.295654,18774.49219,2760.624023,7811.644043,21045.02148,5992.062988,18234.02734,4257.497559,1348.904907,3271.420166,27363.57617,1453.179932,9021.6875,12701.83984,5117.151367,2506.594482,12879.68359
P47914,18682.95313,3170.429688,13279.97656,1758.984863,3106.709717,28052.57813,NA,NA,26410.48633,5921.455566,7097.901367,43748.35156,NA,6835.431641,34870.5,NA,7031.400391,39820.61719,7714.79541,14800.2207,10483.08203,2992.131836,1716.789673,31767.43945,NA,12984.31934,26669.72656,4782.547363,NA,28416.62695
P49411,2707.179932,663.2883301,2565.493164,NA,NA,3741.946777,NA,312.9373169,3864.605957,370.0830383,1265.126709,6821.945313,1309.787354,4453.587402,4301.826172,318.9129333,2461.21582,6897.138672,3411.120605,1598.991089,1726.534302,2102.128174,2524.250488,6069.697754,1543.290649,4499.669922,5670.625488,5934.861816,1325.029297,2843.515381
P49746,11701.73633,1802344.625,3645.669678,1087293.625,1950662.5,16870.13086,2423.25415,1867.195679,18248.05273,1936916.75,11588.28223,30825.96094,278982.0625,4995.746582,11378.2334,2181.072021,5016672,63544.48828,3391373.5,12311078,3064.733643,2391338.75,3501059.5,6831512,3706.522461,8338.305664,22128.36523,1631357.375,1059.619141,11417.87695
P49747,14268019,5627068,2877218.5,1426625.75,16442330,15130532,6904702,13661317,10399456,8315556,15223726,5908370,3362654.75,20306486,11201334,9298342,10808801,15612076,10930841,26219636,3648782,7061549.5,8481723,11940066,3153030.5,10123587,7113562.5,7752283.5,6373521,7913873.5
P50395,4252.508789,2531.550049,2802.140869,1005.684082,1513.543091,3869.555176,1871.637085,1739.099976,4782.412598,1264.820435,1278.005005,6855.879883,2020.209229,2660,6724.76416,1025.255249,NA,7361.9375,3018.034668,7078.133789,2529.150146,1566.516357,1093.387329,7195.862793,1057.901733,3495.750977,5385.787598,2049.950439,2090.741699,3902.429932
Q8IZP2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P50995,3009.790771,2911.273438,3965.759277,221.7682495,1094.58374,5270.625488,31352.36719,2519.262207,3980.92334,1059.401611,2717.335205,5698.895996,827.9238892,1989.842529,5854.795898,11038.68262,NA,6503.581543,9169.905273,18221.78516,2740.302002,1600.338623,2158.693848,9014.460938,233.2578278,1586.985718,4291.09375,1781.152588,4780.585938,8685.40918
P51148,NA,NA,3256.606445,NA,NA,3658.274658,NA,NA,NA,NA,NA,2845.712891,NA,NA,3843.363525,NA,NA,1176.182007,NA,NA,484.553772,NA,NA,5185.441406,NA,NA,1630.164795,NA,NA,NA
P51608,40558.08203,64531.58984,156786.25,638638.8125,162015.7344,29510.26367,144366.9375,77701.99219,170870.7813,94042.86719,30440.64453,48103.03906,358869.1563,33810.34375,77132.04688,433528.25,23076.02344,103790.2891,104843.6563,78149.49219,45587.09766,12498.78906,10448.28418,105151.4766,44827.51172,39662.09375,164249.0625,25596.46289,46226.07031,326257.25
P51884,11795252,2376666,2184185.5,3439158,6970011.5,6582744.5,4550202,7304756.5,8805985,5611644,9831736,13775725,4420460,9407056,6730914,6184908,13897742,10523807,10284968,14820216,1990752,8888941,4185397.5,9985157,1542863.25,3626906.75,6292269,5506834,2316104,5081771
P51888,48875768,6972280,5799816,8851184,18852560,20304892,15245551,24553886,27316996,14489837,46072728,33391136,12730754,34479040,26592718,21155424,33491844,44476996,30407980,71826496,6097660.5,15886677,10552863,27494692,3246215.5,17803352,16934174,17862044,6728636.5,23618358
P51911,NA,NA,3708.457764,NA,55.3875351,11310.47461,NA,NA,1360.515747,NA,26314.3418,19422.70313,NA,5172.12793,7037.360352,NA,NA,7086.673828,734.2363892,NA,164.1552124,NA,NA,9643.689453,18691.50195,58226.03516,3652.692383,NA,NA,2628.593506
P52565,93590.63281,45137.22656,6034.895508,1490.003662,16040.3584,10932.65234,16147.89453,364115.9375,11596.49219,2692.042236,14337.42773,2382.721924,3091.013916,52906.62109,16570.67773,28150.26563,NA,7246.669922,20451.79688,134869.5625,2157.755615,16217.43652,70377.42969,6981.967285,25042.18164,4912.566406,3964.923096,8540.701172,30360.79102,3274.894287
P53367,NA,NA,NA,NA,249.3966064,722.1234131,2841.503906,13847.14551,7801.164063,NA,NA,NA,NA,8444.470703,3991.700928,NA,169080.7188,39065.57031,1357602.5,4030012.25,NA,679208.0625,537964.3125,978472.0625,201.3527222,757401.0625,47965.87109,1068.081055,1379.295166,NA
P53420,4892.760742,45298.57422,6227.275879,27096.1875,6689.980957,530.6934814,16357.11523,11976.37402,124.4784393,50029.3125,10366.4209,3969.459717,37796.30859,13141.33105,513.890686,29250.2168,36172.93359,1846.341675,14374.77344,2963.078613,13113.9082,20363.94922,11610.6709,477.8870544,9203.449219,4331.604492,999.9498901,21145.33203,59645.36719,3262.811035
P54652,5423.035645,7039.001953,3046.550049,4312.846191,3465.570557,5376.313477,3892.380859,8821.185547,1569.921631,3211.26416,7515.979004,3212.045166,8981.376953,3846.65625,3728.88208,4682.42041,NA,6265.550781,6159.96875,13166.58984,6004.630371,11686.31738,3168.645264,13308.77148,1936.131714,3916.644531,2876.211182,3960.331543,13009.52344,6303.519531
P55001,5765.68457,8369.189453,3962.078125,1189.948364,1175.638672,7172.009766,821.6639404,NA,3121.689453,4302.049316,746.6558838,NA,625.8171387,NA,7209.050293,2523.785889,NA,9248.701172,NA,25251.875,4105.025879,NA,2804.615723,22170.20703,NA,NA,6597.754883,NA,7962.713379,2815.815918
P55058,2248.680664,1081.29248,708.7459106,2987.366699,12372.29492,1693.803833,1963.118164,12901.73828,568.7108765,1512.072388,941.4024658,225.0071564,NA,361.2500305,774.1464233,7514.549805,NA,576.5841064,NA,3945.509033,1733.637451,1729.314819,14148.96289,2017.28894,48068.12891,31123.74805,4690.062012,2213.183105,NA,197.3259125
P55072,4700.362793,70490.49219,6101.693359,53124.14063,1644.336792,8539.027344,1680.529175,1436.379883,10550.93066,68880.53906,3204.957764,20072.97852,849.3834229,3501.070313,14820.00879,1923.445313,9338.064453,16634.5,7901.307617,6797.899414,4824.394531,79279.39063,1931.463745,16791.56836,741.6008301,5464.757813,6154.001953,3261.413574,2322.654053,13919.16211
P55083,10595.44336,4140.591797,2277.273682,2656.182617,8950.539063,32002.45313,2234.310791,7167.141113,28137.10352,8243.294922,43064.38672,191382.8906,4580.430176,21594.41211,28161.72461,16497.53516,22158.99414,71911.11719,13712.64258,39587.19531,8516.170898,15652.10352,7339.077148,25492.53125,2277.890137,11028.09863,11259.75195,2573.077148,8338.583008,5847.766602
P55084,5116.414551,1202.738525,9642.586914,521.3345947,1580.871338,18891.64063,760.5795898,NA,14873.55859,730.1704102,3916.654053,24635.60352,1138.101929,1236.494141,22539.4668,497.6860352,2779.19165,28812.30078,2088.907471,10198.89063,6645.724121,1186.741333,721.130188,24730.89844,960.8943481,6981.167969,20527.4668,1536.566284,754.7883301,16900.29102
P55107,4552.463379,8734.285156,521.1592407,1021.95813,7967.975098,5385.066406,5488.96875,21226.79688,3783.187012,610.7008667,132.5867615,NA,1164.13501,5940.422852,3705.522461,698.7737427,NA,256.8511963,46675.91406,93900.00781,8262.484375,2915.410889,6731.791992,1800.137939,5416.078125,27496.29883,8928.341797,5438.773926,17305.87891,993.1355591
P55268,4752.101563,1299.120605,8592.381836,914.9801025,1122.511108,20471.99023,1064.173706,1228.445679,16408.54492,3814.456543,19758.1543,42899.41406,683.4195557,3154.452637,19028.35352,1050.910156,3445.577148,32229.50781,21336.27148,3466.543457,6802.150879,8073.40918,2664.488281,29114.38281,1044.918945,2099.3479,14088.44434,1080.251343,5441.668945,12446.18945
P55290,1021.264099,2893.787109,5396.719238,1405.191162,1447.212036,9976.630859,1339.862427,335.3442688,7069.375488,3306.821289,3321.327881,7737.358398,1505.795288,1044.294067,6443.899902,2965.015137,5317.295898,11072.50391,1288.456055,6308.081543,4379.785156,1260.435547,1573.877197,9342.72168,NA,3038.030273,2995.358887,1881.171509,4973.543945,9786.275391
P55774,2264.864502,1460.622803,NA,NA,1174.411865,NA,NA,711.3158569,242.3879089,NA,NA,NA,NA,NA,1035.885498,NA,NA,283.7736511,NA,1908.64624,155.3686523,NA,218.3065643,NA,2214.189209,10959.79297,1797.391113,NA,NA,NA
P56182,178847.5156,44779.78906,327455.5313,1971.5896,906788.8125,61104.10938,37535.96094,154437.0313,57739.42578,53611.10156,122482.6094,99231.49219,58158.73047,2013122.875,2724070.5,599127.1875,1813509.25,67886.46875,128632.5078,5618228.5,27837.05273,1732629.375,36867.44531,5861893,37402.45313,71144.125,53810.21875,44498.30078,40828.23047,1021151
P59666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P60174,200539.2656,23498.63477,49503.36719,27302.08398,51426.26172,139024.1094,55688.32813,46071.80859,100617.7813,49622.17188,76939.0625,124149.9531,38435.42578,99166.08594,135970.1875,31935.83984,41633.81641,105824.5625,75163.85938,141204.9688,42277.42188,41492.59766,38349.90234,128904.9609,25104.14844,97790.59375,162874.375,83399.71875,28520.88867,107797.7656
P60660,6452.290039,5157.374512,21143.76563,2959.125488,2599.747314,31210.62891,2732.911377,4102.611328,36026.51172,2340.520996,3877.583008,29652.07031,2642.280029,3528.500977,26669.23633,4041.016602,NA,49221.98047,7404.675781,23479.55469,9976.785156,5250.849609,4210.612305,43157.53906,1572.806763,11861.67871,35061.21094,3770.130859,4251.255859,18149.85156
P63261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
