proteins;G_12;G_14;G_2;G_39;G_40;G_41;G_42;G_50;G_51;G_52;G_6;G_9;G_92;B_395;B_401;B_414;B_421;B_439;B_444;B_449;L_399;L_402;L_403;L_406;L_420;L_431;L_432;L_433;L_434;L_437;L_441
O75339;251398.6406;144767.5781;506298.2188;391888.3438;296869.8438;319739.4688;391492.75;485667.2188;220871.0313;152421.5625;1048040.25;1363972.25;163466.0469;170535.5938;387249.25;61923.32031;195178.25;43164.94531;111102.6406;64503.4375;98041.46875;42088.9375;67920.05469;47257.55859;42517.51563;70840.20313;43998.91797;47196.64453;49948.79297;103941.8594;70586.25
O75368;45267.28516;24917.16211;80631.63281;51211.42969;56358.22656;65796.65625;46738.46875;118755.1953;40793.66406;60568.60938;478464.0625;468966.5938;18030.89258;109813.8672;970528.625;18244.19141;993298;19247.29688;170970.8125;23371.84375;14119.625;16444.26367;26172.5957;21025.27148;14771.25;11695.13379;43281.85938;6036.189453;19729.32617;25945.4082;9378.824219
O75594;1789.906982;1814.395996;6691.921875;;12803.47559;1696.784546;9696.72168;3121.772949;1451.273071;4299.249512;;11382.45117;2362.690674;;;1310.480347;;1823.623047;;1365.632935;1896.372681;;3024.77832;1314.560059;;;2750.283691;;;;
O75636;35559.26953;23766.49609;51726.82422;23384.84766;45909.16016;28097.17383;49021.79297;49795.81641;45546.85156;18569.29688;47811.27344;28080.90234;33007.40234;59403.90234;123643.5313;47829.28125;125089.5547;37330.72656;95133.5;54887.94922;23580.92383;51443.46875;19987.75977;45286.68359;51664.76953;28381.4082;47799.40234;41841.82031;35321.78906;26953.26563;58475.98047
O75828;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
O75874;13344.91797;26739.76367;12321.49219;33131.89844;23901.9043;11357.28223;7484.271973;4317.396484;10121.01074;137082.2188;50464.09766;54011.75391;10712.79785;4844.594238;;1811.677979;;4376.903809;8133.214844;2151.418213;1538.879395;4029.990723;3756.560547;6695.550293;2876.897461;2524.547363;1182.208984;4077.687988;3924.13501;3656.977539;4286.015625
O75882;82180.02344;58997.69141;92798.85938;53247.79688;76577.0625;58407.58984;78158.36719;51139.42188;64686.23828;83171.82813;141492.4219;119419.9375;66288.60938;143643.0469;205703.3438;72784.60156;161130.1406;76916.02344;85183.78125;95056.90625;64944.44531;69309.24219;76519.14844;84083.03906;66413.65625;67683.35938;103984.0156;63398.25391;73680.97656;66949.46094;52603.51563
O75896;12859.29395;4789.415039;11134.41113;23729.36523;13329.30957;7722.052734;13564.29492;19620.85742;4199.597656;8408.506836;134583.8438;27930.83984;5056.552734;47665.72656;366608.4063;11403.61719;380695.7188;3355.088379;19072.25977;;4697.394043;7047.76416;5041.547852;4090.047363;5833.670898;4612.45166;5833.113281;6250.598145;3544.906494;11223.70996;13582.74609
O95236;13130.12207;10524.66992;7423.550781;4365.179688;2589.367432;3306.537598;6979.673828;10490.55859;7804.959961;13270.2168;;;11350.74023;10317.62695;;14696.00195;;11580.91602;11786.69238;8883.736328;13905.12305;9125.303711;17986.31641;10996.4707;9427.59668;7809.444824;17537.03516;9000.641602;5656.791992;13795.38086;7941.611816
O95445;571021.5625;758115.6875;816952.625;1001154;447548.9375;601974.5;725974.4375;895242.9375;446528.1875;582637.1875;590717.875;668266.75;535887.6875;1167683.25;939880.9375;744972.0625;1202298.5;1279912.5;1641669.75;1499490.5;1072316.75;1062183.125;1241575.375;457646.6875;1037977.25;1073547.5;1436366.5;532445.5;555704;1309099.375;804513.9375
O95497;26593.78711;20818.47656;20447.07227;11885.46289;16187.22461;15078.52246;12747.34473;109347.3672;18476.16992;12847.85645;6446.319336;17314.4082;22703.93945;30932.05078;53223.94531;18191.69922;22606.11914;24069.16602;26109.13672;14499.45996;8970.693359;17750.01563;17298.67578;40947.85156;18049.32031;20287.71875;12059.8584;25402.78125;22912.37695;11052.25586;17512.45508
O95810;1520.688965;4384.030273;;10750.29297;7843.477051;2146.759277;;4464.79834;;13974.48633;;23605.39648;;;;;;;;;;;;;;;;;;;
O95965;5687.023438;1704.052856;2530.178223;2344.997314;3303.50415;8088.902344;3330.071533;4560.699219;4427.909668;2720.582764;13725.76367;11120.82422;3886.769775;;;3878.270264;;3154.106934;4376.03418;3574.809326;3624.393799;2260.430908;2594.109375;1538.865479;2800.449951;2409.275635;2977.033203;2028.402588;2385.252197;1790.263062;1193.492065
P00167;;;;;3591.029053;;3817.635986;5286.705566;;27518.98047;;27763.68555;;;;;;;;;;;;;;;;;;;
P00325;8450.490234;19146.30664;24309.02344;54053.625;32539.21875;7658.654297;5095.403809;6641.600098;5218.495605;280491.25;32040.94336;120870.3125;18477.07031;11519.36133;;;;;19805.53125;;;;;;;;;;872.5748291;;2406.389648
P00338;22083.91797;11487.04492;38880.26172;19167.79102;43297.94141;9924.001953;13430.89063;5317.227539;34980.58594;84529.09375;43152.31641;329151;4816.439453;3543.817871;24347.61719;5376.331543;14817.7002;3008.244629;15972.30078;3381.81543;4956.634766;6754.793945;8020.372559;8982.975586;6488.787109;14934.43848;2883.728271;7192.692383;7763.385254;10281.9668;9829.745117
P00352;17730.21289;10561.66211;12270.60449;36880.42188;11670.65723;12688.75879;15219.08594;10555.19824;24062.71289;85837.28125;12701.30273;24480.69141;7210.873047;13253.23438;18755.4375;5147.280273;6197.742676;2200.083252;6307.214844;;;5067.931152;1904.050171;7589.812012;3436.266113;6622.61084;;8335.300781;5398.842285;8660.650391;3378.887695
P00390;17121.40234;15918.19531;34446.75391;19640.39648;18807.96484;19013.34375;26738.95898;23373.44141;17030.12891;29927.66602;143282.1563;102286.8438;12599.16211;30937.77148;333351.2813;5390.134277;111133.1875;7773.069336;32566.10156;10182.58691;8627.460938;6978.112305;11564.60938;10879.69434;7107.101074;10702.85254;9276.673828;13255.67578;9095.494141;15661.72754;10621.50781
P00441;214089.3438;165816.1094;123923.4766;226014.1563;98071.28906;129319.8906;106687.1172;264899.0625;172435.2188;292535.9688;855092.625;2686763.75;97904.55469;477478.5938;1666871.125;52340.05078;1260349.875;96021.80469;360731.2813;63762.10547;89175.71094;63368.15625;60489.86328;82955.44531;71375.0625;83582.57813;111565.1484;82543.89844;36453.83594;139555.7656;47816.51953
P00450;1018147.875;2003481.5;859190.5625;1538423.25;1225258;1336179.375;1724299.125;1847851.5;2411894;1790495.875;5597386;1747698.375;1297859.625;961125.6875;2886133.25;812075.5625;1756258.75;1393724.25;1495519.25;1373267.25;929758.125;843372.75;1516224.5;1273693.5;866497;851822.1875;2597828.25;1173361;1114713.375;1424855.75;1487963.25
P00488;5230.983398;2756.66333;4476.965332;2562.152344;1864.262085;1385.386108;8200.556641;5941.8125;5146.46875;16579.37109;;;2465.205811;;;2372.201904;;2816.54541;5930.860352;3205.608154;1849.249146;2539.442627;2184.582275;1396.726807;2286.621094;4010.635254;3535.487305;3057.693848;1134.903198;8202.683594;4936.879395
P00533;2006.073364;915.4470825;704.7364502;1392.221558;;1628.744995;;3626.215332;592.9255371;;4266.205566;;;;8170.279297;;6842.276367;;1791.829346;2570.01001;1787.531738;;612.581665;775.2214966;1086.318848;;767.0709839;829.8109741;;;
P00558;14823.01953;7950.008301;30975.32422;9286.786133;17222.36523;16190.58984;9429.754883;6514.883789;12171.75586;26826.61133;40908.74219;22405.79102;8862.618164;27615.13086;68278.99219;4999.69873;89289.96875;4369.02832;22481.23047;4768.698242;7871.068848;6562.650391;8209.226563;10926.01855;6500.69043;9273.198242;5120.452148;8052.128418;7924.439453;9166.048828;10090.30371
P00568;17635.66016;7703.793457;4322.66748;11013.72266;34071.08203;17171.97852;4891.023438;14457.70898;20643.08203;31269.89063;11075.45801;7147.478027;6641.481445;3233.546631;29139.89453;;27832.21094;;16962.37109;;;2801.632324;984.8840332;6643.210449;3418.810791;6312.67041;;6934.274902;5346.516602;9516.607422;6285.484863
P00734;1698459;1738304.25;1186453.5;1553731.625;1189272.75;966840.5;1669260.75;866307.625;1214136.125;1155247.375;867104.125;947616.0625;1321201.75;2187361.75;3324359.75;1752506.75;3721831.75;1582337;2186782.75;1371097.625;1934295.5;1570112.875;1337526.25;819427.875;1547710.875;1753249.5;1364525.25;1233484.25;821550.4375;1475941.875;1145867.625
P00736;70282.13281;23638.2793;83977.89063;13124.34277;35995.20703;54660.53125;51750.29297;26601.28125;48414.22656;53934.86328;61670.84766;68133.11719;42764.125;54707.19531;157903.6563;74667.07813;104637.0938;63402.46484;78145.75;68959.04688;52880.35156;63602.98438;48587.84375;42425.67188;63928.19922;63731.72266;51092;76142.125;40634.96484;68546.10938;84253.23438
P00738;69376.17188;33204.93359;55694.72266;54581.13281;55023.36719;44564.80078;107695.6797;80321.86719;53726.6875;28290.92969;177938.0625;126029.5078;37835.02734;95402.25781;358392.7813;37953.48047;332031.7188;44063.51172;74793.28906;55015.34766;28330.02539;20911.3125;63050.22656;22277.27344;21347.53125;33052.67578;32464.80078;26884.65625;22528.41016;23068.06836;49795.90234
P00740;41777.90625;34861.42969;67973.71094;23431.19922;28897.43359;36632.91406;56977.28516;41255.87109;43745.39063;32182.31055;48426.60156;65943.71094;59533.09375;89662.76563;160444.0313;124721.5313;148870.2188;78967.64844;59416.32031;101008.5469;89468.02344;63174.33594;60090.17969;98859.48438;63002.88672;112605.6563;103776.5234;60486.79688;67086.98438;103045.7188;63490.13281
P00742;214607.6719;192501.125;181291.7031;158250.4063;139120.9688;121803.0078;154716.5938;118177.9844;248757;139723.0781;91650.66406;110514.4766;313297.8125;246472.875;566000.125;408919.375;367119.625;277301.8438;281828.6875;402150.875;299524;200087.6875;90010.89063;151959.2656;212048.3125;380305.25;281097.0313;225757.1406;179502.7344;314547.9688;214047.4844
P00746;289427.875;213274.9688;454174.0313;171065.0313;262306.8438;173109.8594;327745.5313;161807.0625;152617.1406;385113.2813;434269.25;592439.125;104299.2734;186640.5156;715642.0625;68983.14063;625697.625;103501.2969;98153.79688;86412.5625;69082.24219;96676.58594;83611.40625;73005.84375;89131.89063;97131.22656;238824.6563;141023.6875;86339.04688;199226.3438;247833.8906
P00747;456344.8125;450047.4688;627218.4375;255302.7344;134605.1094;331439.9688;435610.0938;662208.75;516388.3438;310715.2188;299946.5625;389386.6875;520896.4688;543248.25;896530.9375;589065.375;569268.6875;664548.375;486724.0625;524014.3125;1030355.5;831105.375;768057.375;765676.5;857783.75;887881.625;960435.1875;919237.3125;638246.75;787639;636815.125
P00748;979838.625;578077.1875;766591.9375;425878.8125;648207.5;348481.5938;838238.9375;813348.4375;543044.6875;540649;553600.0625;475088.9375;451498.9375;1369557.5;1953266.5;654608.6875;800092.25;633162.6875;1290623.5;909912.3125;582496.625;656918.8125;979886.125;754117;640049.5;695740.125;491165.6875;811503.3125;726390.625;669930.625;1467800.25
P00751;2000169.375;3424052.5;2431801.75;1833285.125;2176523.25;2079142.125;2119455.5;1863907.25;2629719.5;1784554.5;2036141.5;1181595.75;2356335;3307072.25;4489534.5;3210349.5;4920716;1927689.5;3149675;2577710.25;2493142;1855698.375;3073391;1768203.25;1938111.125;2731437.75;1878417.5;2253928.25;2322486.5;1920645.5;3838042.5
P00915;44255.12891;20822.13086;224752.2188;29957.14844;47016.33594;13677.66699;213693.4219;280538.9063;207535.6719;162258.9375;472769.3125;186355.5313;15910.35547;54379.47656;581161.3125;9267.06543;311182.375;7945.770508;14651.58008;15408.64453;42080.72656;7793.849121;158034.6875;101577.4375;7299.936035;53354.97656;4470.318848;260456.8906;31304.71094;40102.16797;145471.7813
P00918;14426.52734;9335.835938;25395.67773;22747.30664;8700.445313;10707.83789;31391.45508;22044.18164;38902.33594;41593.48438;83430.85156;65064.79688;14016.82129;28834.85938;170408.4688;;137361.375;1892.546387;;4293.047852;11815.73438;;64071.72656;16531.47656;;14591.76953;;52748.54688;10868.52734;10496.04297;19340.29883
P00995;;;;;27403.03516;6734.910156;2353.534424;32072.01758;1584.004639;25680.04297;122579.5547;111993.0469;;;;;;;;;;;;;;;8350.638672;645.0286865;;;
P01008;3544592.25;3733953.5;2255575.5;4336502.5;2606114.5;3904501.75;4096816.25;3953807.75;4054459.5;3777233.75;5526299.5;5362082;3557083.25;3974314.25;12266441;2029243.375;5131385.5;3257625.75;3767683;3312908.75;3215011.75;3605602.75;2583352;2946436.5;3603033;2770146.25;3200757;3629556.5;2057946.625;5700975;4037683.75
P01009;35345.83203;14357.53516;37987.27734;23311.67188;41710.84766;18612.03711;25451.70703;16854.24805;22620.14063;34249.44922;130148.5547;134504.8125;17077.01758;60162.24219;330263.2813;9089.324219;128129.7344;9980.003906;28853.61719;5794.880859;13989.36426;9964.314453;14954.24902;15431.59375;11592.91797;12180.9248;20969.18164;10862.71875;11819.24414;20789.16992;37645.28125
P01011;7253410.5;9729105;8747090;16989762;16562173;15516896;12331939;9404717;16965084;10733946;19628012;5305341;5813369.5;7093722.5;17598062;3267599;10296646;5536823;6044978;5290437.5;4348957;4830751.5;5964674;4117996.25;4699559;5667539.5;11040270;5823104;6787421.5;8366712;10266028
P01019;1130436.75;636716.125;1034275.563;1190943.5;524087.5;1035538.25;952380.5625;588422.875;745716.4375;1585802.25;5093195.5;2455644.75;917334;1363439.75;10452838;991097.25;6312219;898963.75;2022496.125;871944.8125;946260.5625;1239281.625;730554.625;974027.6875;832355.125;901018.0625;829057.1875;708885.75;563954.875;1619697.5;734386.625
P01023;1788969.25;1482608.25;5275848.5;1755549.875;1496562.875;2616373.5;1993289.75;2439391.25;1536636.375;2512745.25;8567124;1602011.125;863730.9375;2110915.25;5502469;3222133.5;6769363;3573978.75;4541895.5;2287829.5;1135105.25;1998732.25;3248422.75;8709935;2006889.125;2123470.5;2998755.5;1530399.875;4845581;2527802.5;1315451.125
P01024;4021013.75;5234263;3803814;4680986;4133109.75;4651554.5;4219212;3106644.75;6387339.5;3457553;1826427.5;1259436.75;5349268;5433557;7513704;7062550;5410965.5;5774724;4783844;7277446.5;4779181.5;5965629;3898674;4182552.5;6074739.5;7151592;5123459.5;6552911.5;8661898;3879750.5;5722498.5
P01031;256696.4688;399267.375;357816.7188;264496.5938;238707.7188;284037.625;405558.9063;436230.7813;332821.6875;314788.0938;262788.2813;267281.6563;274397.7813;412540.5;775793.625;282641.375;512565.875;414038.6875;469415.0313;309756.5625;331533.5938;288468.375;238434.3906;348087.6875;287419.5625;348782.75;315112.25;426239.3438;436865.6875;382878.0938;545825.8125
P01033;77209.07813;56842.86719;180641.8125;43960.96484;228133.2656;54813.85156;83415.6875;86916.90625;69756.07813;78106.9375;109620.4219;858838.1875;50340.19922;61827.19922;65726.82813;165496.0938;100716.5234;110076.4141;93449.02344;181079.0625;162195.4219;110664.0313;297400.25;132938.8281;111046.8594;116705.8516;114973.75;112998.5469;121044.3516;82401.48438;67450.99219
P01034;164235.8125;128440.2188;374836.0938;129384.0625;363820.5;161145.9531;369230.7188;277591.875;179017;493575.4375;266639.9375;849826.4375;91414.35938;242993.6406;372278.25;105092.2891;274696.2188;79379.42188;155385.8281;104417.4531;159238.1719;102022.0938;111716.625;97917.84375;100556.0469;116292.6875;264999.0938;83828.74219;96325.72656;124669.1172;108121.2266
P01040;;;;10692.77637;;;;6233.467773;;10627.85254;34848.55469;101512.9844;;25722.70313;150954.1875;;178157.6406;;30006.92188;;;;;;5574.355469;;;;;8693.095703;
P01042;1506024.875;1527829.125;872862.5625;839747.6875;910975.625;751116.0625;1024582.125;632281.6875;1800260.125;1006003.438;197157.1094;358303.2813;1357087.625;1250897.25;2264396.5;2449903;1439851.5;2070984.5;638538.125;2346496.5;2030309;2525333;1383911.5;2624713.5;2442630.25;1780803.125;2340112.25;2216597;1670832.625;2626031;2357920.5
P01189;;;;;;;;11487.19629;;;;;;;;;;;;;;;;;;;;;;;
P01344;96794.17188;95579.52344;129019.9375;71448.90625;73496.95313;75049.64063;184043.7813;21243.1875;101294.6016;154959.3125;92636.26563;121016.9531;134115.1875;63495.18359;182277.2344;155064.0625;218816.5;210533.2969;130468.4375;150961.0938;160749.5625;127663.5859;133848.0313;70090.14844;134838.0469;144268.6719;186311.5;89187.8125;64865.87109;156900.6563;168392.5781
P01591;5512.923828;;7543.895508;4025.133789;8220.75293;;;;;5119.140137;;;;13168.97852;263577.1875;6710.20752;101605.9609;;35934.07422;;11484.91211;5130.050781;;5327.518555;5471.378906;8256.65918;5825.415039;7051.802246;2524.375732;5768.862793;4575.549316
P01834;3714.687256;;;;2681.144287;;;;1374.322144;26780.875;;;20096.65625;;1226660.625;;190815.4844;;;;234631.7969;;7791.337891;5755.04541;231312.1719;;10294.9375;45247.20703;;6794.61084;7572.045898
P01857;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P01860;11674.52246;4390.765625;5621.442871;21076.67773;16117.24219;7761.758301;7248.630371;11444.19629;9152.193359;43077.32031;11953.2793;5877.455078;2845.526611;19906.88477;50567.38281;35692.49609;14430.44238;17561.55859;;;24149.58984;15879.46875;19163.38281;6079.445313;15680.45508;18967.33984;10822.4082;3913.620361;2383.831787;10780.16406;15993.01758
P01871;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P01876;6694.390625;;10177.75781;11572.75586;14704.56055;6851.682129;;8981.880859;;5281.731445;48972.35547;;;12250.98145;432840.4688;8867.920898;73656;;10372.0332;3116.302979;6359.79834;6669.072266;;;6557.185059;11244.66211;4821.739746;4560.641602;2822.282471;7801.890137;22834.21875
P01877;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P01891;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P02042;;;52804.64844;;;;32713.79102;14228.85156;2224.96875;;;;;;;;200399.9688;;;;8412.96582;;87800.39063;45565.87891;;;;;;;27154.99023
P02144;39311.40625;17618.60352;150724.5625;453782.5625;122935.7656;843477.625;220720.5;1902206.375;15654.80957;66039.32813;798427.6875;3406741.75;183245.8281;28680.87891;3369.410889;6564.618164;;5525.495117;;4621.463867;17586.97852;293.5752258;4439.377441;3981.317871;1733.197144;6321.114258;12203.88184;6848.818359;493.4766846;5381.79248;2068.381104
P02452;56397.32813;68357.16406;26847.39063;41038.97266;67011.28125;25934.20313;16979.45703;21777.88867;49633.69922;150544;42731.55859;192239.5313;47821.85156;69842.50781;132978.0313;510600.2188;156870.8438;150907.1406;153307.5;215845.2188;64684.96094;41532.45703;73080.4375;159949.6719;43029.51172;64165.49219;51046.00391;13070.59277;77344.23438;25333.0918;3178.270508
P02461;79508.38281;81478.0625;44331.27344;16590.48633;61111.65625;28198.92969;10518.67383;10328.59668;57859.32031;161071.1563;23944.28711;76588.375;54250.51563;74343.60156;280985.9375;57102.63281;153973.375;30796.42383;110215.9375;45099.07813;16147.4375;12406.21094;37932.37891;46286.81641;11851.13477;37224.32031;18474.85547;17162.83594;55018.28906;17764.19922;5146.779785
P02533;41128.51172;;38747.875;14646.01563;14581.86719;13909.86621;;54510.09375;4223.062012;4557.947266;835890.5;484520.25;4659.083984;14636.29102;879686.75;5805.114746;113075.9375;4088.77124;53358.13672;1380.485474;198.3289337;11116.41797;;;11676.62207;7542.392578;58194.03906;15418.09863;;3397.251465;4704.928711
P02538;;;6001.397461;6430.85791;19235.3418;4000.668701;;;;;149668.9219;57078.86719;;;508762.5;;11912.49023;;13291.75;;;3553.181396;;;3104.307129;4149.919922;27308.7832;;;;
P02545;15271.74023;4284.527344;4502.046875;11007.96191;4885.858398;6103.657227;26274.03906;9802.836914;11203.33008;8959.837891;32018.70313;25639.21875;3532.186035;10086.93164;77595.33594;2447.347412;70713.72656;1789.69458;11171.91992;3030.913086;3851.983887;2216.524414;5718.024414;10088.03516;2261.475586;3791.961914;3804.898682;5080.413086;3717.017822;4451.458984;3943.984375
P02647;6800044.5;18131758;9659914;6761868;3633775.5;6202389.5;7595726;3850396.5;5481160.5;9087475;9192755;16644434;16235252;18059562;8672801;5764801.5;11354170;21027548;29517192;7416156.5;16826642;12721722;8509452;11466893;12765392;10977300;13906981;8996736;7630567.5;18700200;7514861.5
P02649;150640.5625;249734.6406;352448.8125;281832.3438;74271.32031;259937.7969;190792.1094;161068.2813;105619.2578;343960.9375;814351.9375;185130.6875;68533.75;302367.1563;325416.6563;222919.2188;804472.5625;201631.6406;635263.125;95562.09375;226960.3281;229950.9063;227664.3906;205652.1406;209209.7031;119376.2656;200445.3281;181807.9688;65551.17969;326846.4063;253000.7969
P02652;1308028.25;1527051.625;2026270.875;1743992.375;951869.5625;815048.875;1552598.625;1060669.75;766676.25;980323.8125;3227565;2869228.75;2409526.25;2524343.25;1361674.125;2312876.25;2278600.75;3352737.75;3156634;1933878.125;2827171.75;1560351;2010679;1543288.75;1483305.75;1740414.875;2107527.25;1210507.5;1235104.125;1457238.25;1255495.5
P02654;106830.2813;189544.7656;145093.625;195290.4375;56387.64453;73473.35938;108562.6953;64380.99609;73231.15625;142162.2188;138598.9375;671827.5625;236394.8281;324064.1875;133510.125;82018.34375;300651.875;373334.1563;905527.4375;143276.9688;395038.5;244191.5313;218194.3906;92668.4375;242808.2813;147363.4531;219936.125;96716.57031;129599.2031;163553.3438;134169.375
P02655;95153.71094;129160.7813;135642.0313;192614.1563;59426.58594;113269.8438;120612.1094;127680.8594;75299.27344;112059.6563;347323.3125;282962.8438;49833.90625;140031.1875;49701.78516;91832.34375;144001.0781;207590.0313;306424.6563;107558.5313;126241.7266;128569.2422;185459.3906;76857.8125;132270.6094;122158.9375;174934.0313;91909.95313;95995.6875;163012.4688;70599.30469
P02656;617607.8125;573087.875;861256.1875;593565.5;444021;559637.8125;987994.3125;942501.0625;396343.7188;618516.6875;808961;1125967.75;460520.0938;714752;273073.1875;669522.4375;633025.625;1034968.188;2656252.5;663190;1032365.75;950443.3125;1568782.625;660129.1875;1167918.875;1055036.875;2087640.125;448046.5;523486.3125;1045358.313;360211.875
