proteins;G_12;G_14;G_2;G_39;G_40;G_41;G_42;G_50;G_51;G_52;G_6;G_9;G_92;B_395;B_401;B_414;B_421;B_439;B_444;B_449;L_399;L_402;L_403;L_406;L_420;L_431;L_432;L_433;L_434;L_437;L_441
P23528;84778.10938;27171.31836;606.1669922;45104.74609;22726.41406;212325.8281;147915.2031;76264.08594;10716.57617;36078.74609;;219959.6563;;1156937.75;;59749.74609;6062.625977;48695.89063;158305.75;1257.615723;61770.76172;44138.375;64749.29297;24370.60156;43047.9375;28023.25195;167533.75;7600.409668;29280.32227;32728.61914;73578.67969
P24592;205186.6563;150674.4063;47930.37109;147992.625;63477.54297;144601.4219;119690.7266;51445.42578;54196.76172;209468.9844;97267.01563;172067.4219;124605.5938;72130.89063;88053.75781;115914.3359;140775.3594;66712.35156;66503.16406;73273.96094;85807.60938;67055.67969;50024.39453;39640.73047;59743.24609;52333.60547;91079.39063;25586.79883;24528.3125;58390.98047;26970.55078
P24593;21020.23438;8031.294922;15624.74805;8387.202148;5959.581543;9386.576172;13285.81055;16126.76074;16245.52148;13024.80371;;34010.4375;9692.97168;11766.61133;30972.17969;9994.862305;40202.70313;7172.664551;32393.64063;5768.414551;13742.36523;10562.82813;4283.660156;4363.177734;11381.33887;11071.95996;14074.61035;10801.00977;4403.108398;9031.775391;10728.45703
P24666;44164.69531;12920.0166;90953.85938;23175.05078;34235.76172;19700.94922;18423.92188;23650.24805;36138.60938;24384.45703;;19431.30859;17289.63086;85522.57813;526941.875;21879.75391;348128.4375;22006.08789;106789.2031;19076.97656;36042.78906;23006.54883;19528.01563;19054.21484;29184.83203;36607.78125;19901.10938;29322.28711;16714.45508;47597.18359;31946.66406
P24821;12176.00684;15265.83887;23823.49805;4368.108887;45224.94922;44435.39844;10500.16797;20203.58203;11718.09277;8539.607422;56068.55859;106505.7656;7219.582031;37966.73828;43340.94531;86274.76563;18972.45508;40638.68359;47118.21875;49877.83203;68668.11719;38939.95703;92153.15625;117297.3672;35220.41797;43579.5625;20765.05469;35869.62109;119467.7969;44867.46094;11580.04297
P25311;1251007.125;1347009.625;300445.5;1193007.125;594196.625;1089517.25;939089.9375;1476739.625;1798134.375;2531617.5;1194450.5;1895997.375;1040672;824529.0625;1577800.875;882596.8125;890555.9375;984191.125;963887.625;975944.5;1212129.875;842172.9375;894221.9375;768615.75;869132.5625;706881.375;1862527.25;586392.75;281241.375;1407198.625;482239.3125
P26022;;1500.66687;8434.417969;2299.366211;72136.38281;2763.692383;;3239.221191;;2912.069336;6363.374023;20159.36914;;;;5763.672852;;4998.526367;;;;3203.82251;;;;4121.591797;2602.131592;;3568.273926;;3802.031982
P26038;80143.26563;51168.72656;53722.03516;93131.26563;109665.625;39567.64063;73456.71875;33578.30469;99515.57813;157614.8125;83522.4375;220830.4219;36306.70313;49232.83203;81219.13281;39292.17969;65896.79688;23104.58398;54512.29688;21486.98438;32411.2207;34221.24219;60205.38281;54988.4375;34408.52344;63021.53906;26160.47656;37128.71875;39661.26953;40594.87109;29335.29688
P26436;109236.1094;65448.61719;141096.7969;98369.14844;75259.34375;108839.8281;113724.6563;144917.25;107915.5078;58038.1875;249941.3125;298278.0625;67344.82031;164567.3125;519855.8125;57364.58984;544302;62144.9375;213040.8125;71163.76563;51377.16406;51634.74219;71976.96875;52365.33203;53549.69531;76010.10938;61662.53906;46371.35156;75381.10938;74316.13281;57487.41406
P26447;122770.9922;69335.02344;48863.08203;140393.8125;78899.17188;65345.20313;49989.81641;31894.01563;87538.36719;192756.2969;149907;333724.3438;36067.23828;145985.2656;142559.4063;33717.23828;257889.2656;19613.1875;71510.10156;29468.94922;39554.55078;51421.53125;46318.60547;38482.24219;29591.15039;43067.24219;25162.17969;39289.75391;16822.40039;43411.67578;23317.80469
P26641;95118.3125;69429.82813;253067.2969;88778.77344;88530.875;101061.9922;110702.8359;139798.0313;81595.28125;80566.25;869122.25;616980.5;60440.125;231113.7969;2710334.75;43549.4375;1290978.125;48083.41797;279917.5938;65526.14844;64025.53906;47856.21875;58992.50781;54161.95703;47202.40234;60593.17969;74846.70313;74838.20313;48196.30469;100797.3594;62985.23047
P26842;805.092041;;;;;1256.74707;;2225.763672;2484.474854;17688.1875;;;;;;818.5305176;;;;;;;;;;;;;;;
P26927;30536.13672;18697.12891;78971.09375;48744.14844;32627.38672;53640.52734;28711.62891;75344.89063;67757.03125;38151.84766;48967.25391;46246.46094;69039.96094;71458.10938;73207.97656;117241.9297;80441.88281;84817.55469;91935.98438;44782.36328;73953.42188;62293.19531;64578.38672;80111.35938;59816.35547;73621.90625;86365.11719;39408.83984;97528.03125;53768.00781;102547.9063
P27169;152893.5938;102993.1719;415133.1875;39148.38281;71923.75781;99901.78125;178430.2188;101052.5156;69034.5625;93083.57031;260799.5938;138785.2813;98518.39063;316442.6875;918760;153642.3594;500706.75;188255.1875;286310.5625;278779.9375;189833.0156;165100.8906;177823.6719;125313.4844;169537.0313;159119.9063;194253.1719;202443.5313;114507.3906;191562.4844;165305.625
P27348;8421.263672;2608.41748;;4608.713867;7875.641602;2883.944824;4565.580078;;3489.402344;13029.27832;;22424.28711;3452.656006;31998.78711;;2111.700439;90615.86719;9065.163086;49636.48828;936.4482422;20290.0918;3531.709229;2927.213135;3300.539063;4115.75;4888.894043;;4420.35791;1960.405884;5678.714355;2797.276855
P27487;3471.607666;1260.520386;;;;5157.150391;;1876.743408;397.3934937;2155.450195;;;1920.80542;;;2158.135254;;2384.961182;;3733.555664;8072.026367;5215.266113;6016.335938;4067.586182;8049.897949;1160.80542;4349.44873;2100.537354;1893.58313;3226.48584;6092.54834
P27797;7487.253418;;7412.833984;4462.620117;8634.31543;6376.139648;11501.27441;10366.30078;4363.625488;11636.49316;;41303.24219;;;;5232.229004;12199.54004;4229.073242;18909.60352;3617.629395;8309.126953;4447.087402;8358.140625;7840.120117;5429.533691;4190.1875;6145.859375;3537.483643;8107.802246;2918.851318;5911.030273
P27918;197431.0469;156827.625;197266.5781;119305.0703;161531.8125;233849;156787.1094;141049.4844;182222.125;112262.3438;198195.2188;193416.5313;188632.0156;293849.125;418284.0313;457069.7813;322830.0938;310574.2813;337077.0938;320895.75;274402.0313;281993.3438;230293.4063;177030.7813;284185.5313;265474.6875;163823.7344;192073.5469;208091.6563;238017.0938;242903.4219
P28062;1541.204834;;;10921.52344;4110.601563;2164.33252;3806.182373;939.2103271;2066.037109;12286.74805;8011.655273;26692.46289;798.1160278;;;;;;;;;4505.699707;2376.338379;3635.928711;3011.666748;;;;;2210.604248;
P28066;;;;;;;;;;7103.498047;;16196.72852;;;;;;;;;;;;;;;;;;;
P28161;78742.84375;48006.33594;;53771.21484;28862.27734;41974.94922;51900.90625;51780.45703;16547.91602;22711.19531;57310.37109;125514.4219;34588.62891;20515.51563;;36164.98438;;16156.68652;32229.11914;33608.08594;55510.59375;18229.25586;18716.04883;39910.15234;28692.11914;10441.20508;25648.07031;43859.77344;44100.03125;13227.75098;58793.67969
P28838;3098.465332;2816.231201;;13058.49609;6318.348145;3194.804932;6512.168945;1461.296997;5037.626465;29067.24609;21694.25586;37590.6875;1860.872559;;;;;;;;;1129.584473;420.2286377;3384.400635;1351.152954;3078.804443;;1116.703491;775.5157471;2342.65332;1052.332031
P29218;40495.69141;44215.84375;111044.5078;40832.6875;37798.35156;44244.70313;59047.45313;61562.78125;40958.29688;45244.89453;293778.3125;233069.3438;30907.65234;104769.8516;989465.5;19847.7832;366907.5;18946.47656;103091.5391;24062.1543;21609.33789;22835.27148;24681.90234;16606.66016;22180.06641;19495.15039;55606.4375;40859.79297;19859.64844;62710.28906;32908.29688
P29279;43833.40234;19240.23047;89406.42188;65575.36719;58459.03906;101125.7031;80173.78125;73154.96875;33809.95703;87129.5625;137279.0313;306389.25;29453.89063;29013.58203;70105.48438;76126.875;86736.125;32578.64844;45159.64844;47598.91406;33385.8125;20483.12891;44499.12109;21499.64844;19439.47656;28673.30078;32680.78516;28703.62305;21794.10156;28335.38672;7612.214844
P29401;14215.5957;29121.77539;35098.04688;40080.38281;44682.88281;16360.17871;31628.16406;8109.328125;12301.17676;242096.5156;113190.3047;269388.875;9271.554688;38750.92578;46806.88672;2542.851563;58599.79688;7568.625977;18305.33203;3993.924805;12890.60547;9566.980469;14536.2207;10010.27051;8900.532227;9499.888672;3043.062012;20854.19727;5971.986816;12722.84082;14939.93066
P29622;159162.9688;86105.59375;771053.9375;42410.25;83589.78906;94716.58594;252519.4688;51147.5625;59655.98828;119283.875;145423.8125;212870.0625;92347.28906;311035.0625;1512032.625;91685.10938;459559.3125;117959.7188;188270.25;121344.6641;111306.9063;121343.5156;92671.17969;129880.5156;120431.0781;95379.59375;209713.7031;119243.9297;109574.3359;213883.875;230693.8594
P29966;948.609375;720.0966187;;1442.515625;1272.291016;;;3120.606934;;13240.9209;2935.874268;5322.819336;;;;;;795.9645386;;;;1398.765991;;1077.733765;1518.083252;;526.7733765;;;403.7171326;
P30041;19185.68359;6286.143555;34034.76953;11484.0127;23543.98438;4717.97168;2874.068848;4744.783203;6393.520996;58500.27734;;31692.64844;7105.29248;21505.94922;80103.77344;1141.199707;36297.05469;1155.761353;26171.74805;;2550.994141;5795.913574;7546.412598;4136.821289;5127.148438;12416.37207;775.1279907;17828.46289;1543.21521;7818.995117;11170.03223
P30046;;;;3211.028076;338.646698;;;;;10711.08008;;99276.8125;;;;;;;;;;;;;;;;638.6461792;;;
P30086;464025.9688;314369.5313;669621.375;473635.6563;391719.3438;357076.5938;349875.0625;630545.75;460825.6563;423130.9688;1754933.75;2220553.75;273581.8438;1025822.75;5854471;231261.625;3930698.5;211188.9375;1240983.25;252610.5;252117.875;151427.6563;234506.9531;186234.0625;156023;283616.5313;270146.4375;231865.4531;145373.2969;340106.0313;155257.5938
P30101;20110.76953;25309.0332;15124.7041;32047.49414;20814.11719;21234.74023;23314.45898;28267.39844;19849.44141;25522.95508;58139.65625;81268.86719;19805.66797;37427.15625;61932.05469;19321.90625;106077.6875;16653.46875;36300.59766;16256.85938;20337.62305;8360.359375;17245.65625;21430.49219;16957.60156;14796.14258;20483.55664;11098.3877;8706.408203;18142.56641;10614.02148
P30530;34359.12109;25472.83984;61279.0625;55162.95703;32759.51563;34730;49618.47266;37032.53906;37323.05469;27340.49609;84136.17969;146347.8906;30278.55664;34038.96484;54223.74609;14284.22461;67468.41406;11805.07422;23768.44141;12239.15234;12270.83691;16072.80664;19584.42773;11277.30566;18969.5332;18772.00586;11397.43652;15030.00977;16982.77539;14782.29395;14315.45313
P30740;4950.286133;6572.241699;12294.8418;7353.619141;8098.201172;3018.260986;9487.707031;3901.682617;5764.657715;17874.5;24686.82617;53132.50781;;4817.249512;5810.246582;2251.782715;;1382.947876;;;;2206.64917;5840.121582;2142.73877;2578.481201;4628.895508;;;2473.123291;4307.938965;1634.521973
P31151;;;;11140.13477;;2175.175049;;8435.821289;;;23528.48828;;;16042.47363;73665.91406;3475.884521;156924.6563;;66171.86719;2062.662598;;;;1733.879883;1879.857422;;;;;2034.109253;
P31946;13054.2666;8124.16748;;23029.98438;14586.43945;7331.770508;12158.16309;2092.907227;13259.2793;63964.11719;31876.74023;97819.75;2082.174316;;;1497.378296;;1616.519287;8069.393555;1220.702515;;3348.174316;4887.541016;6576.421387;6950.239258;5125.094727;;3456.779785;3634.457764;10562.49805;4243.761719
P32119;27188.20703;13525.76563;28982.24609;22589.53125;23289.32422;14837.78711;60790.95703;19623.5;65786.04688;127763.6172;66060.45313;39826.53516;13185.72656;23176.88086;148343.0156;8892.330078;83893.29688;7031.47168;25934.53516;10351.78711;9706.970703;11624.49902;59248.58984;35296.71484;9489.341797;27941.00586;6267.908203;103902.375;12728.3457;17246.41797;51165.15625
P33151;41115.78516;21710.71094;67074.28125;30037.44922;34210.87109;20573.88477;21806.80273;16811.32813;31741.98633;43891.125;32084.06836;26450.2207;21305.38086;41605.4375;94019.95313;45429.02734;83141.11719;32841.63672;49943.93359;35839.08984;37875.83594;37951.51563;40480.90234;27323.70313;35832.40234;68960.11719;32865.16406;37570.47656;22702.13672;43731.60938;28348.62305
P33908;62183.82031;29024.42188;303072.5;17713.32031;38264.20313;54160.60547;62334.94141;79014.29688;38909.98047;31897.53516;27249.44336;38524.79297;27737.40234;79220.57813;;44468.59766;195196.8438;22007.37891;92311.17188;25070.4375;29530.74609;32734.60547;40112.13281;27289.32813;34846.88672;40305.89063;30489.73242;26539.54688;26661.82422;32803.98047;51601.13281
P34096;6477.241211;7087.376465;15259.33984;7418.95166;12234.86816;12972.16211;15494.39063;10392.94922;9601.712891;11735.66797;18863.76563;25920.46094;6040.51709;4316.439453;22861.92383;4858.454102;18003.56055;4709.613281;8117.667969;11254.37695;8093.462402;5352.806152;9716.005859;7291.019531;5504.044922;9160.791016;9071.796875;6776.346191;8537.569336;6994.811523;5538.233887
P35030;9797.271484;4220.282715;15502.72656;10359.09961;7235.95459;6935.594238;7573.601563;11718.22656;8451.211914;8630.71875;93913.99219;63419.94922;1897.412476;46247.17969;34787.90625;5960.033691;35437.30859;6434.914063;16151.49707;13770.44434;6022.168945;3844.089355;4390.824707;2378.257568;3741.232178;6172.103027;6476.737793;8283.387695;5474.981445;7193.271484;16691.14648
P35237;13528.52637;4884.161621;21544.51953;14248.41211;9551.137695;7588.704102;9703.172852;22773.97266;9302.230469;25885.14844;48557.13281;181557.5938;4852.905273;18898.71094;103394.8906;5499.75293;112077.2656;23229.6582;41889.92578;1145.409912;;2903.981934;20350.85547;5711.374023;3559.177734;3631.469482;3143.712891;3071.993164;12009.125;4206.287109;7842.956543
P35443;157844.7656;78718.14063;477870.4688;86516.92188;219978.7813;170463.375;149401.2344;172325.2031;141027.5625;120640.2266;254582.7656;626110.1875;58661.67188;108223.6797;645544.9375;131923.2188;430765.4375;61617.14453;273901.0625;73529.90625;157936.7656;74564.48438;70259.53125;52029.45313;77814.39063;100858.8047;73078.625;99034.95313;50782.91797;115304.2266;63759.65234
P35527;10610.02539;6339.179688;191731.2188;55008.68359;70602.10938;88581.05469;17916.84375;254559.8281;27466.70898;43888.71875;2481580;2208682.5;36384.03906;51758.97656;575492.8125;25175.07031;686220.375;23847.74219;260886.4531;26413.58984;39986.86719;91637.65625;11548.71875;7301.490234;103716.2188;23555.63477;258046.0781;104749.0703;8080.499512;41999.14063;50547.67969
P35542;147856.7344;496605.75;240953;422089.75;321799.1563;343623.9375;216101.6094;213939.9531;341486.7188;355739.5;299539.8125;221070.9844;322892.1563;316871.8125;296371.5;392435.9688;724806.875;568288.875;406241.4688;345508.375;255772.0625;483279.9375;294793.2813;234162.9531;513476.4063;327107.5625;237659.1719;351767.6563;406203.4375;281594.5625;422862.8125
P35555;8047.924316;3198.181152;3557.840576;6034.050293;4993.577637;10600.89258;7867.887695;7753.76709;3605.702393;9125.719727;8333.311523;83080.01563;3728.471191;;30727.45703;3475.55249;17750.05664;3650.342285;6112.913574;3167.98877;3851.316162;3237.873047;4666.368652;4822.970215;3735.393799;4237.611816;3651.790283;2893.414307;3662.781738;2754.853271;2024.042236
P35754;4706.814453;;19488.5957;9766.21875;17660.50586;6350.203613;8775.362305;39599.91797;5109.650391;12006.69336;34938.60938;74916.08594;;;;3154.486816;38680.83594;;16478.16406;;;1963.006104;11384.44434;;4524.374023;4919.666016;4286.97998;4298.104492;5113.648926;;4116.258301
P35858;153496.4844;216391.0938;305300.375;148565.8594;164152.4375;167870;303973.625;15473.63965;162330.875;90209.29688;507544.5313;234891.0469;376579.4688;612839.5625;888359.375;278869.875;740730.375;482703.3125;537998.25;444450.8438;377251.5313;314073.0938;287643.625;93213.35938;324564.9688;393080.4375;281457.625;356262.375;82898.64844;358572.7188;568480.1875
P35908;4565.385254;9288.770508;193151.8906;55569.85547;72597.89063;90472.28125;8463.02832;732546.25;25629.42188;60739.44141;3968212.75;262525.0313;40288.9375;42783.94531;440249.0625;26680.92773;673503.4375;18899.34375;192811;9317.700195;16862.625;41669.65234;12477.96484;9650.972656;45119.0625;15260.30371;44326.42969;80313.6875;4537.866211;37390.78906;24291.03906
P36222;49096.9375;38362.75;72536.25781;39807.90625;542091.4375;131554.5;68635.53125;73790.26563;47526.35938;71470.14844;997351.9375;1355041.5;15578.39355;30613.31055;34305.99219;78809.17188;130544.8984;47806.98438;72899;55657.64063;31905.31445;72048.625;128709.875;76701.97656;71291.24219;86391.29688;47522.97266;34530.87891;90347.15625;63834.02344;62517.75
P36871;3767.612793;8123.499023;5719.137207;8619.928711;5352.499512;4377.611816;;2324.843018;2639.593262;25437.99609;7844.12207;26127.72656;4966.662109;;;;;53.94907761;;;;1381.387695;;3592.386719;2820.081299;;;1986.996948;128.9664154;;2099.907471
P36955;876166.0625;510123.7813;695163.75;568512.5;736520.25;510307.875;1032261.688;682240.9375;808299.75;712517.9375;1876063.25;2231041;545715.625;686085.625;1606901.25;351370.8438;1033155;417665.375;572235.625;451629.3125;498163.3438;284145.9375;454786.375;496233.9375;313034.0313;322366.9688;693276.4375;483872.125;401684.6563;409958.5938;346498.4063
P36957;48443.95313;23263.08398;36450.84766;46759.61719;21417.81641;38430.25;17160.73242;89639.875;25023.86719;24707.55859;196442.1875;255608.9375;15379.18359;124916.8359;703947.875;32001.15234;749728.5625;22804.93555;143641.3125;28601.16016;27904.60352;9679.289063;14252.2998;20236.26758;22118.78906;10797.73145;28749.42969;7257.524414;4718.433594;36371.54688;3106.997559
P36980;264558.4063;181622.7813;231344.9219;259702.3906;174645.75;133577.7813;390552.9375;274679.0938;364431.625;208730.8438;286660.6563;149798.7188;255974;48425.42969;344451.4375;85359.21875;199251.9688;204153.8906;323286.8438;136895.0313;232299.5156;159310.1094;351784.2188;240561.5938;156698.9844;193023.4063;167781.4531;328516.5625;296968.75;185388.625;251392.625
P37058;6826502;6965633.5;8535970;4356216.5;4461426.5;5774611.5;7672302;3543712.5;5736048.5;4761222.5;3779639.5;2592167.25;5169060.5;11589561;25454866;7383837.5;20251178;6033916.5;8545337;6232271.5;4354544;6111517.5;5416958.5;5655739;6682806;9341517;6738297.5;5965558.5;13222108;5063799.5;7070867
P37173;5876.532227;5033.650391;;3826.412842;5744.45459;5160.077148;;4957.460449;;27292.80273;;19604.22656;2735.068115;;;3037.717773;;2372.426514;;1942.023071;;2358.007813;;2591.517334;2344.80542;;6541.633789;;;1205.527222;
P37802;19136.82813;11746.64941;46889.76563;8148.195313;14846.5332;5698.785156;7580.933105;14665.54785;5226.722168;14873.57031;40644.15625;19221.14844;4135.402344;33346.78125;131571.9844;20054.77539;239707.7344;5344.224121;55019.25781;3499.106445;13462.5293;7606.008789;7036.776855;6170.912598;8212.416992;20150.27734;3788.202637;5525.337891;2925.189941;21104.70703;4677.270508
P37837;23301.95703;9557.308594;30258.73047;25574.34961;25363.05273;14074.96484;23514.13672;20647.03125;19715.39063;92648.38281;74778.48438;104710.6484;8410.946289;42731.70313;204686.6875;8014.972656;109141.6641;8783.644531;35862.75391;9066.113281;21663.94531;8904.089844;9790.337891;12894.38086;8467.131836;11740.83887;11144.61426;16075.1377;6328.311035;18419.28516;25662.94727
P39060;18470.32617;21488.68164;22936.70117;22071.66992;19042.05078;30807.44531;27698;31218.91406;23586.7168;52487.19531;61879.12109;97216.35938;15514.70117;13888.90625;15554.60645;9611.578125;45709.24219;15654.16602;15537.20508;14956.25391;11297.98828;5203.61084;16844.01563;12892.75684;5622.720215;6298.057617;23531.68359;8673.486328;7055.673828;12866.72949;5971.834473
P40121;13922.36719;7965.358398;7460.813477;9336.566406;11729.82422;7037.650879;10884.66309;6180.15332;8526.62207;21805.88867;5787.001953;20757.28125;9834.398438;4432.906738;;6956.333984;;4091.28833;15127.36816;2789.752441;3795.133301;10378.46973;10731.86523;15926.57422;10773.31543;11064.4707;7316.887695;8753.047852;8740.454102;11020.85449;7601.38916
P40925;28323.4082;51099.37109;45667.54297;69046.55469;82957.76563;64399.82422;47620.98047;15170.55762;46527.10156;223887.8125;205914.375;874423.1875;20781.23438;12740.21289;39954.08594;936.7197266;122664.5781;4562.944336;44905.33594;4942.202637;5444.608398;7028.118652;13603.22754;12991.10156;8014.836914;14002.12109;5143.590332;13992.12988;13826.85059;9338.722656;15132.8623
P40926;99018.99219;25035.29297;398639.3438;38179.04688;62099.375;34637.72656;53981.07813;45850.53125;38481.14844;57387.21094;120227.2188;158203;27290.35547;180179.1563;1217178.25;36060.28906;788143;37074.26563;229890;33298.98438;77034.97656;59196.64844;46541.34766;34920.62891;59314.03906;96577.4375;33662.32813;73709.07813;40580.84766;89613.54688;76873.60156
P41222;139730.8594;132950.5;263680.0313;59747.77344;386757.6875;99998.6875;264060.7813;94816.73438;120587.375;1696695.5;168902.5313;382757.0938;95871.76563;148919.6406;598763.4375;301633.7188;514701.125;165295.5781;199491.9688;193559.5156;150556.2031;107969.4531;355599.7188;112392.9453;115704.3828;126017.6328;442655.0625;188412.4531;95083.51563;100566.0469;73596.46875
P42695;44739.46484;59299.51563;192028.0625;;97297.23438;85901.6875;100847.5078;65373.37109;92287.9375;523.4610596;215465.3594;;133485.7031;;;348407.5;268598.0313;110230.6797;;162347.0625;105212.0547;;195407.4219;52270.77734;;130512.5703;51895.87891;93810.75;91806.76563;;
P43121;33705.63281;19628.4707;46178.12891;36306.75391;34401.96875;45479.33984;43811.90625;32003.96289;26459.79102;60371.83984;83492.60156;64286.75781;21713.59375;51887.33984;107150.7344;31002.89453;164495.3125;26985.77734;39679.61328;40126.05078;29553.29297;30139.96289;35004.01563;29404.27539;32069.06836;27020.49609;48635.26953;22043.97656;14686.96777;34055.75;17160.18555
P43251;126067.7031;107737.3047;87014.53125;80820.53906;72967.29688;77799.72656;104290.4609;169357.6875;138887.4688;62621.48438;79534.01563;91295.82813;82726.15625;135230.4219;285955.9375;92139.54688;113338.4141;96676.24219;135030.5313;110426.7031;109841.5703;99190.69531;80142.91406;114041.6641;98873.94531;110594.9375;125014.9844;86369.65625;63178.86719;97321.9375;83137.10938
P43652;607568.25;468325.5938;356923.2188;344993.4375;381070.375;443361.9375;359932.125;325845.4375;398278.125;319312;563982.375;581474.5;514582.3125;492177.1875;1405462.625;570819.875;667183.625;590340;517769.5313;370633.5938;231355.0313;599382.125;378703.1875;683098.375;547864.3125;560230.625;527269.9375;619458.8125;537605.0625;494378.375;576342.875
P46439;49432.39063;3579.605469;64611.74609;28918.10938;16377.29297;38985.87109;52412.52734;89366.35938;26596.16797;40599.39063;109355.0156;286481.8125;24998.48828;88663.875;481236;5311.446289;200267.625;16707.96875;98391.89063;15391.64063;;8238.322266;7660.859863;17027.31055;8548.0625;3722.4375;35228.08203;31726.54688;10122.28125;40712.92188;148650.3594
P48163;;;;3800.398682;3799.928223;;3259.490479;;449.4472351;93849.95313;;29046.88672;;;;;;;;;;;;3035.788818;90.88384247;1368.174438;;2703.362793;1223.652344;2156.01123;2468.628174
P48304;;;;;10814.01953;;;;;;;237004.1563;;;;;;;;;;;;;;304.8817139;;;;;
P48553;545279.375;489462.4063;775188.3125;376539.1563;518302.1875;467460.0938;611476.8125;325579.0625;474456.875;466653.5;346394.7188;274668.7813;380979.4688;454153;881159.75;404677.5938;379196.6563;255927.1406;377840.5938;296493;286434.375;249670.5781;411626.2813;205427.1094;246668.2344;322200.25;295465.75;381951.5313;208045.5625;435584.625;337052.0625
P48740;17582.39844;12343.75;49629.67969;13373.37109;12027.0918;14245.5332;18351.68164;21512.79688;21639.34375;10118.35059;39241.09375;14297.94629;15712.75684;29420.42188;41257.78516;27897.15039;44125.01563;22540.44336;46562.53906;33088.64453;24359.48242;24969.85352;26412.35547;29571.41016;25168.89844;30784.0293;36151.9375;24314.81836;15508.79199;26811.36719;22171.78711
P48745;9811.78418;5745.731934;;15054.34668;18666.05273;12332.7373;16825.56055;25998.56055;40830.94141;39160.4375;;;6704.385254;10679.30762;7260.503906;61558.03125;12836.62988;19749.42383;20835.95313;32653.01367;7323.749023;4032.259033;25465.10547;23688.00781;19118.33398;16078.34277;8874.726563;3736.759521;15217.35156;32281.16797;
P49327;;;;4575.640137;84026.89844;265.3262634;;;121313.7422;33706.74609;;;43025.01953;;171341.8125;;;;;;;4194.270996;;;;;;;;72574.25781;105785.9297
P49746;990458.125;441314.0313;2567127.25;739588.8125;3607438;1401897.375;756081.8125;1124492.75;660783.125;510389.375;1191596;7836301;530916.375;1448181.625;1614313.5;545925.4375;1420747.25;356321.5313;748519.9375;425025.6563;713342.75;594613.3125;579615.4375;371735.9375;614806;696687.1875;378043.9688;558003.375;608239.25;942208.8125;325964.75
P49747;870597.9375;315226.8438;1731407.625;310184.0625;1756170.625;853745.9375;601681.25;901093.4375;463218.1563;395094.2813;609814.1875;1435114;315984;331767.0625;1504147.75;368714.0625;672653.9375;171026.4375;528938.875;217453.75;396391.7813;258025.0625;357312.5938;211413.75;274628.4063;475852.0938;244411.5938;291003.8125;284503.2813;751501.625;180771.7344
P49908;252289.9844;146056.1094;216592.8906;89370.85938;86724.04688;126362.6406;161950.8594;102448.4219;119835.1797;183560.6719;89095.25781;116953.1875;107648.625;316536.875;715456.5;247937.75;439919.2188;252334.125;345990.6875;184460.25;259689.7969;245038.2344;149088.8281;141482.8438;260267.2188;309114.1875;235345.2656;189469.3125;75050.91406;301842.875;224572.1094
P50395;8310.402344;5925.881836;17203.60938;8628.869141;10074.79199;7410.202637;10523.61816;3903.286133;7313.453613;23074.55859;20739.19336;38666;6267.477539;7852.662598;;1017.768738;;1052.778809;6387.766113;1071.468262;820.8419189;1998.724121;2187.562256;6141.158203;1841.955566;1049.59314;;8002.166016;5036.023926;2725.880371;3689.5625
P50461;;;;;;8169.68457;;13660.64258;;;;;;;;;;;;;;;;;;;;;;;
P51161;;;6177.800781;;143375.1719;8727.859375;11504.9043;40526.57422;37097.08594;25689.80469;;258731.7969;;;;;;;;;;;;;;;;;;;
P51884;190159.0156;96569.42188;119476.1719;56559.92578;68727.41406;114983.5234;76162.17969;145509.4844;155024.7813;84284.375;132176.7031;113900.3438;66085.28906;81180.88281;183553.4688;84165.69531;76580.40625;61981.09766;106019.125;63573.5;53879.16016;57737.84375;135253.875;113673.1719;53367.70313;64752.43359;110653.9375;83632.78906;166383.6563;82967.80469;56518.61719
P51888;14477.71387;5050.706543;80565.0625;13946.48242;10564.60547;9410.163086;17825.95313;18560.44531;8406.583008;13180.49707;49382.83203;69693.9375;5897.260254;15361.30957;25332.21094;9359.585938;;;12777.19629;;19557.80664;8265.59668;9655.433594;7543.990723;4660.872559;8967.018555;6677.564453;4021.723389;2992.619873;10348.22363;4483.39209
P51911;;;;;;;;;4271.286621;;;;;;;;;;;;;;;;;;;;;;
P51970;111882.5859;8250.496094;79120.96875;61655.40234;63002.11719;48871.34375;109441.7188;38630.17969;50173.11719;44956.09375;;;28486.70898;172068.0156;133223.3281;92166.17188;201501.2813;68901.86719;119421.0391;30257.67383;;47748.20313;74587.71094;39671.61328;48852.86328;91839;64839.01563;31260.19531;52390.21484;65724.44531;46749.92188
P52565;60120.31641;46188.58984;89185.01563;56680.94531;53215.61719;51406.17188;62037.42188;84937.98438;65502.14844;83068.53906;324674.9688;358624.75;32292.125;107183.1406;1019228.75;24811.5293;467392.3438;25007.49805;81522.82031;32507.7793;27039.19336;21365.60938;29024.99219;30200.67383;20480.38672;26196.4707;57543.62109;33203.78906;32646.29688;46933.16016;44254.42969
P52566;9105.439453;6291.65625;10233.29102;14623.09473;13962.56836;6160.991211;10066.00977;12189.36816;10817.65137;23289.86133;27367.80859;37342.1875;5605.261719;4303.754883;;2934.462402;13524.26563;2683.256836;2548.474609;2586.905273;1582.782227;5182.879883;6110.062988;6700.986328;4756.755371;5252.666992;5364.769043;7898.130859;4074.563232;5983.530762;5435.443359
